,Tour,Type,Duration,Price,Price Per,Cancellation,Tour By,City,Country,Image,Link to agency
14266,Asakusa Cultural & Street-Food Walking Tour,Private and Luxury,3.0,101.26,per adult,Free cancellation,By Magical Trip,Tokyo,Japan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/62/e6/ef/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g1066457-d12672699-Reviews-Magical_Trip-Shinjuku_Tokyo_Tokyo_Prefecture_Kanto.html
14267,Tokyo Half-Day Private Tour with Nationally-Licensed Guide,Public Transportation Tours,4.0,88.83,per adult,Free cancellation,By Japan Guide Agency,Tokyo,Japan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/57/02/d6/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g298124-d15224696-Reviews-Japan_Guide_Agency-Shizuoka_Shizuoka_Prefecture_Tokai_Chubu.html
14272,Tsukiji Fish Market Walking Food Tour,Private and Luxury,3.0,66.09,per adult,Free cancellation,By Magical Trip,Tokyo,Japan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/13/3f/65/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g1066457-d12672699-Reviews-Magical_Trip-Shinjuku_Tokyo_Tokyo_Prefecture_Kanto.html
14273,Japans Cultural Curiosities Private Tour Including Food Samplings,Walking Tours,3.0,107.26,per adult,Free cancellation,By Tokyo Urban Adventures,Tokyo,Japan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/62/f4/c6/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g298184-d3876312-Reviews-Tokyo_Urban_Adventures-Tokyo_Tokyo_Prefecture_Kanto.html
14277,[90 Minutes] Tokaido Tour: Tokyo to Mt. Fuji Helicopter Tour,Full-day Tours,2.0,2265.04,per group,Free cancellation,By AirX Helicopter service(ヘリコプター遊覧飛行),Tokyo,Japan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/62/f3/6a/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g1066449-d17703146-Reviews-AirX_Helicopter_service-Koto_Tokyo_Tokyo_Prefecture_Kanto.html
14280,Freely set up plans Guided Private Tours in Tokyo,Rail Tours,7.0,94.09,per adult,Free cancellation,By Fulfilling,Tokyo,Japan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/62/bd/5e/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g1066456-d15245301-Reviews-Fulfilling-Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html
14283,Kamakura Day Trip from Tokyo with a Local: Private & Personalized ★★★★★,City Tours,6.0,415.29,per adult,Free cancellation,By City Unscripted Tokyo,Tokyo,Japan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/b3/c4/b1/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g298184-d15223450-Reviews-City_Unscripted_Tokyo-Tokyo_Tokyo_Prefecture_Kanto.html
14294,2-Hour Genuine Samurai Experience Through Kendo in Tokyo,Sports Lessons,2.0,159.89,per adult,Free cancellation,By Kendo Experience Tour Samurai Trip,Tokyo,Japan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/62/f0/dd/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g1066461-d11804685-Reviews-Kendo_Experience_Tour_Samurai_Trip-Taito_Tokyo_Tokyo_Prefecture_Kanto.html
14296,Lonely Planet Experiences: Private Tokyo Evening Food & Culture,Public Transportation Tours,3.0,180.8,per adult,Free cancellation,By Tokyo Urban Adventures,Tokyo,Japan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/62/f4/92/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g298184-d3876312-Reviews-Tokyo_Urban_Adventures-Tokyo_Tokyo_Prefecture_Kanto.html
14297,【27 Minutes】Tokyo City Lights Helicopter Tour 2,Helicopter Tours,0.45,873.15,per group,Free cancellation,By AirX Helicopter service(ヘリコプター遊覧飛行),Tokyo,Japan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5a/2e/17/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g1066449-d17703146-Reviews-AirX_Helicopter_service-Koto_Tokyo_Tokyo_Prefecture_Kanto.html
14299,Shinjuku Izakaya and Golden gai bar hopping tour,Nightlife,3.0,105.4,per adult,Free cancellation,By Japan Wonder Travel,Tokyo,Japan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/11/d7/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g14129610-d9555505-Reviews-Japan_Wonder_Travel-Tsukiji_Chuo_Tokyo_Tokyo_Prefecture_Kanto.html
14303,Private Harajuku Omotesando Architecture Walking Tour,Walking Tours,3.0,93.38,per adult,Free cancellation,By Showcase Tokyo Architecture tours,Tokyo,Japan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/54/cd/cb/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g1066456-d7886183-Reviews-Showcase_Tokyo_Architecture_tours-Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html
14305,"Experience all of Japanese culture and Japanese food experience classes ""origami, udon, Japanese food, green tea, calligraphy"" in 4 hours",Art Classes,4.0,78.17,per adult,Free cancellation,"By homecoming TAKA,Tokyo",Tokyo,Japan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/62/d1/3d/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g1066454-d16817253-Reviews-Homecoming_TAKA_Tokyo-Ota_Tokyo_Tokyo_Prefecture_Kanto.html
14306,Sushi Art & Japanese Cooking,Cooking Classes,3.0,87.94,per adult,Free cancellation,By Odyssey Japan Cooking,Tokyo,Japan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/20/66/9e/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g1066457-d15812109-Reviews-Odyssey_Japan_Cooking-Shinjuku_Tokyo_Tokyo_Prefecture_Kanto.html
14307,"Tokyo by Bike: Skytree, Kiyosumi Garden and Sumo Stadium",City Tours,6.0,81.99,per adult,Free cancellation,By Y&Y Cycling Tours Tokyo,Tokyo,Japan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/62/e6/43/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g1066444-d3575560-Reviews-Y_Y_Cycling_Tours_Tokyo-Chuo_Tokyo_Tokyo_Prefecture_Kanto.html
14308,Traditional Japanese Cooking Class at Mayuko's Home in Tokyo,Cooking Classes,3.0,140.3,per adult,Free cancellation,By Mayuko's Little Kitchen Japanese Cooking Class,Tokyo,Japan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/96/55/b9/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g14131014-d7353454-Reviews-Mayuko_s_Little_Kitchen_Japanese_Cooking_Class-Sendagaya_Shibuya_Tokyo_Tokyo_Pr.html
14309,Kamakura Full-Day Private Trip (Tokyo departure) with Nationally-Licensed Guide,Public Transportation Tours,6.0,111.03,per adult,Free cancellation,By Japan Guide Agency,Tokyo,Japan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/65/6b/e4/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g298124-d15224696-Reviews-Japan_Guide_Agency-Shizuoka_Shizuoka_Prefecture_Tokai_Chubu.html
14310,Tsukiji Fish Market Food Tour with Nationally-Licensed Guide,City Tours,1.0,22.78,per adult,Free cancellation,By Japan Guide Agency,Tokyo,Japan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/57/03/58/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g298124-d15224696-Reviews-Japan_Guide_Agency-Shizuoka_Shizuoka_Prefecture_Tokai_Chubu.html
14311,[New Tour 2022] Mt. Fuji & Hakone 1 Day Tour,Bus Tours,6.0,133.24,per adult,Free cancellation,By H.I.S. Tourist Information Center Harajuku,Tokyo,Japan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/fc/9a/23/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g1066456-d8614702-Reviews-H_I_S_Tourist_Information_Center_Harajuku-Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html
14314,Private Custom Day In Tokyo: Secrets and Highlights with a Local Guide ★★★★★,City Tours,6.0,354.38,per adult,Free cancellation,By City Unscripted Tokyo,Tokyo,Japan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/87/6c/be/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g298184-d15223450-Reviews-City_Unscripted_Tokyo-Tokyo_Tokyo_Prefecture_Kanto.html
14315,Private Half Day Tokyo Tour with a Local: Highlights & Hidden Gems- Custom ★★★★★,City Tours,4.0,221.49,per adult,Free cancellation,By City Unscripted Tokyo,Tokyo,Japan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/52/b0/89/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g298184-d15223450-Reviews-City_Unscripted_Tokyo-Tokyo_Tokyo_Prefecture_Kanto.html
14318,Tasting ALL TYPES of Sake with seminar,Walking Tours,1.5,62.18,per adult,Free cancellation,By Best Experience Japan,Tokyo,Japan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/55/e5/a9/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g14134274-d17804283-Reviews-Best_Experience_Japan-Ueno_Taito_Tokyo_Tokyo_Prefecture_Kanto.html
14319,Private Mt Fuji and the Gotemba Outlet in One Day from Tokyo,Bus Tours,6.0,1021.49,per group,Free cancellation,By Tokyo Star Agency,Tokyo,Japan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/62/f0/21/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g1066450-d13144726-Reviews-Tokyo_Star_Agency-Meguro_Tokyo_Tokyo_Prefecture_Kanto.html
14324,Meiji Jingu Shrine Highlights Tour with National Licensed Guide,City Tours,1.0,22.78,per adult,Free cancellation,By Japan Guide Agency,Tokyo,Japan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/62/e0/67/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g298124-d15224696-Reviews-Japan_Guide_Agency-Shizuoka_Shizuoka_Prefecture_Tokai_Chubu.html
14325,Half Day Rural E-Bike Tour in Hida,E-Bike Tours,3.5,95.93,per adult,Free cancellation,By UMESEKO TOUR,Tokyo,Japan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5a/d5/b3/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g298113-d13809715-Reviews-UMESEKO_TOUR-Takayama_Gifu_Prefecture_Tokai_Chubu.html
14326,Sushi Making & Sushi Lunch (Near Tokyo Tower),Cooking Classes,1.5,90.19,per adult,Free cancellation,By True Japan Tours,Tokyo,Japan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/54/e1/02/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g298184-d4371580-Reviews-True_Japan_Tours-Tokyo_Tokyo_Prefecture_Kanto.html
14328,Kintsugi Experience in Tokyo,Pottery Classes,1.0,74.75,per adult,Free cancellation,By Beauty of Japan,Tokyo,Japan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/62/e1/c6/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g1066461-d8790803-Reviews-Beauty_of_Japan-Taito_Tokyo_Tokyo_Prefecture_Kanto.html
14330,One Day Highlights Tour of Tokyo including Shibuya Sky Tickets,City Tours,6.0,153.74,per adult,Free cancellation,By OMAKASE,Tokyo,Japan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/62/e2/5b/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g1066441-d8762677-Reviews-OMAKASE-Arakawa_Tokyo_Tokyo_Prefecture_Kanto.html
14332,Sake Brewery Visit and Tasting Tour in Hida,Walking Tours,1.5,39.97,per adult,Free cancellation,By UMESEKO TOUR,Tokyo,Japan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/62/c4/7e/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g298113-d13809715-Reviews-UMESEKO_TOUR-Takayama_Gifu_Prefecture_Tokai_Chubu.html
14333,"Tokyo bike tour: Ueno, Nezu, Yanaka and Asakusa (20km, 6 hours, English-guided)",City Tours,6.0,72.88,per adult,Free cancellation,By Tokyo Discovery Bike Tours,Tokyo,Japan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/62/e0/60/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g1066443-d6753920-Reviews-Tokyo_Discovery_Bike_Tours-Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html
14335,Lonely Planet Experiences: Tsukiji Fish Market Small Group or Private Tour,Walking Tours,2.5,73.55,per adult,Free cancellation,By Tokyo Urban Adventures,Tokyo,Japan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/62/f4/c7/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g298184-d3876312-Reviews-Tokyo_Urban_Adventures-Tokyo_Tokyo_Prefecture_Kanto.html
14337,"Harry Harajuku: Meet with Cute Otters, Chinchillas and Hedgehogs",Zoo Tickets & Passes,1.0,39.08,per adult,Free cancellation,By Beauty of Japan,Tokyo,Japan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/62/e1/24/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g1066461-d8790803-Reviews-Beauty_of_Japan-Taito_Tokyo_Tokyo_Prefecture_Kanto.html
14339,Flavors of Japan Food Tour in Tokyo,Walking Tours,3.0,182.0,per adult,Free cancellation,By Arigato Japan Food Tours,Tokyo,Japan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/5f/68/b2/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g1066451-d9974956-Reviews-Arigato_Japan_Food_Tours-Minato_Tokyo_Tokyo_Prefecture_Kanto.html
14341,Harajuku Kawaii Fashion & Pop-culture Tour,Fashion Shows,3.0,92.73,per adult,Free cancellation,By Magical Trip,Tokyo,Japan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/57/6e/1c/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g1066457-d12672699-Reviews-Magical_Trip-Shinjuku_Tokyo_Tokyo_Prefecture_Kanto.html
14342,[10 Minutes] Tokyo Tour: Tokyo Introductory Helicopter Flight,Full-day Tours,0.17,373.07,per group,Free cancellation,By AirX Helicopter service(ヘリコプター遊覧飛行),Tokyo,Japan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/62/f3/66/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g1066449-d17703146-Reviews-AirX_Helicopter_service-Koto_Tokyo_Tokyo_Prefecture_Kanto.html
14343,Mt Fuji day trip from Tokyo by charted vehicle with photographer guide for VIP,Full-day Tours,6.0,788.47,per group,Free cancellation,By Travel Assist Japan LLC,Tokyo,Japan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/7d/e7/d7/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g1066461-d15216017-Reviews-Travel_Assist_Japan_LLC-Taito_Tokyo_Tokyo_Prefecture_Kanto.html
14344,Tokyo Countryside Tours,Bus Tours,8.5,109.32,per adult,Free cancellation,By Jeremy Owen,Tokyo,Japan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/59/39/de/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g1121080-d19387454-Reviews-Jeremy_Owen-Moroyama_machi_Iruma_gun_Saitama_Prefecture_Kanto.html
14345,Private tour Tokyo - The Harmony of Modernity and Tradition,Day Trips,6.0,267.61,per adult,Free cancellation,By My Japan Guide,Tokyo,Japan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/62/e5/46/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g1066456-d10187804-Reviews-My_Japan_Guide-Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html
14347,Experience Local Food and Drink on Sunamachi Ginza Delicatessen Street,Walking Tours,3.5,100.1,per adult,Free cancellation,By Japan Wonder Travel,Tokyo,Japan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/54/19/66/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g14129610-d9555505-Reviews-Japan_Wonder_Travel-Tsukiji_Chuo_Tokyo_Tokyo_Prefecture_Kanto.html
14353,Yanaka Historical Walking Tour in Tokyo's Old Town,Private and Luxury,2.5,66.09,per adult,Free cancellation,By Magical Trip,Tokyo,Japan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5b/e6/ba/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g1066457-d12672699-Reviews-Magical_Trip-Shinjuku_Tokyo_Tokyo_Prefecture_Kanto.html
14357,Okonomiyaki & small dish Cooking Class,Cooking Classes,2.5,77.44,per adult,Free cancellation,By Cooking Sun Tokyo,Tokyo,Japan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/62/e7/4b/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g14131015-d11547087-Reviews-Cooking_Sun_Tokyo-Shinano_machi_Shinjuku_Tokyo_Tokyo_Prefecture_Kanto.html
14359,1 Day Private Charter Tokyo Sight Seeing Tour English Speaking guide,Bus Tours,6.0,453.01,per group,Free cancellation,By Live Nippon,Tokyo,Japan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5d/af/8e/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g1066457-d16847878-Reviews-Live_Nippon-Shinjuku_Tokyo_Tokyo_Prefecture_Kanto.html
14363,Half-Day Local Tokyo Tour in Adachi Market and Shibamata,Rail Tours,4.5,86.55,per adult,Free cancellation,By OMAKASE,Tokyo,Japan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/62/e3/1c/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g1066441-d8762677-Reviews-OMAKASE-Arakawa_Tokyo_Tokyo_Prefecture_Kanto.html
14366,Tokyo's Scariest Shitamachi Ghost Tour,Public Transportation Tours,3.0,87.05,per adult,Free cancellation,By Tokiotours,Tokyo,Japan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/0e/b8/83/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g298184-d8797127-Reviews-Tokiotours-Tokyo_Tokyo_Prefecture_Kanto.html
14367,Enjoy Real tea ceremony in GINZA,Cooking Classes,0.75,31.89,per adult,Free cancellation,By Chazen,Tokyo,Japan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/56/03/9e/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g14129573-d8114348-Reviews-Chazen-Ginza_Chuo_Tokyo_Tokyo_Prefecture_Kanto.html
14368,Nikko Scenic Spots and UNESCO Shrine - Full Day Bus Tour from Tokyo,Bus Tours,6.0,106.41,per adult,Free cancellation,By VIP Japan Tours,Tokyo,Japan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/9b/68/d9/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g1021390-d16803881-Reviews-VIP_Japan_Tours-Shiki_Saitama_Prefecture_Kanto.html
14372,Tokyo Night Foodie Tour in Shinjuku,Private and Luxury,3.0,105.52,per adult,Free cancellation,By Magical Trip,Tokyo,Japan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/62/e7/64/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g1066457-d12672699-Reviews-Magical_Trip-Shinjuku_Tokyo_Tokyo_Prefecture_Kanto.html
14374,Retro Shibuya Food Tour,Adventure Tours,3.0,193.0,per adult,Free cancellation,By Arigato Japan Food Tours,Tokyo,Japan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/62/e8/33/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g1066451-d9974956-Reviews-Arigato_Japan_Food_Tours-Minato_Tokyo_Tokyo_Prefecture_Kanto.html
14377,Hida Private E-Bike Tour with Premium Lunch and Farm Experience,E-Bike Tours,6.0,380.17,per adult,Free cancellation,By UMESEKO TOUR,Tokyo,Japan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/62/c4/73/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g298113-d13809715-Reviews-UMESEKO_TOUR-Takayama_Gifu_Prefecture_Tokai_Chubu.html
14378,Private Tour - All in One! This is the Best to Visit Must-Sees in Akihabara,Walking Tours,4.5,98.05,per adult,Free cancellation,By otomo travel,Tokyo,Japan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/52/09/b3/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g1066442-d16708107-Reviews-Otomo_travel-Bunkyo_Tokyo_Tokyo_Prefecture_Kanto.html
14379,Nikko Full-Day Private Walking Tour with Nationally-Licensed Guide (Tokyo DEP.),Public Transportation Tours,9.5,159.89,per adult,Free cancellation,By Japan Guide Agency,Tokyo,Japan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/62/e1/75/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g298124-d15224696-Reviews-Japan_Guide_Agency-Shizuoka_Shizuoka_Prefecture_Tokai_Chubu.html
14383,Evening Tokyo Walking Food Tour of Shimbashi,Nightlife,3.0,182.0,per adult,Free cancellation,By Arigato Japan Food Tours,Tokyo,Japan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/58/bc/71/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g1066451-d9974956-Reviews-Arigato_Japan_Food_Tours-Minato_Tokyo_Tokyo_Prefecture_Kanto.html
14384,Tokyo Food & Culture Half-Day Private Tour with Nationally-Licensed Guide,City Tours,4.0,93.38,per adult,Free cancellation,By Japan Guide Agency,Tokyo,Japan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/62/e1/53/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g298124-d15224696-Reviews-Japan_Guide_Agency-Shizuoka_Shizuoka_Prefecture_Tokai_Chubu.html
14387,Traditional Japanese Calligraphy Experience with a Calligraphy Master,Rail Tours,2.0,85.41,per adult,Free cancellation,By OMAKASE,Tokyo,Japan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/62/e1/dd/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g1066441-d8762677-Reviews-OMAKASE-Arakawa_Tokyo_Tokyo_Prefecture_Kanto.html
14391,EDOCCO Teahouse,Cooking Classes,1.0,26.65,per adult,Free cancellation,By Edocco Studio,Tokyo,Japan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/2c/7e/9b/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g1066443-d16817692-Reviews-Edocco_Studio-Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html
14393,The 10 Tastings of Tokyo With Locals: Private Street Food Tour,Walking Tours,3.0,131.12,per adult,Free cancellation,By ►► Withlocals™ - Local Private Tours 🇯🇵,Tokyo,Japan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/da/03/d5/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g1066457-d19611048-Reviews-Withlocals_Local_Private_Tours-Shinjuku_Tokyo_Tokyo_Prefecture_Kanto.html
14397,1 Day Private Nikko World Heritage Tour (Charter) - English Speaking Driver,Full-day Tours,11.0,569.39,per group,Free cancellation,By Dokotrip,Tokyo,Japan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/62/e6/9f/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g298184-d13518056-Reviews-Dokotrip-Tokyo_Tokyo_Prefecture_Kanto.html
14398,Tokyo Food Tours with a Local Foodie: Private & Customized to Your Tastes ★★★★★,City Tours,4.0,304.54,per adult,Free cancellation,By City Unscripted Tokyo,Tokyo,Japan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/62/e7/ad/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g298184-d15223450-Reviews-City_Unscripted_Tokyo-Tokyo_Tokyo_Prefecture_Kanto.html
14399,ONLINE Experience Japanese Cooking from Home !,Cooking Classes,2.0,36.42,per adult,Free cancellation,By Mayuko's Little Kitchen Japanese Cooking Class,Tokyo,Japan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/85/4d/96/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g14131014-d7353454-Reviews-Mayuko_s_Little_Kitchen_Japanese_Cooking_Class-Sendagaya_Shibuya_Tokyo_Tokyo_Pr.html
14400,Tokyo Private Short Trip with Nationally-Licensed Guide,Public Transportation Tours,2.0,45.55,per adult,Free cancellation,By Japan Guide Agency,Tokyo,Japan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/57/03/57/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g298124-d15224696-Reviews-Japan_Guide_Agency-Shizuoka_Shizuoka_Prefecture_Tokai_Chubu.html
14408,Private Tour - A Downtown Gourmet Tour in the Longest Shotengai in Tokyo,Full-day Tours,3.5,65.37,per adult,Free cancellation,By otomo travel,Tokyo,Japan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/65/52/b8/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g1066442-d16708107-Reviews-Otomo_travel-Bunkyo_Tokyo_Tokyo_Prefecture_Kanto.html
14409,Traditional Japanese Tea Ceremony (Near Tokyo Tower),Art Classes,1.0,50.11,per adult,Free cancellation,By True Japan Tours,Tokyo,Japan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/0e/5e/ff/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g298184-d4371580-Reviews-True_Japan_Tours-Tokyo_Tokyo_Prefecture_Kanto.html
14410,Asakusa Highlights Tour with Nationally-Licensed Guide,City Tours,1.0,22.78,per adult,Free cancellation,By Japan Guide Agency,Tokyo,Japan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/47/2e/4b/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g298124-d15224696-Reviews-Japan_Guide_Agency-Shizuoka_Shizuoka_Prefecture_Tokai_Chubu.html
14415,Heartwarming Foodie Walk in the Peaceful Town of Hida,Walking Tours,3.0,87.05,per adult,Free cancellation,By UMESEKO TOUR,Tokyo,Japan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5a/d5/ef/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g298113-d13809715-Reviews-UMESEKO_TOUR-Takayama_Gifu_Prefecture_Tokai_Chubu.html
