WlYyy,cctrW,iPqaD,iPqaD href,FmrIP href,dugSS src,bUshh,cIVmB,WlYyy 2,iPqaD href 2,WlYyy 3,WlYyy 4,WlYyy 5,WlYyy 6,ySnDE,ccVGl,WlYyy 8,ccVGl 2,WlYyy 9
,,By Harlem Spirituals,,https://www.tripadvisor.com/AttractionProductReview-g60763-d12214532-NYC_Private_Graffiti_Workshop-New_York_City_New_York.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/bf/f7/30/caption.jpg?w=500&h=400&s=1,NYC Private Graffiti Workshop,1205.,,https://www.tripadvisor.com/Attraction_Review-g60763-d276470-Reviews-Harlem_Spirituals-New_York_City_New_York.html,Painting Classes,2 hours,Taking safety measures,Free cancellation,"Graffiti is a form of expression traditionally used by young, urban artists. Graffiti artists, or ""writers"", use public …",from,$691.00,per adult,More info
,,By Walks,,https://www.tripadvisor.com/AttractionProductReview-g60763-d17372293-Highlights_of_the_High_Line_New_York_s_Futuristic_Green_Space_with_a_Local-New_York.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/83/d4/55/caption.jpg?w=500&h=400&s=1,Highlights of the High Line: New York's Futuristic Green Space with a Local,1206.,,https://www.tripadvisor.com/Attraction_Review-g60763-d6510587-Reviews-Walks-New_York_City_New_York.html,Walking Tours,1–2 hours,Taking safety measures,Free cancellation,"This 90 minutes tour takes an in-depth look at the transformation of NYC, once the most dangerous city in America. Nowhere…",from,$32.00,per adult,More info
,,By Sedanz,,https://www.tripadvisor.com/AttractionProductReview-g60763-d17796958-Woodbury_Commons_Shopping_Trip_by_SUV_from_hotel-New_York_City_New_York.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/8e/9c/89/caption.jpg?w=500&h=400&s=1,Woodbury Commons Shopping Trip by SUV from hotel,1207.,,https://www.tripadvisor.com/Attraction_Review-g60763-d16748107-Reviews-Sedanz-New_York_City_New_York.html,,6+ hours,Free cancellation,,"The private transfers to and from Woodbury Commons will be performed in the latest SUV vehicle models available, knowledgeable…",from,$640.00,per group,More info
,,By Central Park Horses,,https://www.tripadvisor.com/AttractionProductReview-g60763-d23585795-1_Hour_Royal_Proposal_Carriage_Ride-New_York_City_New_York.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/92/99/94/caption.jpg?w=500&h=400&s=1,1 Hour Royal Proposal Carriage Ride,1208.,,https://www.tripadvisor.com/Attraction_Review-g60763-d2716420-Reviews-Central_Park_Horses-New_York_City_New_York.html,Private Sightseeing Tours,1 hour,Taking safety measures,Free cancellation,This tour is perfect for proposals. It is an experience that the couples will never forget about it. If you are classy and…,from,$349.00,per group,More info
,,By YES Tours NYC,,https://www.tripadvisor.com/AttractionProductReview-g60763-d15559691-Midtown_Highlights_New_York_Best_Hits_Tour-New_York_City_New_York.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/c1/ac/9f/caption.jpg?w=500&h=400&s=1,Midtown Highlights - New York Best Hits Tour,1209.,,https://www.tripadvisor.com/Attraction_Review-g60763-d15550165-Reviews-YES_Tours_NYC-New_York_City_New_York.html,City Tours,2 hours,Taking safety measures,,"This walking tour covers some of the most famous and photographed sites in Manhattan

*All sites are viewed and seen from…",from,$125.00,per adult,More info
,,"By USA Airport Transfers - New York, Miami, Maui, Honolulu, Las Vegas, Long Beach, Fort Lauderdale",,https://www.tripadvisor.com/AttractionProductReview-g60763-d20324751-New_York_to_New_York_J_F_Kennedy_Airport_JFK_Departure_Private_Transfer-New_York_Ci.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/2a/c1/ed/caption.jpg?w=500&h=400&s=1,New York to New York J.F. Kennedy Airport (JFK) - Departure Private Transfer,1210.,,https://www.tripadvisor.com/Attraction_Review-g60763-d20323164-Reviews-USA_Airport_Transfers_New_York_Miami_Maui_Honolulu_Las_Vegas_Long_Beach_Fort_Laud.html,,30 minutes,Taking safety measures,Free cancellation,"Book your Private Departure Transfer from New York hotel or address to New York J.F. Kennedy Airport (JFK).

Don't go through…",from,$64.49,per adult,More info
,,By Pictrip,,https://www.tripadvisor.com/AttractionProductReview-g60763-d14174287-Personal_Photography_Tour_in_New_York_Brooklyn_DUMBO-New_York_City_New_York.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5b/ac/9d/caption.jpg?w=500&h=400&s=1,Personal Photography Tour in New York - Brooklyn & DUMBO,1212.,,https://www.tripadvisor.com/Attraction_Review-g186338-d16685858-Reviews-Pictrip-London_England.html,Private and Luxury,1–3 hours,Free cancellation,,We specialise in photography services in many destinations worldwide and pride ourselves on the quality of our photography…,from,$221.49,per group,More info
,,By Wings Air Helicopters,,https://www.tripadvisor.com/AttractionProductReview-g60763-d17244384-Niagara_Falls_Day_Trip_from_Manhattan_by_Helicopter-New_York_City_New_York.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5a/d7/72/caption.jpg?w=500&h=400&s=1,Niagara Falls Day Trip from Manhattan by Helicopter,1213.,,https://www.tripadvisor.com/Attraction_Review-g48883-d3439307-Reviews-Wings_Air_Helicopters-White_Plains_New_York.html,Full-day Tours,6+ hours,Taking safety measures,Free cancellation,Fly by private helicopter to the world-famous Niagara Falls located on the USA-Canada border and back in the same day! Helicopters…,from,"$10,900.00",per group,More info
,,By Women of Culture,,https://www.tripadvisor.com/AttractionProductReview-g60763-d21060853-The_Art_Food_Fun_of_MePa_Chelsea-New_York_City_New_York.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/79/a3/58/caption.jpg?w=500&h=400&s=1,"The Art, Food & Fun of MePa & Chelsea",1214.,,https://www.tripadvisor.com/Attraction_Review-g60827-d20840012-Reviews-Women_of_Culture-Brooklyn_New_York.html,Walking Tours,2–3 hours,Taking safety measures,Free cancellation,Spend the afternoon delighting all five of your senses during a curated art & food walk with local art expert and event …,from,$40.00,per adult,More info
,,By EatWith New York,,https://www.tripadvisor.com/AttractionProductReview-g60763-d23026745-Virtual_Mexican_Sopes_with_Chorizo_Salsa_masterclass_with_a_MasterChef-New_York_Cit.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/b9/30/af/caption.jpg?w=500&h=400&s=1,Virtual Mexican Sopes with Chorizo & Salsa masterclass with a MasterChef,1215.,,https://www.tripadvisor.com/Attraction_Review-g60763-d19512544-Reviews-EatWith_New_York-New_York_City_New_York.html,Cooking Classes,1–2 hours,Free cancellation,,"Learn how to make decorative holiday donuts with MasterChef Season 5 ""Donut King"" Scottish Francis - live from his New York…",from,$33.34,per adult,More info
,,By Rosotravel - New York City Tours,,https://www.tripadvisor.com/AttractionProductReview-g60763-d23867082-Exclusive_Party_Tour_with_Drinks_in_New_York_City-New_York_City_New_York.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/f7/d3/1c/caption.jpg?w=500&h=400&s=1,Exclusive Party Tour with Drinks in New York City,1216.,,https://www.tripadvisor.com/Attraction_Review-g60763-d23654252-Reviews-Rosotravel_New_York_City_Tours-New_York_City_New_York.html,Walking Tours,2–5 hours,Taking safety measures,Free cancellation,Enjoy a party in the city that never sleeps - New York! Visit the best local venues and clubs with a friendly Private Guide…,from,$148.67,per adult,More info
LIKELY TO SELL OUT*,,By Bike the Big Apple,,https://www.tripadvisor.com/AttractionProductReview-g60763-d17533911-NYC_Guided_Full_Day_Bike_Tour_plus_Cross_the_Brooklyn_Bridge-New_York_City_New_York.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5d/7e/5d/caption.jpg?w=500&h=400&s=1,"NYC Guided Full-Day Bike Tour, plus Cross the Brooklyn Bridge",1217.,,https://www.tripadvisor.com/Attraction_Review-g60763-d1137504-Reviews-Bike_the_Big_Apple-New_York_City_New_York.html,Day Trips,6+ hours,Taking safety measures,Free cancellation,"This tour begins with a ride through Greenwich Village and a stop at the Stonewall Inn, birthplace of the gay rights movement…",from,$114.98,per adult,More info
,,By US Open Limousine,,https://www.tripadvisor.com/AttractionProductReview-g60763-d19058055-Limo_trip_Hotel_to_Dinner_round_trip_in_NEW_MKT_Limousine-New_York_City_New_York.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/82/91/ba/caption.jpg?w=500&h=400&s=1,Limo trip Hotel to Dinner round trip in NEW MKT Limousine,1218.,,https://www.tripadvisor.com/Attraction_Review-g47626-d17198392-Reviews-US_Open_Limousine-East_Elmhurst_Queens_New_York.html,Ports of Call Tours,4 hours,Free cancellation,,"Limousine transportation for your night out on the town. 

Why use the subway or a cab to run around town? When you have…",from,$481.39,per group,More info
,,By Broadway,,https://www.tripadvisor.com/AttractionProductReview-g60763-d23904533-The_Book_of_Mormon_on_Broadway_Ticket-New_York_City_New_York.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/1f/97/fb/caption.jpg?w=500&h=400&s=1,The Book of Mormon on Broadway Ticket,1219.,,https://www.tripadvisor.com/Attraction_Review-g60763-d143361-Reviews-Broadway-New_York_City_New_York.html,Theaters,2–3 hours,Taking safety measures,,"The New York Times calls The Book of Mormon ""the best musical of this century."" The Washington Post says, ""It is the kind…",from,$165.39,per adult,More info
,,By Central Park Bike Tours,,https://www.tripadvisor.com/AttractionProductReview-g60763-d20311639-Guided_Walking_Tour_Of_Central_Park-New_York_City_New_York.html,,Guided Walking Tour Of Central Park,1220.,,https://www.tripadvisor.com/Attraction_Review-g60763-d1198657-Reviews-Central_Park_Bike_Tours-New_York_City_New_York.html,Walking Tours,2 hours,Free cancellation,,Get to the root of Central Park with our 2-hour walking tour. Explore the most famous park in the world with this once-in…,from,$39.00,per adult,More info
LIKELY TO SELL OUT*,,By Bike the Big Apple,,https://www.tripadvisor.com/AttractionProductReview-g60763-d17533913-Small_Group_Bronx_Bike_Tour_with_a_Bronx_Little_Italy_Visit-New_York_City_New_York.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5d/92/bf/caption.jpg?w=500&h=400&s=1,Small-Group Bronx Bike Tour with a Bronx Little Italy Visit,1221.,,https://www.tripadvisor.com/Attraction_Review-g60763-d1137504-Reviews-Bike_the_Big_Apple-New_York_City_New_York.html,Day Trips,6+ hours,Taking safety measures,Free cancellation,"This tour begins with a ride into the South Bronx, a neighborhood in the midst of transforming from one of the country's…",from,$110.32,per adult,More info
,,,,https://www.tripadvisor.com/AttractionProductReview-g60763-d16725253-TourPass_NY_Statue_of_Liberty_Ellis_Island_911_Memorial_Museum_Cruise-New_York_City.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/2d/f9/caption.jpg?w=500&h=400&s=1,"TourPass NY: Statue of Liberty, Ellis Island, 911 Memorial Museum, Cruise",1222.,,,Skip-the-Line Tours,1 day,Taking safety measures,Free cancellation,"Admission to New York City Top 4 attractions good for 7 days. Statue of Liberty, Ellis Island Priority Ferry reserve ticket…",from,$99.00,per adult,More info
,,By Skinova Medspa New York,,https://www.tripadvisor.com/AttractionProductReview-g60763-d19108060-Full_Body_Swedish_Massage-New_York_City_New_York.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/8d/e9/bc/caption.jpg?w=500&h=400&s=1,Full Body Swedish Massage,1223.,,https://www.tripadvisor.com/Attraction_Review-g60763-d17666379-Reviews-Skinova_Medspa_New_York-New_York_City_New_York.html,,50 minutes,Free cancellation,,"As the best-known type of bodywork performed today, one of the primary goals of the Swedish massage technique is to relax…",from,$143.59,per adult,More info
,,By Rosotravel - New York City Tours,,https://www.tripadvisor.com/AttractionProductReview-g60763-d23729100-Donald_Trump_Buildings_in_NYC_Private_Walking_Tour-New_York_City_New_York.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/50/99/0b/caption.jpg?w=500&h=400&s=1,Donald Trump Buildings in NYC Private Walking Tour,1224.,,https://www.tripadvisor.com/Attraction_Review-g60763-d23654252-Reviews-Rosotravel_New_York_City_Tours-New_York_City_New_York.html,City Tours,2 hours,Taking safety measures,Free cancellation,"See New York through the eyes of a businessman, real estate developer, and former U.S president Donald Trump. Explore the…",from,$94.70,per adult,More info
,,By US Open Limousine,,https://www.tripadvisor.com/AttractionProductReview-g60763-d17799143-Woodbury_Commons_Shopping_in_Escalade_White_Limousine-New_York_City_New_York.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/d4/1a/e7/caption.jpg?w=500&h=400&s=1,Woodbury Commons Shopping in Escalade White Limousine,1225.,,https://www.tripadvisor.com/Attraction_Review-g47626-d17198392-Reviews-US_Open_Limousine-East_Elmhurst_Queens_New_York.html,Ports of Call Tours,6+ hours,Free cancellation,,"Our STRETCH LIMOUSINE trips are on SUNDAY to FRIDAY.

Reserve our featured service, the Round Trip Shopping in a private…",from,$995.90,per group,More info
,,By New York Fun Tours,,https://www.tripadvisor.com/AttractionProductReview-g60763-d17554164-NYC_VIP_Private_Luxury_Departure_ride_via_Stretch_Limousine_Van_Sedan_or_SUV-New_Yo.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/71/64/e9/caption.jpg?w=500&h=400&s=1,"NYC VIP Private Luxury Departure ride via Stretch Limousine, Van, Sedan or SUV",1226.,,https://www.tripadvisor.com/Attraction_Review-g60763-d1371290-Reviews-New_York_Fun_Tours-New_York_City_New_York.html,,1–2 hours,Taking safety measures,Free cancellation,Meet the representative outside your hotel or residence in any of the five boroughs of New York City at the time of your…,from,$100.00,per adult,More info
,,By LAGUARDIA AIRPORT TOWN CAR SERVICE,,https://www.tripadvisor.com/AttractionProductReview-g60763-d20079582-JAGUAR_Chauffeur_car_service_to_Laguardia_Airport-New_York_City_New_York.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/d6/fb/6b/caption.jpg?w=500&h=400&s=1,JAGUAR Chauffeur car service to Laguardia Airport,1227.,,https://www.tripadvisor.com/Attraction_Review-g60763-d20056863-Reviews-LAGUARDIA_AIRPORT_TOWN_CAR_SERVICE-New_York_City_New_York.html,,1 hour,Free cancellation,,"After your great visit to New York City, pamper yourself with our unique premiere luxury European style chauffeur and Jaguar…",from,$300.00,per group,More info
,,By New York Tours by Gary,,https://www.tripadvisor.com/AttractionProductReview-g60763-d11463576-Private_Guided_42nd_Street_Architecture_Tour-New_York_City_New_York.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/be/df/75/caption.jpg?w=500&h=400&s=1,Private Guided 42nd Street Architecture Tour,1228.,,https://www.tripadvisor.com/Attraction_Review-g60763-d7385766-Reviews-New_York_Tours_by_Gary-New_York_City_New_York.html,Private and Luxury,2–3 hours,Taking safety measures,Free cancellation,Manhattan's 42nd Street is home to some of the most acclaimed architecture from some of this country's greatest architects…,from,$169.55,per group,More info
SPECIAL OFFER,,By Peaceful Warrior Wellness,,https://www.tripadvisor.com/AttractionProductReview-g60763-d23879036-Nature_Therapy_and_Mindfulness_in_Central_Park-New_York_City_New_York.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/02/ad/e1/caption.jpg?w=500&h=400&s=1,Nature Therapy and Mindfulness in Central Park,1229.,,https://www.tripadvisor.com/Attraction_Review-g60763-d23876139-Reviews-Peaceful_Warrior_Wellness-New_York_City_New_York.html,Walking Tours,1 hour,Taking safety measures,Free cancellation,"During this ecotherapy-centered nature walk, you will learn basic mindfulness techniques to find deeper connection in your…",from,$22.50,per adult,More info
,,By Amigo Tours,,https://www.tripadvisor.com/AttractionProductReview-g60763-d19597370-Grand_Central_Station_Rockefeller_and_Top_of_the_Rock_Small_Group_Walking_Tour-New_.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/cf/39/6e/caption.jpg?w=500&h=400&s=1,Instagram Tour With Professional Guide & Photographer in New York,1230.,,https://www.tripadvisor.com/Attraction_Review-g60763-d14057113-Reviews-Amigo_Tours-New_York_City_New_York.html,Full-day Tours,2 hours,Taking safety measures,Free cancellation,Get to know the city of New York and get the best photos for your instagram profile. Discover the history of the city with…,from,$78.00,per adult,More info
42,,,,,,,,1,,41,43,,,,,,,
"1,000+ places sorted by traveler favorites","Tours, activities and experiences bookable on Tripadvisor, ranked using exclusive Tripadvisor data including reviews, ratings, photos, popularity, user preferences, price, and bookings made through Tripadvisor.",Clear all filters,https://www.tripadvisor.com/ClientLink?value=Tmp1Xy9BdHRyYWN0aW9ucy1nNjA3NjMtQWN0aXZpdGllcy1hX2FsbEF0dHJhY3Rpb25zLnRydWUtTmV3X1lvcmtfQ2l0eV9OZXdfWW9yay5odG1sX0xITA%3D%3D,,,,,,,,,,,,,,,
SPECIAL OFFER,,By City Unscripted New York,,https://www.tripadvisor.com/AttractionProductReview-g60763-d17846835-New_York_City_Private_Walking_Tour_With_A_Personalized_Itinerary-New_York_City_New_.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/b8/56/de/caption.jpg?w=500&h=400&s=1,New York City Private Walking Tour With A Personalized Itinerary,1231.,,https://www.tripadvisor.com/Attraction_Review-g60763-d17413760-Reviews-City_Unscripted_New_York-New_York_City_New_York.html,City Tours,2–8 hours,Taking safety measures,Free cancellation,Whether it's your first time in the city that never sleeps or you’re a return visitor whose New York internal GPS is a little…,from,$92.40,per adult,More info
,,By Airport Transfer Services in New York,,https://www.tripadvisor.com/AttractionProductReview-g60763-d20783576-Private_Transfer_from_Manhattan_to_John_F_Kennedy_Airport_JFK-New_York_City_New_Yor.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/46/83/f4/caption.jpg?w=500&h=400&s=1,Private Transfer from Manhattan to John F. Kennedy Airport (JFK),1232.,,https://www.tripadvisor.com/Attraction_Review-g60763-d20481801-Reviews-Airport_Transfer_Services_in_New_York-New_York_City_New_York.html,,30 minutes,Free cancellation,,Take the worry out of your departure to John F. Kennedy Airport (JFK) and pre-book a private transfer to suit your group…,from,$116.53,per group,More info
,,By NYC Adventures,,https://www.tripadvisor.com/AttractionProductReview-g60763-d19423430-Pedicab_Tour_through_Central_Park_Rockefeller_Times_Square-New_York_City_New_York.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/9a/6d/54/caption.jpg?w=500&h=400&s=1,"Pedicab Tour through Central Park, Rockefeller & Times Square",1233.,,https://www.tripadvisor.com/Attraction_Review-g60763-d15081163-Reviews-NYC_Adventures-New_York_City_New_York.html,Adventure Tours,55 minutes,Free cancellation,,"This is the only tour that goes through the three most famous landmarks in New York City: Central Park, Rockefeller Center…",from,$169.00,per group,More info
,,By SpectrumXP,,https://www.tripadvisor.com/AttractionProductReview-g60763-d21077165-NYC_Battery_Park_and_Statue_of_Liberty_NYC_Walking_Tour-New_York_City_New_York.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/99/6b/db/caption.jpg?w=500&h=400&s=1,NYC Battery Park and Statue of Liberty NYC Walking Tour,1234.,,https://www.tripadvisor.com/Attraction_Review-g60763-d21238828-Reviews-SpectrumXP-New_York_City_New_York.html,Walking Tours,1 hour,Taking safety measures,Free cancellation,"See the Statue of Liberty from the best vantage point in New York City! While admiring the iconic statue, learn all about…",from,$8.00,per adult,More info
,,By Travel Curious - New York,,https://www.tripadvisor.com/AttractionProductReview-g60763-d21255538-Private_Guide_and_Tickets_to_Statue_of_Liberty_and_Ellis_Island-New_York_City_New_Y.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/99/6b/3d/caption.jpg?w=500&h=400&s=1,Private Guide and Tickets to Statue of Liberty and Ellis Island,1235.,,https://www.tripadvisor.com/Attraction_Review-g60763-d21192965-Reviews-Travel_Curious_New_York-New_York_City_New_York.html,Walking Tours,3–4 hours,Taking safety measures,Free cancellation,"Hop aboard the ferry with pre-booked priority entrance to the screening facility in Battery Park, and visit Liberty Island…",from,$195.00,per adult,More info
,,By ILLYRIATOURS-USA,,https://www.tripadvisor.com/AttractionProductReview-g60763-d20376943-NYC_Limo_tour_Shared_with_Optional_Private_Upgrade-New_York_City_New_York.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/3a/26/b0/caption.jpg?w=500&h=400&s=1,NYC Limo tour Shared with Optional Private Upgrade,1236.,,https://www.tripadvisor.com/Attraction_Review-g60763-d20373209-Reviews-ILLYRIATOURS_USA-New_York_City_New_York.html,Bus Tours,6 hours,Taking safety measures,Free cancellation,"This great tour is designed to cover the most significant Lower Manhattan highlights such us:

• Greenwich Village

• SoHo…",from,$395.98,per adult,More info
,,By LAGUARDIA AIRPORT TOWN CAR SERVICE,,https://www.tripadvisor.com/AttractionProductReview-g60763-d20079722-Mercedes_Benz_S_Class_Saloon_Manhattan_to_Laguardia_Airport-New_York_City_New_York.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/d6/fc/60/caption.jpg?w=500&h=400&s=1,Mercedes Benz S Class Saloon Manhattan to Laguardia Airport,1237.,,https://www.tripadvisor.com/Attraction_Review-g60763-d20056863-Reviews-LAGUARDIA_AIRPORT_TOWN_CAR_SERVICE-New_York_City_New_York.html,,45 minutes,Free cancellation,,Our brand new fleet of Premiere Mercedes Benz S class vehicles and our highly rated top chauffeurs are available to make…,from,$300.00,per group,More info
,,By Wacky Walks of New York,,https://www.tripadvisor.com/AttractionProductReview-g60763-d21032158-New_York_City_Scavenger_Hunt_Excursion_by_Wacky_Walks-New_York_City_New_York.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/f8/e1/83/caption.jpg?w=500&h=400&s=1,New York City Scavenger Hunt Excursion by Wacky Walks,1238.,,https://www.tripadvisor.com/Attraction_Review-g60763-d23389214-Reviews-Wacky_Walks_of_New_York-New_York_City_New_York.html,Self-guided Tours & Rentals,2 hours,Taking safety measures,Free cancellation,The New York Wacky Walks scavenger hunt is a royal-themed experience that will use an app to give you a list of items around…,from,$10.00,per adult,More info
,,By LAGUARDIA AIRPORT TOWN CAR SERVICE,,https://www.tripadvisor.com/AttractionProductReview-g60763-d20079753-JAGUAR_chauffeur_Car_service_from_Manhattan_to_JFK_Airport-New_York_City_New_York.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/d6/fc/96/caption.jpg?w=500&h=400&s=1,jAGUAR chauffeur Car service from Manhattan to JFK Airport,1239.,,https://www.tripadvisor.com/Attraction_Review-g60763-d20056863-Reviews-LAGUARDIA_AIRPORT_TOWN_CAR_SERVICE-New_York_City_New_York.html,,1 hour,Free cancellation,,"After your great visit to New York City, pamper yourself with our unique premiere luxury European style chauffeur and Jaguar…",from,$300.00,per group,More info
,,By Women of Culture,,https://www.tripadvisor.com/AttractionProductReview-g60763-d23768184-Art_full_Discovery_Walk_of_Tribeca_SoHo_Nolita-New_York_City_New_York.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/73/eb/8f/caption.jpg?w=500&h=400&s=1,Art-full Discovery Walk of Tribeca & SoHo (& Nolita),1240.,,https://www.tripadvisor.com/Attraction_Review-g60827-d20840012-Reviews-Women_of_Culture-Brooklyn_New_York.html,Walking Tours,2 hours,Taking safety measures,Free cancellation,"Join us to discover (anew) some of NYC's most iconic neighborhoods during this art walk featuring 4-5 gallery stops, led…",from,$40.00,per adult,More info
,,By Friendly Local Guides New York,,https://www.tripadvisor.com/AttractionProductReview-g60763-d12027510-New_York_Walking_Tour_with_Private_Local_Guide-New_York_City_New_York.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5d/79/98/caption.jpg?w=500&h=400&s=1,New York Walking Tour with Private Local Guide,1241.,,https://www.tripadvisor.com/Attraction_Review-g60827-d21161422-Reviews-Friendly_Local_Guides_New_York-Brooklyn_New_York.html,Public Transportation Tours,5 hours,Taking safety measures,Free cancellation,Dive into the life of New York and see its top sights on this private 5-hour tour. Feel the hustle and bustle of lively …,from,$199.00,per group,More info
,,By Wings Air Helicopters,,https://www.tripadvisor.com/AttractionProductReview-g60763-d14128458-Hamptons_Insider_Tour_with_Private_Helicopter_from_Manhattan-New_York_City_New_York.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/2c/b6/cb/caption.jpg?w=500&h=400&s=1,Hamptons Insider Tour with Private Helicopter from Manhattan,1242.,,https://www.tripadvisor.com/Attraction_Review-g48883-d3439307-Reviews-Wings_Air_Helicopters-White_Plains_New_York.html,Helicopter Tours,6+ hours,Taking safety measures,,"Few places in America have the same magic and mythical allure as the

Hamptons – playground of the rich and famous. This…",from,"$12,900.00",per group,More info
,,By Rosotravel - New York City Tours,,https://www.tripadvisor.com/AttractionProductReview-g60763-d23696615-NYC_s_Greenwich_Village_Private_Walking_Tour-New_York_City_New_York.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1f/e3/6a/4f/caption.jpg?w=500&h=400&s=1,NYC’s Greenwich Village Private Walking Tour,1243.,,https://www.tripadvisor.com/Attraction_Review-g60763-d23654252-Reviews-Rosotravel_New_York_City_Tours-New_York_City_New_York.html,Walking Tours,2 hours,Taking safety measures,Free cancellation,Take a stroll through the artsy and bohemian heart of Manhattan and see pop culture landmarks of Greenwich VIllage. Highlights…,from,$98.60,per adult,More info
,,By Wings Air Helicopters,,https://www.tripadvisor.com/AttractionProductReview-g60763-d15658606-High_Performance_Driving_Experience_via_Private_Helicopter_from_NYC-New_York_City_N.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/2b/a4/2b/caption.jpg?w=500&h=400&s=1,High Performance Driving Experience via Private Helicopter from NYC,1244.,,https://www.tripadvisor.com/Attraction_Review-g48883-d3439307-Reviews-Wings_Air_Helicopters-White_Plains_New_York.html,Full-day Tours,6+ hours,Taking safety measures,,"This experience begins with a private helicopter flight from Manhattan to Monticello Motor Club, an exclusive motorsports…",from,"$16,000.00",per group,More info
,,By Airport Transfers of New York,,https://www.tripadvisor.com/AttractionProductReview-g47626-d17716012-NYC_Laguardia_Airport_Transfer_by_Private_Stretch_Limousine-East_Elmhurst_Queens_Ne.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/86/2c/fb/caption.jpg?w=500&h=400&s=1,NYC Laguardia Airport Transfer by Private Stretch Limousine,1245.,,https://www.tripadvisor.com/Attraction_Review-g60763-d15736022-Reviews-Airport_Transfers_of_New_York-New_York_City_New_York.html,,1 hour,Free cancellation,,We provide a professional service in recent models with a professional driver. Our drivers trained to deal with the high…,from,$337.00,per group,More info
,,By Harlem Spirituals,,https://www.tripadvisor.com/AttractionProductReview-g60763-d12207792-Harlem_Food_Tasting_and_Walking_tour-New_York_City_New_York.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/bf/bf/a9/caption.jpg?w=500&h=400&s=1,Harlem Food Tasting and Walking tour,1246.,,https://www.tripadvisor.com/Attraction_Review-g60763-d276470-Reviews-Harlem_Spirituals-New_York_City_New_York.html,City Tours,4 hours,Free cancellation,,Take a tasty trip through Uptown and Harlem! Savor authentic local food while discovering the African-American Mecca for…,from,$130.00,per adult,More info
,,"By EUROPE SHUTTLE New York, United States",,https://www.tripadvisor.com/AttractionProductReview-g60763-d13151661-Departure_Private_Transfer_Manhattan_to_LaGuardia_Airport_LGA_by_Executive_SUV-New_.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/64/e7/e4/caption.jpg?w=500&h=400&s=1,Departure Private Transfer: Manhattan to LaGuardia Airport LGA by Executive SUV,1247.,,https://www.tripadvisor.com/Attraction_Review-g60763-d19512602-Reviews-EUROPE_SHUTTLE_New_York_United_States-New_York_City_New_York.html,,25 minutes,Taking safety measures,Free cancellation,Why spend your precious time waiting in long shuttle or taxi lines. Avoid the language barrier and currency exchange. Travel…,from,$155.24,per adult,More info
