WlYyy,cctrW,iPqaD,iPqaD href,FmrIP href,dugSS src,bUshh,cIVmB,iPqaD href 2,WlYyy 2,WlYyy 3,ySnDE,dXxty,ccVGl,WlYyy 4,ccVGl 2,WlYyy 5,WlYyy 6,WlYyy 7,cctrW 2
,,By VoiceMap Audio Tours,,https://www.tripadvisor.com/AttractionProductReview-g294265-d19075899-Singapore_Stories_and_histories_beneath_the_surface_walking_audio_tour-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/80/26/05/caption.jpg?w=500&h=400&s=1,Singapore: Stories and histories beneath the surface walking audio tour,162.,https://www.tripadvisor.com/Attraction_Review-g294265-d15224175-Reviews-VoiceMap_Audio_Tours-Singapore.html,City Tours,1 hour,"On this self-guided GPS walking tour, modern buildings shine alongside heritage sites as new and old Singapore come together…",,from,$5.20,per adult,More info,,,
,,By Citywalkz Ltd t/a Citywalks World,,https://www.tripadvisor.com/AttractionProductReview-g294265-d11481798-Superb_Singapore_Self_Guided_Audio_Tour-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/14/b2/5b/caption.jpg?w=500&h=400&s=1,Superb Singapore Self-Guided Audio Tour,163.,https://www.tripadvisor.com/Attraction_Review-g294265-d21242214-Reviews-Citywalkz_Ltd_t_a_Citywalks_World-Singapore.html,Walking Tours,2–3 hours,A blend of modern and old on this exciting tour ensures you see the best there is on offer in Singapore. This city has negotiated…,Taking safety measures,from,$15.31,per adult,More info,,,
2,,By Elife Limo,https://www.tripadvisor.com/AttractionProductReview-g294265-d16878403-Singapore_Changi_Airport_SIN_Private_Transfer-Singapore.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294265-d16878403-Singapore_Changi_Airport_SIN_Private_Transfer-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/ae/68/1e/caption.jpg?w=500&h=400&s=1,Singapore Changi Airport (SIN) Private Transfer,164.,https://www.tripadvisor.com/Attraction_Review-g294265-d23187900-Reviews-Elife_Limo-Singapore.html,,30–60 minutes,Arrange for a stress-free ride to Singapore Changi Airport with this private transfer service. Meet your driver at your …,Taking safety measures,from,$21.00,per adult,More info,,Free cancellation,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.
304,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,By Let's Go Cook Singapore,https://www.tripadvisor.com/AttractionProductReview-g294265-d20231637-Singapore_Market_to_Table_Culinary_Experience_Wet_Market_Tour_included-Singapore.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294265-d20231637-Singapore_Market_to_Table_Culinary_Experience_Wet_Market_Tour_included-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/06/41/40/caption.jpg?w=500&h=400&s=1,Singapore Market to Table Culinary Experience (Wet Market Tour included),165.,https://www.tripadvisor.com/Attraction_Review-g294265-d15050991-Reviews-Let_s_Go_Cook_Singapore-Singapore.html,Cooking Classes,3 hours,"In this Culinary adventure, you will not only discover the unique flavors of local cooking but also about Singapore's multi…",,from,$104.21,per adult,More info,99% of travelers recommend this experience,Free cancellation,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.
53,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,By Ransack Puzzle Hunt,https://www.tripadvisor.com/AttractionProductReview-g294265-d22974743-Puzzle_Hunt_Adventure_The_King_s_Feast_in_Singapore-Singapore.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294265-d22974743-Puzzle_Hunt_Adventure_The_King_s_Feast_in_Singapore-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/6f/1c/ff/caption.jpg?w=500&h=400&s=1,Puzzle Hunt Adventure The King's Feast in Singapore,166.,https://www.tripadvisor.com/Attraction_Review-g294265-d19526679-Reviews-Ransack_Puzzle_Hunt-Singapore.html,Self-guided Tours & Rentals,2–3 hours,"Our puzzle hunt brings players on a journey through a series of captivating games curated to learn

about the fascinating…",Taking safety measures,from,$37.39,per adult,More info,100% of travelers recommend this experience,,
160,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,By New World's End: An Immersive Audio-guided Art Experience,https://www.tripadvisor.com/AttractionProductReview-g294265-d23367715-New_World_s_End_First_Audio_Guided_Immersive_Art_Experience_in_Singapore-Singapore.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294265-d23367715-New_World_s_End_First_Audio_Guided_Immersive_Art_Experience_in_Singapore-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/05/d0/aa/caption.jpg?w=500&h=400&s=1,New World's End: First Audio-Guided Immersive Art Experience in Singapore,167.,https://www.tripadvisor.com/Attraction_Review-g294265-d23357618-Reviews-New_World_s_End_An_Immersive_Audio_guided_Art_Experience-Singapore.html,Night Tours,1 hour,"Jalan Besar after dark: A night walk and immersive art experience

Kiran is a young and idealistic cinema projectionist …",,from,$26.70,per adult,More info,100% of travelers recommend this experience,Free cancellation,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.
37,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,By The Custom Bites,https://www.tripadvisor.com/AttractionProductReview-g294265-d20189115-Introduction_to_Cookie_Decorating_Great_for_Beginners-Singapore.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294265-d20189115-Introduction_to_Cookie_Decorating_Great_for_Beginners-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/00/b6/e7/caption.jpg?w=500&h=400&s=1,Introduction to Cookie Decorating - Great for Beginners!,168.,https://www.tripadvisor.com/Attraction_Review-g294265-d20117826-Reviews-The_Custom_Bites-Singapore.html,Art Classes,4 hours,Welcome to the world of pastry decorating with Head Chef Lyn from The Custom Bites Singapore! Well known for her designer…,,from,$105.29,per adult,More info,100% of travelers recommend this experience,,
56,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,By Tribe,https://www.tripadvisor.com/AttractionProductReview-g294265-d20101420-Instawalk_Bugis_Waterloo_Kampong_Glam-Singapore.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294265-d20101420-Instawalk_Bugis_Waterloo_Kampong_Glam-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/de/6c/e9/caption.jpg?w=500&h=400&s=1,"#instawalk: Bugis, Waterloo, Kampong Glam",169.,https://www.tripadvisor.com/Attraction_Review-g294265-d7187378-Reviews-Tribe-Singapore.html,Private and Luxury,2 hours,Instagram worthy shots are the rage for generating interest in new places discovered. A great Insta shot becomes a massive…,,from,$57.30,per adult,More info,98% of travelers recommend this experience,Free cancellation,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.
25,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,By Hologate Singapore,https://www.tripadvisor.com/AttractionProductReview-g294265-d20003275-Hologate_Singapore_30_Mins_Game_Session-Singapore.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294265-d20003275-Hologate_Singapore_30_Mins_Game_Session-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/43/1f/38/caption.jpg?w=500&h=400&s=1,Hologate Singapore - 30 Mins Game Session,170.,https://www.tripadvisor.com/Attraction_Review-g294265-d19786991-Reviews-Hologate_Singapore-Singapore.html,,30 minutes,"Our award-winning virtual reality technology and experiences is guaranteed to transport you, your friends and family into…",,from,$21.36,per adult,More info,100% of travelers recommend this experience,Free cancellation,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.
22,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,By The Walking Singapore,https://www.tripadvisor.com/AttractionProductReview-g294265-d14124677-Singapore_Walking_Tour_Secrets_of_Marina_Bay-Singapore.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294265-d14124677-Singapore_Walking_Tour_Secrets_of_Marina_Bay-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f4/00/64/caption.jpg?w=500&h=400&s=1,Singapore Walking Tour: Secrets of Marina Bay,171.,https://www.tripadvisor.com/Attraction_Review-g294265-d13949369-Reviews-The_Walking_Singapore-Singapore.html,City Tours,3 hours,Explore Singapore's spectacular Marina Bay in this 3-hour walking tour. Stop by all key developments of the bay and uncover…,,from,$19.59,per adult,More info,100% of travelers recommend this experience,Free cancellation,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.
118,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,By Tribe,https://www.tripadvisor.com/AttractionProductReview-g294265-d16691951-Disappearing_Trades-Singapore.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294265-d16691951-Disappearing_Trades-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/c4/17/7d/caption.jpg?w=500&h=400&s=1,Disappearing Trades,172.,https://www.tripadvisor.com/Attraction_Review-g294265-d7187378-Reviews-Tribe-Singapore.html,Bus Tours,4 hours,Learn how bread was made the old fashion way. Visit one of the oldest remaining traditional bakeries left in Singapore and…,,from,$87.27,per adult,More info,97% of travelers recommend this experience,Free cancellation,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.
14,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,By Everyday Tour Company,https://www.tripadvisor.com/AttractionProductReview-g294265-d17769897-Everyday_Street_Art_and_Street_Food_Tour-Singapore.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294265-d17769897-Everyday_Street_Art_and_Street_Food_Tour-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5c/14/1a/caption.jpg?w=500&h=400&s=1,Everyday Street Art and Street Food Tour,173.,https://www.tripadvisor.com/Attraction_Review-g294265-d15324171-Reviews-Everyday_Tour_Company-Singapore.html,Walking Tours,3–4 hours,"In this trail, we will discover the diversity of food of the main ethnic groups in Singapore. And while any foodie tour …",,from,$73.27,per adult,More info,100% of travelers recommend this experience,Free cancellation,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.
19,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,By My Fishing Frenzy Academy,https://www.tripadvisor.com/AttractionProductReview-g294265-d20324811-Beginner_Angler_s_Course-Singapore.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294265-d20324811-Beginner_Angler_s_Course-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/2a/c2/44/caption.jpg?w=500&h=400&s=1,Beginner Angler's Course,174.,https://www.tripadvisor.com/Attraction_Review-g294265-d7620288-Reviews-My_Fishing_Frenzy_Academy-Singapore.html,,6+ hours,The Beginner Angler's Course aims to introduce fishing to those interested in trying out fishing or searching for a new …,,from,$213.63,per adult,More info,94% of travelers recommend this experience,Free cancellation,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.
19,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,By Tribe,https://www.tripadvisor.com/AttractionProductReview-g294265-d16691950-About_Mr_Lee-Singapore.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294265-d16691950-About_Mr_Lee-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/c2/dc/de/caption.jpg?w=500&h=400&s=1,About Mr Lee,175.,https://www.tripadvisor.com/Attraction_Review-g294265-d7187378-Reviews-Tribe-Singapore.html,Bus Tours,4 hours,"Who is Mr. Lee Kuan Yew? What was he like as a young boy, a husband, a father and a friend? What were his values? How were…",,from,$91.23,per adult,More info,100% of travelers recommend this experience,Free cancellation,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.
11,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,By Nas Tours,https://www.tripadvisor.com/AttractionProductReview-g294265-d19764503-The_Race_Religion_Tour-Singapore.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294265-d19764503-The_Race_Religion_Tour-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/60/c2/09/caption.jpg?w=500&h=400&s=1,The Race & Religion Tour,176.,https://www.tripadvisor.com/Attraction_Review-g294265-d19699980-Reviews-Nas_Tours-Singapore.html,Bus Tours,2–3 hours,"On this tour, we will show you how this country made all races and religions live in peace together. We will visit ethnic…",,from,$30.52,per adult,More info,100% of travelers recommend this experience,Free cancellation,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.
11,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,By Hello Singapore,https://www.tripadvisor.com/AttractionProductReview-g294265-d14025862-Private_History_Culture_Tour_with_River_Cruise_Hawker_Dinner_Tea_Tasting-Singapore.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294265-d14025862-Private_History_Culture_Tour_with_River_Cruise_Hawker_Dinner_Tea_Tasting-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/17/6e/9e/caption.jpg?w=500&h=400&s=1,"Private History & Culture Tour with River Cruise, Hawker Dinner & Tea Tasting",177.,https://www.tripadvisor.com/Attraction_Review-g294265-d12498713-Reviews-Hello_Singapore-Singapore.html,Public Transportation Tours,4–5 hours,"Join us on a journey through Singapore from past to present. Enjoy dinner in a Hawker Centre and a tea ceremony.

You start…",,from,$213.51,per adult,More info,100% of travelers recommend this experience,Free cancellation,Free Cancellation up to 7 days in advance
15,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,By Tribe,https://www.tripadvisor.com/AttractionProductReview-g294265-d16861417-Ultimate_Food_Journey-Singapore.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294265-d16861417-Ultimate_Food_Journey-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/c4/17/5f/caption.jpg?w=500&h=400&s=1,Ultimate Food Journey,178.,https://www.tripadvisor.com/Attraction_Review-g294265-d7187378-Reviews-Tribe-Singapore.html,,3 hours,"Visit wet markets and hawker centres, the origins of our local coffee, belachan, roti prata and how some things came to …",,from,$78.54,per adult,More info,93% of travelers recommend this experience,Free cancellation,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.
8,,By UBE - Startup & Innovation Tours,https://www.tripadvisor.com/AttractionProductReview-g294265-d17771168-Silicon_Valley_of_Singapore_The_LaunchPad_Tour-Singapore.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294265-d17771168-Silicon_Valley_of_Singapore_The_LaunchPad_Tour-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/82/97/8e/caption.jpg?w=500&h=400&s=1,Silicon Valley of Singapore - The LaunchPad Tour,179.,https://www.tripadvisor.com/Attraction_Review-g294265-d16874502-Reviews-UBE_Startup_Innovation_Tours-Singapore.html,City Tours,3 hours,"• Singapore's first corporate innovation tour to one-north!

• Gain rare insights into Singapore's start-up ecosystem

• …",,from,$99.90,per adult,More info,,Free cancellation,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.
6,,By Anna Ong,https://www.tripadvisor.com/AttractionProductReview-g294265-d18750420-BEST_Singapore_Private_City_Tour_by_Anna_Ong_1_day_or_Multiple_days-Singapore.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294265-d18750420-BEST_Singapore_Private_City_Tour_by_Anna_Ong_1_day_or_Multiple_days-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/80/24/b3/caption.jpg?w=500&h=400&s=1,BEST Singapore Private City Tour by Anna Ong (1 day or Multiple days),180.,https://www.tripadvisor.com/Attraction_Review-g294265-d17735737-Reviews-Anna_Ong-Singapore.html,Full-day Tours,8–23 hours,"This tour is a 'MUST', if you want to:

- Experience the REAL Singapore with not just any tour guide, but a true blue INSIDER…",,from,$419.63,per group,More info,,,
6,,,,,,,,,1,5,,,,7,,,,,
,,By JE Travel,,https://www.tripadvisor.com/AttractionProductReview-g294265-d14960997-Half_Day_Self_Guided_Johor_Bahru_Heritage_Tour_from_Singapore_by_Train-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/6c/7d/74/caption.jpg?w=500&h=400&s=1,Half-Day Self-Guided Johor Bahru Heritage Tour from Singapore by Train,151.,https://www.tripadvisor.com/Attraction_Review-g294265-d21227285-Reviews-JE_Travel-Singapore.html,Rail Tours,6 hours,"Forget about the massive bus queues at the border, get into Malaysia with ease in a couple of minutes from Singapore via…",Taking safety measures,from,$29.78,per adult,More info,,,
,,By RMG Tours Private Limited,,https://www.tripadvisor.com/AttractionProductReview-g294265-d11477494-Private_Singapore_Departure_Transfer_City_to_Airport_or_Cruise_Terminal-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/19/17/62/caption.jpg?w=500&h=400&s=1,Private Singapore Departure Transfer: City to Airport or Cruise Terminal,152.,https://www.tripadvisor.com/Attraction_Review-g294265-d3558565-Reviews-RMG_Tours_Private_Limited-Singapore.html,,30 minutes,"If you’re looking for an easy, safe, and comfortable transfer upon your departure from Singapore, this is the private departure…",Taking safety measures,from,$56.15,per group,More info,,Free cancellation,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.
,,By Singapore Top Sights,,https://www.tripadvisor.com/AttractionProductReview-g294265-d19772434-See_20_Top_Singapore_Sights_Fun_Local_Guide-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/e8/b6/97/caption.jpg?w=500&h=400&s=1,See 20+ Top Singapore Sights. Fun Local Guide!,153.,https://www.tripadvisor.com/Attraction_Review-g294265-d19360944-Reviews-Singapore_Top_Sights-Singapore.html,Walking Tours,3 hours,"See 20+ Top Singapore Sights! Fun local guide!!

We will guide you on an exploration of Singapore’s major landmarks. This…",,from,$26.64,per adult,More info,,Free cancellation,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.
,,By MAM Holidays Singapore,,https://www.tripadvisor.com/AttractionProductReview-g294265-d15341743-Chinatown_Heritage_Centre_Ticket-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5e/49/a2/caption.jpg?w=500&h=400&s=1,Chinatown Heritage Centre Ticket,154.,https://www.tripadvisor.com/Attraction_Review-g294265-d10847543-Reviews-MAM_Holidays_Singapore-Singapore.html,Attractions & Museums,1–2 hours,Book this e-ticket advance for a visit to Chinatown Heritage Centre to learn history of Chinese civilization in Singapore…,,from,$12.83,per adult,More info,,,
1,,By Sightseeing Singapore,https://www.tripadvisor.com/AttractionProductReview-g294265-d19978649-Ocean_Views_with_Marina_Bay_Sands_Sky_Park_observation_deck_admission_ticket-Singa.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294265-d19978649-Ocean_Views_with_Marina_Bay_Sands_Sky_Park_observation_deck_admission_ticket-Singa.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/41/1e/09/caption.jpg?w=500&h=400&s=1,Ocean Views with Marina Bay Sands Sky Park (observation deck admission ticket),155.,https://www.tripadvisor.com/Attraction_Review-g294264-d19894974-Reviews-Sightseeing_Singapore-Sentosa_Island.html,Skyscrapers & Towers,1 hour,"Soak in panoramic views of Singapore's iconic skyline at the Marina Bay Sands Skypark Observation Deck

Marvel at the city…",,from,$30.31,per adult,More info,,,
7,,,,,,,,,1,6,,,,8,,,,,
617 places sorted by traveler favorites,"Tours, activities and experiences bookable on Tripadvisor, ranked using exclusive Tripadvisor data including reviews, ratings, photos, popularity, user preferences, price, and bookings made through Tripadvisor.",Clear all filters,https://www.tripadvisor.com/ClientLink?value=WXc4Xy9BdHRyYWN0aW9ucy1nMjk0MjY1LUFjdGl2aXRpZXMtYV9hbGxBdHRyYWN0aW9ucy50cnVlLVNpbmdhcG9yZS5odG1sXzBvNQ%3D%3D,,,,,,,,,,,,,,,,
1,,By Purehybridz,https://www.tripadvisor.com/AttractionProductReview-g294265-d23793494-Mangrove_Kayak_Fishing_Lessons-Singapore.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294265-d23793494-Mangrove_Kayak_Fishing_Lessons-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/29/0d/95/caption.jpg?w=500&h=400&s=1,Mangrove Kayak Fishing Lessons,211.,https://www.tripadvisor.com/Attraction_Review-g294265-d23789279-Reviews-Purehybridz-Singapore.html,,6+ hours,Our professional fishing tours are guided by anglers with more than 5 years of fishing experience. Our guides are so familiar…,Taking safety measures,from,$144.96,per adult,More info,,,
1,,By Tour East Singapore,https://www.tripadvisor.com/AttractionProductReview-g294265-d11449624-Private_Transfer_Singapore_Cruise_Centre_to_Changi_Airport_or_Vice_Versa-Singapore.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294265-d11449624-Private_Transfer_Singapore_Cruise_Centre_to_Changi_Airport_or_Vice_Versa-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/57/a6/6a/caption.jpg?w=500&h=400&s=1,Private Transfer: Singapore Cruise Centre to Changi Airport or Vice Versa,212.,https://www.tripadvisor.com/Attraction_Review-g294265-d2214169-Reviews-Tour_East_Singapore-Singapore.html,,25 minutes,Travel to the Singapore Changi Airport from the Singapore Cruise Centre with ease by pre-booking this private transportation…,Taking safety measures,from,$73.24,per group,More info,,Free cancellation,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.
1,,By Taxi2Airport Singapore,https://www.tripadvisor.com/AttractionProductReview-g294265-d19346363-Private_Airport_Transfer_from_Singapore_to_Changi_International_Airport_SIN-Singap.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294265-d19346363-Private_Airport_Transfer_from_Singapore_to_Changi_International_Airport_SIN-Singap.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/3d/94/66/caption.jpg?w=500&h=400&s=1,Private Airport Transfer: from Singapore to Changi International Airport (SIN),213.,https://www.tripadvisor.com/Attraction_Review-g294265-d20054515-Reviews-Taxi2Airport_Singapore-Singapore.html,,40 minutes,Book here your safe and reliable Private Airport Transfer from your hotel or location within the Singapore city area to …,Taking safety measures,from,$17.59,per adult,More info,,Free cancellation,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.
1,,By Private Tour / Private Transfer Services / Car Rental,https://www.tripadvisor.com/AttractionProductReview-g294265-d19347459-Car_MPV_Rental_JB_Singapore_Transportation_Transfer_Services-Singapore.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294265-d19347459-Car_MPV_Rental_JB_Singapore_Transportation_Transfer_Services-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/74/fc/8f/caption.jpg?w=500&h=400&s=1,Car & MPV Rental JB Singapore / Transportation & Transfer Services,214.,https://www.tripadvisor.com/Attraction_Review-g294265-d19807940-Reviews-Private_Tour_Private_Transfer_Services_Car_Rental-Singapore.html,Rentals,1–365 days,"We have the top highest ratings at our Facebook Page. We have the also the best rating in our google page.

We provide on…",,from,$78.26,per group,More info,,Free cancellation,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.
1,,By Original Food Tours Singapore,https://www.tripadvisor.com/AttractionProductReview-g294265-d15885206-The_Katong_Private_Food_Tour-Singapore.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294265-d15885206-The_Katong_Private_Food_Tour-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5b/ad/04/caption.jpg?w=500&h=400&s=1,The Katong Private Food Tour,215.,https://www.tripadvisor.com/Attraction_Review-g294265-d13563100-Reviews-Original_Food_Tours_Singapore-Singapore.html,Walking Tours,3 hours,"Enjoy Singapore with a private food tour in Katong !

Your local food expert will show you around the city most vibrant …",,from,$137.33,per adult,More info,,Free cancellation,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.
1,,By Landy Eng,https://www.tripadvisor.com/AttractionProductReview-g294265-d17774992-Amazing_Private_Dining_in_TV_Host_Home-Singapore.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294265-d17774992-Amazing_Private_Dining_in_TV_Host_Home-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/60/c3/d5/caption.jpg?w=500&h=400&s=1,Amazing Private Dining in TV Host Home,216.,https://www.tripadvisor.com/Attraction_Review-g294265-d19426246-Reviews-Landy_Eng-Singapore.html,,2 hours,"Where else can you visit a Singapore luxury home, feast on Asian flavors, meet a TV host and network with new friends from…",Taking safety measures,from,$63.84,per adult,More info,,Free cancellation,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.
1,,By Singapore City Explorers,https://www.tripadvisor.com/AttractionProductReview-g294265-d11988596-Half_Day_Bike_Tour_of_Singapore-Singapore.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294265-d11988596-Half_Day_Bike_Tour_of_Singapore-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/2f/33/b5/caption.jpg?w=500&h=400&s=1,Half-Day Bike Tour of Singapore,217.,https://www.tripadvisor.com/Attraction_Review-g294265-d9456908-Reviews-Singapore_City_Explorers-Singapore.html,Bike Tours,4 hours,This 4-hour bike tour lets you experience Singapore's cultural enclaves and discover some of its best sights. Riding is …,Taking safety measures,from,$75.53,per adult,More info,,,
1,,By I Asia Singapore,https://www.tripadvisor.com/AttractionProductReview-g294265-d17419417-A_Colonial_District_Walk_The_Time_of_an_Empire-Singapore.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294265-d17419417-A_Colonial_District_Walk_The_Time_of_an_Empire-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/83/ee/08/caption.jpg?w=500&h=400&s=1,A Colonial District Walk - The Time of an Empire,218.,https://www.tripadvisor.com/Attraction_Review-g294265-d17386884-Reviews-I_Asia_Singapore-Singapore.html,City Tours,2 hours,"On 6th February 1819, Singapore was claimed as a trading outpost of the British Empire to ""secure to the British flag the…",Taking safety measures,from,$42.80,per adult,More info,,Free cancellation,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.
1,,By I Asia Singapore,https://www.tripadvisor.com/AttractionProductReview-g294265-d17429083-Chinatown_After_Dark_with_Trishaw_Ride_Bumboat_Dinner-Singapore.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294265-d17429083-Chinatown_After_Dark_with_Trishaw_Ride_Bumboat_Dinner-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/4e/91/54/caption.jpg?w=500&h=400&s=1,"Chinatown After Dark with Trishaw Ride, Bumboat & Dinner",219.,https://www.tripadvisor.com/Attraction_Review-g294265-d17386884-Reviews-I_Asia_Singapore-Singapore.html,Bus Tours,4 hours,Chinatown has also come a long way since the early days when Chinese immigrants made this enclave their home. Filled with…,Taking safety measures,from,$337.53,per adult,More info,,Free cancellation,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.
1,,By Localgrapher,https://www.tripadvisor.com/AttractionProductReview-g294265-d17776259-Private_Photo_Session_with_a_Local_Photographer_in_Singapore-Singapore.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294265-d17776259-Private_Photo_Session_with_a_Local_Photographer_in_Singapore-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/19/3e/4a/caption.jpg?w=500&h=400&s=1,Private Photo Session with a Local Photographer in Singapore,220.,https://www.tripadvisor.com/Attraction_Review-g274707-d16738536-Reviews-Localgrapher-Prague_Bohemia.html,,30 minutes,Want to capture your amazing honeymoon? Family vacation while the kids are still little? Your perfect couples retreat from…,,from,$259.10,per group,More info,,,
