WlYyy,cctrW,iPqaD,iPqaD href,FmrIP href,dugSS src,bUshh,cIVmB,iPqaD href 2,WlYyy 2,WlYyy 3,WlYyy 4,WlYyy 5,ySnDE,ccVGl,WlYyy 7,ccVGl 2,WlYyy 8
,,By otomo travel,,https://www.tripadvisor.com/AttractionProductReview-g1066448-d15580794-Private_Tour_A_Local_Tour_of_Locations_Great_for_Photographs-Kita_Tokyo_Tokyo_Pre.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/62/f0/e8/caption.jpg?w=500&h=400&s=1,Private Tour - A Local Tour of Locations Great for Photographs,521.,https://www.tripadvisor.com/Attraction_Review-g1066442-d16708107-Reviews-Otomo_travel-Bunkyo_Tokyo_Tokyo_Prefecture_Kanto.html,Walking Tours,3–4 hours,Taking safety measures,Free cancellation,"Take unique photos in Akabane and Jujo!

Have you ever heard of Akabane or Jujo? This local area, full of photo opportunities…",from,$74.70,per adult,More info
,,By Venture,,https://www.tripadvisor.com/AttractionProductReview-g1066442-d13608775-Fun_Afternoon_in_Yanaka_Tokyo_s_old_town-Bunkyo_Tokyo_Tokyo_Prefecture_Kanto.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/2a/a0/38/caption.jpg?w=500&h=400&s=1,"Fun Afternoon in Yanaka, Tokyo's old town",522.,https://www.tripadvisor.com/Attraction_Review-g1066461-d13167724-Reviews-Venture-Taito_Tokyo_Tokyo_Prefecture_Kanto.html,Walking Tours,3 hours,Taking safety measures,Free cancellation,"Explore Yanaka, one of Tokyo’s few remaining traditional neighborhoods with its unique charm 

Stop in for some old-fashioned…",from,$113.88,per adult,More info
,,By Attractive JAPAN,,https://www.tripadvisor.com/AttractionProductReview-g1066459-d19915655-Tokyo_Cycling_Tour_Learn_the_History_and_Craftsmanship_of_the_City-Sumida_Tokyo_T.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/a1/cc/46/caption.jpg?w=500&h=400&s=1,Tokyo Cycling Tour: Learn the History and Craftsmanship of the City,523.,https://www.tripadvisor.com/Attraction_Review-g1066461-d14827047-Reviews-Attractive_JAPAN-Taito_Tokyo_Tokyo_Prefecture_Kanto.html,Bike Tours,3 hours,Taking safety measures,,"【OUTLINE】

Explore the Sumida Ward of Tokyo, where traditional craftsmanship has been passed down over generations. Learn…",from,$98.68,per adult,More info
,,By otomo travel,,https://www.tripadvisor.com/AttractionProductReview-g1066449-d15616379-Private_Tour_Discover_the_World_of_Haiku_and_the_Edo_Culture-Koto_Tokyo_Tokyo_Pre.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/62/e8/09/caption.jpg?w=500&h=400&s=1,Private Tour - Discover the World of Haiku and the Edo Culture,524.,https://www.tripadvisor.com/Attraction_Review-g1066442-d16708107-Reviews-Otomo_travel-Bunkyo_Tokyo_Tokyo_Prefecture_Kanto.html,Walking Tours,4–5 hours,Taking safety measures,Free cancellation,"View traces of the Edo Period (1603-1868) culture in Fukagawa.

This tour will give you a great insight into the Japanese…",from,$88.71,per adult,More info
,,By H.I.S. Tourist Information Center Harajuku,,https://www.tripadvisor.com/AttractionProductReview-g14134303-d13678463-New_Tour_2022_Yanaka_Nostalgic_Walking_Tour-Nezu_Bunkyo_Tokyo_Tokyo_Prefecture_K.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/20/75/5f/8d/caption.jpg?w=500&h=400&s=1,[New Tour 2022] Yanaka Nostalgic Walking Tour,525.,https://www.tripadvisor.com/Attraction_Review-g1066456-d8614702-Reviews-H_I_S_Tourist_Information_Center_Harajuku-Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html,Day Trips,3 hours,Taking safety measures,Free cancellation,"Have you ever heard of Yanesen?

This area gets its name from 3 different districts in northern Tokyo's Bunkyo City: Yanaka…",from,$61.29,per adult,More info
,,By Lover's Japanese Food,,https://www.tripadvisor.com/AttractionProductReview-g1066450-d19083242-Homemade_ramen_and_local_supermarket_tour-Meguro_Tokyo_Tokyo_Prefecture_Kanto.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/62/e4/8a/caption.jpg?w=500&h=400&s=1,Homemade ramen and local supermarket tour,526.,https://www.tripadvisor.com/Attraction_Review-g14134802-d12921585-Reviews-Lover_s_Japanese_Food-Nakameguro_Meguro_Tokyo_Tokyo_Prefecture_Kanto.html,Cooking Classes,3 hours,Free cancellation,,Ramen is popular all over the world. You can learn how to cook easily at home. There is a secret recipe. Wouldn't it be …,from,$68.33,per adult,More info
,,By Ninja Food Tours,,https://www.tripadvisor.com/AttractionProductReview-g14133673-d19644891-Savor_Wagyu_Sake_Pairing_in_Shinjuku-Nishishinjuku_Shinjuku_Tokyo_Tokyo_Prefectu.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/62/f3/2f/caption.jpg?w=500&h=400&s=1,Savor Wagyu & Sake Pairing in Shinjuku,527.,https://www.tripadvisor.com/Attraction_Review-g1066457-d12231638-Reviews-Ninja_Food_Tours-Shinjuku_Tokyo_Tokyo_Prefecture_Kanto.html,,3 hours,Free cancellation,,- Indulge in a luxurious 8+ course meal showcasing multiple cuts of high-quality wagyu beef sourced from different regions…,from,$130.26,per adult,More info
,,By VIP Japan Tours,,https://www.tripadvisor.com/AttractionProductReview-g1066442-d20190661-Osaka_one_day_Private_Tour_with_Driver-Bunkyo_Tokyo_Tokyo_Prefecture_Kanto.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f8/2b/2a/caption.jpg?w=500&h=400&s=1,Osaka one day Private Tour with Driver,528.,https://www.tripadvisor.com/Attraction_Review-g1021390-d16803881-Reviews-VIP_Japan_Tours-Shiki_Saitama_Prefecture_Kanto.html,Bus Tours,6+ hours,Taking safety measures,Free cancellation,Start from your hotel within Osaka city and travel to Osaka castle.Osaka castle was established by one of the greatest Samurai…,from,$755.01,per group,More info
,,By Techno Circus Shinjuku,,https://www.tripadvisor.com/AttractionProductReview-g14133707-d18972594-Shinjuku_comedy_club-Shinjuku_3_Chome_Shinjuku_Tokyo_Tokyo_Prefecture_Kanto.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/55/6f/00/caption.jpg?w=500&h=400&s=1,Shinjuku comedy club,529.,https://www.tripadvisor.com/Attraction_Review-g14133707-d14221608-Reviews-Techno_Circus_Shinjuku-Shinjuku_3_Chome_Shinjuku_Tokyo_Tokyo_Prefecture_Kanto.html,Comedy Shows,1 hour,Free cancellation,,"""Shinjuku comedy club"" was formed with people who play active roles on stage, shows and TV programs like America's got talent…",from,$28.02,per adult,More info
,,By Japanese Samurai Udon Cooking Class,,https://www.tripadvisor.com/AttractionProductReview-g1066461-d19146486-The_only_experience_in_the_world_that_cuts_udon_into_ROCK_with_a_traditional_Japa.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/62/e3/fc/caption.jpg?w=500&h=400&s=1,The only experience in the world that cuts udon into ROCK with a traditional Japanese knife [Udoek],530.,https://www.tripadvisor.com/Attraction_Review-g1066461-d19031359-Reviews-Japanese_Samurai_Udon_Cooking_Class-Taito_Tokyo_Tokyo_Prefecture_Kanto.html,Cooking Classes,2 hours,Free cancellation,,"One of the best authentic Sanuki udon craftsmen in Tokyo, and the only udon artist in the world, will provide ROCK with …",from,$45.55,per adult,More info
,,By JUNKO KATO,,https://www.tripadvisor.com/AttractionProductReview-g1066457-d19528886-Japanese_SAKE_lesson_tasting_at_Izakaya_pub-Shinjuku_Tokyo_Tokyo_Prefecture_Kanto.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/7c/4b/6e/caption.jpg?w=500&h=400&s=1,Japanese SAKE lesson & tasting at Izakaya pub,531.,https://www.tripadvisor.com/Attraction_Review-g1066457-d19447723-Reviews-JUNKO_KATO-Shinjuku_Tokyo_Tokyo_Prefecture_Kanto.html,Cooking Classes,2 hours,Free cancellation,,"Do you like drinking? If you so, must try Japanese SAKE!

It’s become popular in Asia, US, and Europe nowadays.

However…",from,$62.18,per adult,More info
,,By All Star Osaka Walk,,https://www.tripadvisor.com/AttractionProductReview-g1066456-d20272360-Tokyo_Walking_Tour_half_day_morning-Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/15/09/62/caption.jpg?w=500&h=400&s=1,Tokyo Walking Tour( half day morning),532.,https://www.tripadvisor.com/Attraction_Review-g298566-d2257429-Reviews-All_Star_Osaka_Walk-Osaka_Osaka_Prefecture_Kinki.html,Public Transportation Tours,3 hours,Taking safety measures,Free cancellation,"You can see traditional beautiful Meiji shrine and lively downtowns, Harajyuku and Shibuya. Try trendy candies and make …",from,$239.83,per group,More info
,,By Office Zipang,,https://www.tripadvisor.com/AttractionProductReview-g1066449-d20324450-Tuna_auction_at_Toyosu_Market_with_qualified_guide_and_early_morning_tour_of_Tsuk.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/2a/b8/aa/caption.jpg?w=500&h=400&s=1,Tuna auction at Toyosu Market with qualified guide and early morning tour of Tsukiji Outer Market,533.,https://www.tripadvisor.com/Attraction_Review-g14129528-d18971916-Reviews-Office_Zipang-Marunouchi_Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html,Public Transportation Tours,3 hours,Free cancellation,,An early morning private tour of Toyosu Market and Tsukiji Outer Market guided by an experienced tour guide licensed by …,from,$224.11,per adult,More info
,,By Japan Airport Transfers - Vince Group,,https://www.tripadvisor.com/AttractionProductReview-g1066454-d20351757-Tokyo_Haneda_Airport_HND_to_Tokyo_Arrival_Private_Car_Transfer-Ota_Tokyo_Tokyo_Pr.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/32/80/34/caption.jpg?w=500&h=400&s=1,Tokyo Haneda Airport (HND) to Tokyo - Arrival Private Car Transfer,534.,https://www.tripadvisor.com/Attraction_Review-g1066454-d20333391-Reviews-Japan_Airport_Transfers_Vince_Group-Ota_Tokyo_Tokyo_Prefecture_Kanto.html,,30 minutes,Free cancellation,,"Book your Private Arrival Transfer from Tokyo Haneda Airport (HND) to Tokyo hotel or address. 

Your driver will be waiting…",from,$31.38,per adult,More info
,,By Attractive JAPAN,,https://www.tripadvisor.com/AttractionProductReview-g1066461-d23292976-Asakusa_Anime_Pilgrimage_Tour_Guided_by_Asakusa_Houkan-Taito_Tokyo_Tokyo_Prefectu.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/d1/36/0b/caption.jpg?w=500&h=400&s=1,Asakusa Anime Pilgrimage Tour Guided by Asakusa Houkan,535.,https://www.tripadvisor.com/Attraction_Review-g1066461-d14827047-Reviews-Attractive_JAPAN-Taito_Tokyo_Tokyo_Prefecture_Kanto.html,Walking Tours,1–2 hours,Taking safety measures,,"A Houkan is a male geisha who livens up the show (there are also female guests), and currently there are only six Houkans…",from,$132.88,per adult,More info
,,By Attractive JAPAN,,https://www.tripadvisor.com/AttractionProductReview-g1066461-d17576186-Elegant_Furisode_Long_Sleeved_Kimono_Plan_with_Hair_Setting_by_the_Hairdresser-Ta.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/62/f3/1f/caption.jpg?w=500&h=400&s=1,Elegant Furisode (Long-Sleeved Kimono) Plan with Hair Setting by the Hairdresser,536.,https://www.tripadvisor.com/Attraction_Review-g1066461-d14827047-Reviews-Attractive_JAPAN-Taito_Tokyo_Tokyo_Prefecture_Kanto.html,,2 hours,Taking safety measures,,"【OUTLINE】

Furisode (kimono with long sleeves) is a top attire worn by young women in Japan on a formal occasion. 

It is…",from,$129.95,per adult,More info
,,By JPexperience,,https://www.tripadvisor.com/AttractionProductReview-g1066458-d17846660-One_day_around_Tokyo_by_car-Suginami_Tokyo_Tokyo_Prefecture_Kanto.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/05/ec/7b/caption.jpg?w=500&h=400&s=1,One day around Tokyo by car,537.,https://www.tripadvisor.com/Attraction_Review-g1066457-d17826429-Reviews-JPexperience-Shinjuku_Tokyo_Tokyo_Prefecture_Kanto.html,,6+ hours,Free cancellation,,It is a fully customizable tour. If you prefer to stay longer at specific sights your driver will wait for you as long as…,from,$383.72,per group,More info
,,By Xperience Japan,,https://www.tripadvisor.com/AttractionProductReview-g1066447-d21061355-Temple_of_Wood_Carvings_Yamamoto_tei_Japanese_architecture_in_Shibamata-Katsushik.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/79/a5/bb/caption.jpg?w=500&h=400&s=1,"Temple of Wood Carvings & Yamamoto-tei, Japanese architecture in Shibamata",538.,https://www.tripadvisor.com/Attraction_Review-g14129528-d19897194-Reviews-Xperience_Japan-Marunouchi_Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html,City Tours,3–4 hours,Taking safety measures,Free cancellation,"Shibamata is nostalgic town loved by the locals as famous movie actor, Tora-san lived there.The approaching path lined with…",from,$159.89,per adult,More info
,,"By GLOBAL GUIDE&TRANSPORT SERVICE Co.,LTD",,https://www.tripadvisor.com/AttractionProductReview-g14129528-d16796526-8_hour_customizable_Tokyo_tour_with_Private_Car_to_from_Tokyo-Marunouchi_Chiyoda.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5c/4c/0b/caption.jpg?w=500&h=400&s=1,"8-hour customizable Tokyo tour, with Private Car, to/from Tokyo",539.,https://www.tripadvisor.com/Attraction_Review-g298180-d15683381-Reviews-GLOBAL_GUIDE_TRANSPORT_SERVICE_Co_LTD-Saitama_Saitama_Prefecture_Kanto.html,Full-day Tours,7–8 hours,Free cancellation,,This is a full-fledged customized Tokyo tour. You can choose 8 hour in the time zone between 8:30 and 22:00. In case you…,from,$728.82,per group,More info
,,By H.I.S. Tourist Information Center Ginza Core,,https://www.tripadvisor.com/AttractionProductReview-g1066461-d23814008-Private_Asakusa_Walking_Activity-Taito_Tokyo_Tokyo_Prefecture_Kanto.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/b0/55/b6/caption.jpg?w=500&h=400&s=1,Private Asakusa Walking Activity,540.,https://www.tripadvisor.com/Attraction_Review-g14129573-d8703401-Reviews-H_I_S_Tourist_Information_Center_Ginza_Core-Ginza_Chuo_Tokyo_Tokyo_Prefecture_K.html,Japanese Lessons,2 hours,Taking safety measures,Free cancellation,"Enjoy visiting Senso-ji, the biggest Buddhist Temple in Tokyo, while receiving a practical notions about temple manners …",from,$39.81,per adult,More info
18,,,,,,,,,1,17,19,,,,,,
"1,000+ places sorted by traveler favorites","Tours, activities and experiences bookable on Tripadvisor, ranked using exclusive Tripadvisor data including reviews, ratings, photos, popularity, user preferences, price, and bookings made through Tripadvisor.",Clear all filters,https://www.tripadvisor.com/ClientLink?value=Nkc3Xy9BdHRyYWN0aW9ucy1nMjk4MTg0LUFjdGl2aXRpZXMtYV9hbGxBdHRyYWN0aW9ucy50cnVlLVRva3lvX1Rva3lvX1ByZWZlY3R1cmVfS2FudG8uaHRtbF9NZ3k%3D,,,,,,,,,,,,,,
,,By MY TRANSFER GROUP,,https://www.tripadvisor.com/AttractionProductReview-g298184-d15217279-Transfer_in_Private_Minivan_from_Tokyo_Narita_Airport_to_City_Center-Tokyo_Tokyo_P.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/62/f3/d1/caption.jpg?w=500&h=400&s=1,Transfer in Private Minivan from Tokyo Narita Airport to City Center,541.,https://www.tripadvisor.com/Attraction_Review-g1066456-d23181060-Reviews-MY_TRANSFER_GROUP-Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html,,1–2 hours,Taking safety measures,Free cancellation,"Book a private transfer from the Airport to your hotel or destination, service guaranteed once you make the booking. We …",from,$220.00,per adult,More info
,,By Japan Guide Agency,,https://www.tripadvisor.com/AttractionProductReview-g1066460-d20211950-Kawagoe_Half_Day_Private_Trip_with_Nationally_Licensed_Guide-Toshima_Tokyo_Tokyo_.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/00/5c/ed/caption.jpg?w=500&h=400&s=1,Kawagoe Half-Day Private Trip with Nationally-Licensed Guide,542.,https://www.tripadvisor.com/Attraction_Review-g298124-d15224696-Reviews-Japan_Guide_Agency-Shizuoka_Shizuoka_Prefecture_Tokai_Chubu.html,Public Transportation Tours,4 hours,Taking safety measures,Free cancellation,This value-packed trip with a nationally-licensed and experienced multilingual tour guide is a fantastic and efficient way…,from,$88.83,per adult,More info
,,By otomo travel,,https://www.tripadvisor.com/AttractionProductReview-g1066457-d15633134-Private_Tour_Pilgrimage_of_the_most_popular_anime_movie_in_Yotsuya_Shinjuku-Shinj.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/62/f0/a4/caption.jpg?w=500&h=400&s=1,Private Tour - Pilgrimage of the most popular anime movie in Yotsuya & Shinjuku,543.,https://www.tripadvisor.com/Attraction_Review-g1066442-d16708107-Reviews-Otomo_travel-Bunkyo_Tokyo_Tokyo_Prefecture_Kanto.html,Walking Tours,4–5 hours,Taking safety measures,Free cancellation,"Visit the locations from the famous, recent hit of Japanese cinema!

Director Makoto Shinkai's recent movie ""Your Name."" …",from,$88.71,per adult,More info
,,By True Japan Tours,,https://www.tripadvisor.com/AttractionProductReview-g14129730-d20987142-Yukata_Workshop_Tea_Ceremony_with_Tea_Master_Near_Tokyo_Tower-Shibakoen_Minato_T.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/61/bd/e3/caption.jpg?w=500&h=400&s=1,Yukata Workshop & Tea Ceremony with Tea Master (Near Tokyo Tower),544.,https://www.tripadvisor.com/Attraction_Review-g298184-d4371580-Reviews-True_Japan_Tours-Tokyo_Tokyo_Prefecture_Kanto.html,Art Classes,2 hours,Taking safety measures,Free cancellation,"Learn how to dress in a Japanese yukata, the light and style summer kimono, from a specialist instructor. Then follow your…",from,$80.17,per adult,More info
,,By Attractive JAPAN,,https://www.tripadvisor.com/AttractionProductReview-g1066440-d17684756-Authentic_Edo_style_Sushi_Making-Adachi_Tokyo_Tokyo_Prefecture_Kanto.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/62/f4/87/caption.jpg?w=500&h=400&s=1,Authentic Edo-style Sushi Making,545.,https://www.tripadvisor.com/Attraction_Review-g1066461-d14827047-Reviews-Attractive_JAPAN-Taito_Tokyo_Tokyo_Prefecture_Kanto.html,Cooking Classes,2 hours,Taking safety measures,,Sushi is loved and known as a symbol of Japan. Edo-style sushi refers to sushi in general but features nigiri-zushi (hand…,from,$129.95,per adult,More info
,,By Ellista,,https://www.tripadvisor.com/AttractionProductReview-g1066854-d13979306-SHIMOKITAZAWA_Local_Walking_Tour-Shinagawa_Tokyo_Tokyo_Prefecture_Kanto.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/62/e5/b4/caption.jpg?w=500&h=400&s=1,SHIMOKITAZAWA Local Walking Tour,546.,https://www.tripadvisor.com/Attraction_Review-g1066455-d13944796-Reviews-Ellista-Setagaya_Tokyo_Tokyo_Prefecture_Kanto.html,,3 hours,Free cancellation,,3 hours of walking tour in Shimokitazawa offer the unique experience to encounter diverse range of individuality. We wander…,from,$52.84,per adult,More info
,,By Gaijin Tours,,https://www.tripadvisor.com/AttractionProductReview-g14129528-d20863084-Tokyo_Personalized_Full_day_Tour_with_a_Top_rated_Guide-Marunouchi_Chiyoda_Tokyo.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/4c/aa/09/caption.jpg?w=500&h=400&s=1,Tokyo Personalized Full-day Tour with a Top-rated Guide,547.,https://www.tripadvisor.com/Attraction_Review-g1066457-d12338031-Reviews-Gaijin_Tours-Shinjuku_Tokyo_Tokyo_Prefecture_Kanto.html,Public Transportation Tours,6+ hours,Taking safety measures,Free cancellation,This is a stress-free and carefully organised private tour with our top-rated guide Haruka that is optimised to get the …,from,$391.74,per group,More info
,,By otomo travel,,https://www.tripadvisor.com/AttractionProductReview-g14133673-d15068175-Private_Tour_A_Photogenic_Tour_in_the_Dungeon_City_Shinjuku-Nishishinjuku_Shinju.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/b5/a4/8c/caption.jpg?w=500&h=400&s=1,Private Tour - A Photogenic Tour in the Dungeon City: Shinjuku,548.,https://www.tripadvisor.com/Attraction_Review-g1066442-d16708107-Reviews-Otomo_travel-Bunkyo_Tokyo_Tokyo_Prefecture_Kanto.html,City Tours,3–4 hours,Taking safety measures,Free cancellation,"Shinjuku is a famous district for shopping and eating. Did you know that there are various photo spots?

This tour introduces…",from,$62.18,per adult,More info
,,By WActivity JAPAN,,https://www.tripadvisor.com/AttractionProductReview-g14129610-d23627405-Traditional_Itayauma_Making_Class_in_Tokyo-Tsukiji_Chuo_Tokyo_Tokyo_Prefecture_K.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/c9/d6/e5/caption.jpg?w=500&h=400&s=1,Traditional Itayauma Making Class in Tokyo,549.,https://www.tripadvisor.com/Attraction_Review-g14129610-d21223125-Reviews-WActivity_JAPAN-Tsukiji_Chuo_Tokyo_Tokyo_Prefecture_Kanto.html,Art Classes,2 hours,Taking safety measures,Free cancellation,"We will learn how to make itayauma, a traditional Japanese toy, with the Product Designer En!

Itayauma date back to Edo…",from,$44.41,per adult,More info
,,By AsiaVision,,https://www.tripadvisor.com/AttractionProductReview-g1066443-d20322005-Mt_Fuji_Viewing_Kawaguchiko_Arakurayama_and_Lake_Yamanaka_Small_Group_Tour-Chiyod.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/27/ce/81/caption.jpg?w=500&h=400&s=1,"Mt Fuji Viewing,Kawaguchiko, Arakurayama and Lake Yamanaka Small Group Tour",550.,https://www.tripadvisor.com/Attraction_Review-g1066457-d20313967-Reviews-AsiaVision-Shinjuku_Tokyo_Tokyo_Prefecture_Kanto.html,Full-day Tours,600–660 minutes,,,"An ancient Japanese philosopher described Mt Fuji as ""if you ever stood in front of it your miseries belittled and mysterious…",from,$85.00,per adult,More info
,,By kimono seina,,https://www.tripadvisor.com/AttractionProductReview-g1066444-d21420279-Kimono_wedding_photo_shot_in_Shrine_ceremony_and_garden-Chuo_Tokyo_Tokyo_Prefectu.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/56/77/a6/caption.jpg?w=500&h=400&s=1,Kimono wedding photo shot in Shrine ceremony and garden,551.,https://www.tripadvisor.com/Attraction_Review-g1066457-d17723791-Reviews-Kimono_seina-Shinjuku_Tokyo_Tokyo_Prefecture_Kanto.html,,4 hours,Taking safety measures,,"Wedding kimonos is one of the most high-end kimono, which can be worn only in wedding ceremonies.

Even many Japanese have…",from,"$4,441.25",per group,More info
,,By Nippon PLUS,,https://www.tripadvisor.com/AttractionProductReview-g14129528-d14801672-Private_Full_Day_Mount_Fuji_Tour_from_Tokyo_Including_3_View_Spots-Marunouchi_Ch.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/62/e3/85/caption.jpg?w=500&h=400&s=1,Private Full Day Mount Fuji Tour from Tokyo Including 3 View Spots,552.,https://www.tripadvisor.com/Attraction_Review-g1066454-d12875405-Reviews-Nippon_PLUS-Ota_Tokyo_Tokyo_Prefecture_Kanto.html,Full-day Tours,6+ hours,Free cancellation,,"Mt. Fuji was designated as a World Heritage in 2013. Especially, Lake Kawaguchi is the most popular place to view Mt.Fuji…",from,$297.56,per group,More info
,,By Attractive JAPAN,,https://www.tripadvisor.com/AttractionProductReview-g298184-d13960774-Tokyo_Enjoying_a_Green_tea_at_Japan_US_Summit_Meeting_Memorial-Tokyo_Tokyo_Prefect.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/62/f2/e4/caption.jpg?w=500&h=400&s=1,Tokyo Enjoying a Green tea at Japan-US Summit Meeting Memorial,553.,https://www.tripadvisor.com/Attraction_Review-g1066461-d14827047-Reviews-Attractive_JAPAN-Taito_Tokyo_Tokyo_Prefecture_Kanto.html,Walking Tours,1 hour,Taking safety measures,,"*OUTLINE

Why not enjoy matcha at Hinode-sanso which was visited by foreign VIPs?

Former Japanese Prime Minister Yasuhiro…",from,$19.66,per adult,More info
"You can experience below,

Tsukiji outer fish market tour,

Sushi making workshop

Supreme lunch by our sushi chef",,By foodots. Experience,,https://www.tripadvisor.com/AttractionProductReview-g14129610-d19802881-Tsukiji_Outer_Fish_Market_Tour_with_Sushi_making_workshop-Tsukiji_Chuo_Tokyo_Tok.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/72/b9/db/caption.jpg?w=500&h=400&s=1,Tsukiji Outer Fish Market Tour with Sushi making workshop,554.,https://www.tripadvisor.com/Attraction_Review-g1023678-d19494208-Reviews-Foodots_Experience-Tendo_Yamagata_Prefecture_Tohoku.html,Cooking Classes,3–4 hours,Free cancellation,,,from,$283.35,per adult,More info
,,By City Unscripted Tokyo,,https://www.tripadvisor.com/AttractionProductReview-g1066455-d15041037-Tokyo_Tour_Off_the_Beaten_Path_Shimokitazawa_with_a_Local_Private_Custom-Setagaya.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/62/e7/93/caption.jpg?w=500&h=400&s=1,"Tokyo Tour Off-the-Beaten-Path, Shimokitazawa with a Local, Private Custom ★★★★★",555.,https://www.tripadvisor.com/Attraction_Review-g298184-d15223450-Reviews-City_Unscripted_Tokyo-Tokyo_Tokyo_Prefecture_Kanto.html,City Tours,3 hours,Taking safety measures,Free cancellation,"If hippies ran Tokyo it would probably look a lot like Shimokitazawa.With one of our hosts by your side, explore tangles…",from,$191.03,per adult,More info
,,By WASHOKU DESIGN：和食絵巻,,https://www.tripadvisor.com/AttractionProductReview-g1066444-d19146998-Art_SUSHI_ROLL_MOCHI_Ginza_Tsukiji_Tokyo-Chuo_Tokyo_Tokyo_Prefecture_Kanto.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/62/e6/5a/caption.jpg?w=500&h=400&s=1,"Art SUSHI ROLL & MOCHI@Ginza-Tsukiji,Tokyo",556.,https://www.tripadvisor.com/Attraction_Review-g14129610-d19098471-Reviews-WASHOKU_DESIGN-Tsukiji_Chuo_Tokyo_Tokyo_Prefecture_Kanto.html,Cooking Classes,1–2 hours,Free cancellation,,"匠 SPECIALIST, 粋 STYLISH, 遊 SURPRISE

Even Japanese are also beginner for ""art"" sushi roll and ""art"" mochi because it's old…",from,$45.55,per adult,More info
,,By eight one management co.,,https://www.tripadvisor.com/AttractionProductReview-g1066854-d13560212-Private_tour_learn_how_to_play_Japanese_traditional_art_Noh_in_Tokyo-Shinagawa_To.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/62/e1/38/caption.jpg?w=500&h=400&s=1,Private tour learn how to play Japanese traditional art Noh in Tokyo,557.,https://www.tripadvisor.com/Attraction_Review-g1066461-d15675887-Reviews-Eight_one_management_co-Taito_Tokyo_Tokyo_Prefecture_Kanto.html,Art Classes,1 hour,,,"First of all, please check Instagram: #wasabijpnoh  #wasabijp

we are  ""wasabi experience project""

This project provides…",from,$200.43,per group,More info
,,By Traveling Spoon,,https://www.tripadvisor.com/AttractionProductReview-g1066854-d12904881-Japanese_Cooking_Class_and_Wine_Pairing_with_Yasue_in_her_Luxury_Tokyo_Apartment-.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/62/e8/38/caption.jpg?w=500&h=400&s=1,Japanese Cooking Class and Wine Pairing with Yasue in her Luxury Tokyo Apartment,558.,https://www.tripadvisor.com/Attraction_Review-g1066453-d12347336-Reviews-Traveling_Spoon-Nerima_Tokyo_Tokyo_Prefecture_Kanto.html,Cooking Classes,3 hours,Taking safety measures,,"Wash your hands, roll up your sleeves and join your host Yasue in her kitchen for a personal, hands-on Japanese cooking …",from,$88.21,per adult,More info
