WlYyy,cctrW,iPqaD,iPqaD href,FmrIP href,dugSS src,bUshh,cIVmB,iPqaD href 2,WlYyy 2,WlYyy 3,ySnDE,dXxty,WlYyy 4,ccVGl,WlYyy 5,ccVGl 2,WlYyy 6
,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By My Holidays Adventures,,https://www.tripadvisor.com/AttractionProductReview-g294013-d19147862-Dubai_Private_Tour_from_Abu_Dhabi_BK_Marina_Dinner_Cruise_MyHolidaysAdventures-Abu.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/65/51/cb/caption.jpg?w=500&h=400&s=1,Dubai Private Tour from Abu Dhabi: BK & Marina Dinner Cruise | MyHolidaysAdventures,593.,https://www.tripadvisor.com/Attraction_Review-g295424-d9792358-Reviews-My_Holidays_Adventures-Dubai_Emirate_of_Dubai.html,Full-day Tours,10–11 hours,"Book the Private Dubai Tour from Abu Dhabi and experience an unforgettable day in Dubai with an insider.

Visit the Burj…",,Free cancellation,from,$459.19,per adult,More info
,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,"By PROFi DRIVER Abu Dhabi, United Arab Emirates",,https://www.tripadvisor.com/AttractionProductReview-g294013-d16703520-Abu_Dhabi_Airport_Transfers_Abu_Dhabi_Airport_AUH_to_Dubai_City_in_Luxury_Van-Abu_.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/a4/37/71/caption.jpg?w=500&h=400&s=1,Abu Dhabi Airport Transfers : Abu Dhabi Airport AUH to Dubai City in Luxury Van,594.,https://www.tripadvisor.com/Attraction_Review-g294013-d22840767-Reviews-PROFi_DRIVER_Abu_Dhabi_United_Arab_Emirates-Abu_Dhabi_Emirate_of_Abu_Dhabi.html,,1 hour,Abu Dhabi Airport Transfer Service aims to achieve the very highest possible standards possible for all its passengers. …,Taking safety measures,Free cancellation,from,$118.79,per adult,More info
,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Luxury yatch tour,,https://www.tripadvisor.com/AttractionProductReview-g294013-d20100074-Abu_Dhabi_City_Tour-Abu_Dhabi_Emirate_of_Abu_Dhabi.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/5a/a9/ff/caption.jpg?w=500&h=400&s=1,Abu Dhabi City Tour,595.,https://www.tripadvisor.com/Attraction_Review-g295424-d20056867-Reviews-Luxury_yatch_tour-Dubai_Emirate_of_Dubai.html,Full-day Tours,6+ hours,Dicover the history of Abu Dhabi on an 8-hour tour of the largest city in the United Arab Emirates. Visit the Sheikh Zayed…,,Free cancellation,from,$186.13,per adult,More info
,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,"By PROFi DRIVER Abu Dhabi, United Arab Emirates",,https://www.tripadvisor.com/AttractionProductReview-g294013-d16741917-Abu_Dhabi_Airport_Transfers_Abu_Dhabi_City_to_Airport_AUH_in_Luxury_Van-Abu_Dhabi_.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/88/de/32/caption.jpg?w=500&h=400&s=1,Abu Dhabi Airport Transfers : Abu Dhabi City to Airport AUH in Luxury Van,596.,https://www.tripadvisor.com/Attraction_Review-g294013-d22840767-Reviews-PROFi_DRIVER_Abu_Dhabi_United_Arab_Emirates-Abu_Dhabi_Emirate_of_Abu_Dhabi.html,,35 minutes,Abu Dhabi Airport Transfer Service aims to achieve the very highest possible standards possible for all its passengers. …,Taking safety measures,Free cancellation,from,$98.09,per adult,More info
,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Dubai Desert Ride,,https://www.tripadvisor.com/AttractionProductReview-g295424-d20352250-Private_Abu_Dhabi_City_Tour-Dubai_Emirate_of_Dubai.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/32/9b/a5/caption.jpg?w=500&h=400&s=1,Private Abu Dhabi City Tour,597.,https://www.tripadvisor.com/Attraction_Review-g295424-d16831506-Reviews-Dubai_Desert_Ride-Dubai_Emirate_of_Dubai.html,City Tours,6 hours,Enjoy Abu Dhabi Sightseeing Private tour with your family. 4x4 Pick up and drop off by private car is included in this package…,Taking safety measures,Free cancellation,from,$410.00,per group,More info
,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Remaz Tours GmbH,,https://www.tripadvisor.com/AttractionProductReview-g294013-d20197814-Burj_Khalifa_Tickets_With_Transfer-Abu_Dhabi_Emirate_of_Abu_Dhabi.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/69/cc/c1/caption.jpg?w=500&h=400&s=1,Burj Khalifa Tickets With Transfer,598.,https://www.tripadvisor.com/Attraction_Review-g295424-d20162843-Reviews-Remaz_Tours_GmbH-Dubai_Emirate_of_Dubai.html,Full-day Tours,6+ hours,"At a commendable height of 828 meters, Burj Khalifa is the world’s tallest structure. Needless to say, it has become an …",,Free cancellation,from,$160.83,per adult,More info
,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Liwa Adventure Tours & Safari,,https://www.tripadvisor.com/AttractionProductReview-g294013-d19978232-Abu_Dhabi_Morning_Desert_Safari_Dune_Bashing_Sandboarding_and_Camel_Ride-Abu_Dhabi.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/ba/30/97/caption.jpg?w=500&h=400&s=1,"Abu Dhabi Morning Desert Safari.Dune Bashing,Sandboarding and Camel Ride",599.,https://www.tripadvisor.com/Attraction_Review-g294013-d19879145-Reviews-Liwa_Adventure_Tours_Safari-Abu_Dhabi_Emirate_of_Abu_Dhabi.html,Shore Excursions,4 hours,"The morning trip of excitement and magic, as our experienced Safari Marshals will take you away from the busy city into …",Taking safety measures,Free cancellation,from,$92.47,per adult,More info
,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Clifton Tours,,https://www.tripadvisor.com/AttractionProductReview-g294013-d16840545-Al_Ain_City_Tour_from_Abu_Dhabi-Abu_Dhabi_Emirate_of_Abu_Dhabi.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/63/a8/ab/caption.jpg?w=500&h=400&s=1,Al Ain City Tour from Abu Dhabi,600.,https://www.tripadvisor.com/Attraction_Review-g298064-d15748074-Reviews-Clifton_Tours-Sharjah_Emirate_of_Sharjah.html,Bus Tours,6+ hours,"Experience the picturesque oasis town of Al Ain on a day trip from Abu Dhabi. On route to the ‘Garden City,’ see the rocky…",Taking safety measures,Free cancellation,from,$115.65,per adult,More info
20,,,,,,,,,1,19,,,21,,,,
21,,,,,,,,,1,20,,,22,,,,
742 places sorted by traveler favorites,"Tours, activities and experiences bookable on Tripadvisor, ranked using exclusive Tripadvisor data including reviews, ratings, photos, popularity, user preferences, price, and bookings made through Tripadvisor.",Clear all filters,https://www.tripadvisor.com/ClientLink?value=QkxqXy9BdHRyYWN0aW9ucy1nMjk0MDEzLUFjdGl2aXRpZXMtYV9hbGxBdHRyYWN0aW9ucy50cnVlLUFidV9EaGFiaV9FbWlyYXRlX29mX0FidV9EaGFiaS5odG1sX3dEZw%3D%3D,,,,,,,,,,,,,,
,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,,,https://www.tripadvisor.com/AttractionProductReview-g294013-d19441222-Private_Romantic_Dinner_in_Desert_Abu_Dhabi_with_Hot_BBQ_Dinner-Abu_Dhabi_Emirate_.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5b/0a/e1/caption.jpg?w=500&h=400&s=1,Private Romantic Dinner in Desert Abu Dhabi with Hot BBQ Dinner,601.,,Ports of Call Tours,6 hours,"The Abu Dhabi Desert might be a thrilling endeavor, but have you ever tapped into its romantic side?

The romantic dune …",,Free cancellation,from,$546.85,per group,More info
,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Orient Tours - Day Tours,,https://www.tripadvisor.com/AttractionProductReview-g295424-d18911125-Private_Abu_Dhabi_full_day_tour_Grand_Mosque_Qasr_al_Watan_with_Lunch-Dubai_Emirat.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/64/62/8f/caption.jpg?w=500&h=400&s=1,"Private Abu Dhabi full day tour : Grand Mosque, Qasr al Watan with Lunch",602.,https://www.tripadvisor.com/Attraction_Review-g295424-d2038974-Reviews-Orient_Tours_Day_Tours-Dubai_Emirate_of_Dubai.html,Bus Tours,6+ hours,"Visit two highlights of the United Arab Emirates capital on this full day tour, led by an expert local guide ! After taking…",Taking safety measures,Free cancellation,from,$296.00,per adult,More info
,,By Fun Top Fun United Arab Emirates,,https://www.tripadvisor.com/AttractionProductReview-g294013-d23846606-Private_Romantic_Tour_In_Abu_Dhabi-Abu_Dhabi_Emirate_of_Abu_Dhabi.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/e0/f3/5e/caption.jpg?w=500&h=400&s=1,Private Romantic Tour In Abu Dhabi,603.,https://www.tripadvisor.com/Attraction_Review-g295424-d21056585-Reviews-Fun_Top_Fun_United_Arab_Emirates-Dubai_Emirate_of_Dubai.html,Walking Tours,2 hours,"An exclusive tour for all the romantics of the world! Together with the professional local guide, you will visit the most…",Taking safety measures,,from,$460.63,per group,More info
,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Dubai Daily Tours,,https://www.tripadvisor.com/AttractionProductReview-g295424-d14924093-Abu_Dhabi_private_City_Tour_A_journey_to_The_Capital_Cultural_Themes_tours-Dubai_E.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/4e/30/a8/caption.jpg?w=500&h=400&s=1,Abu Dhabi private City Tour - A journey to The Capital(Cultural & Themes tours ),604.,https://www.tripadvisor.com/Attraction_Review-g295424-d6212946-Reviews-Dubai_Daily_Tours-Dubai_Emirate_of_Dubai.html,Full-day Tours,6+ hours,"Tour Brief: Grand Mosque, Emirates Palace from outside, Heritage Village, Marina Mall and Corniche

 Duration: 7 - 8 Hours…",,Free cancellation,from,$179.11,per adult,More info
,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Airport Transfer Services in Abu Dhabi,,https://www.tripadvisor.com/AttractionProductReview-g294013-d20824086-Private_Transfer_from_Abu_Dhabi_Airport_AUH_to_Jebel_Dhanna_Resort-Abu_Dhabi_Emira.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/4a/c1/dd/caption.jpg?w=500&h=400&s=1,Private Transfer from Abu Dhabi Airport (AUH) to Jebel Dhanna Resort,605.,https://www.tripadvisor.com/Attraction_Review-g294013-d20481827-Reviews-Airport_Transfer_Services_in_Abu_Dhabi-Abu_Dhabi_Emirate_of_Abu_Dhabi.html,,2–3 hours,Take the worry out of your arrival to Abu Dhabi Airport (AUH) and pre-book a private transfer to suit your group size (up…,,Free cancellation,from,$282.84,per group,More info
,,By Go 360,,https://www.tripadvisor.com/AttractionProductReview-g294013-d21094564-Super_Saver_Premium_Skip_Line_Ferrari_World_Theme_Park_Abu_Dhabi_Ticket-Abu_Dhabi_.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/85/4d/2d/caption.jpg?w=500&h=400&s=1,Super Saver Premium Skip Line - Ferrari World Theme Park Abu Dhabi Ticket,606.,https://www.tripadvisor.com/Attraction_Review-g295424-d21067315-Reviews-Go_360-Dubai_Emirate_of_Dubai.html,Attractions & Museums,8–10 hours,"Abu Dhabi is one of the country’s gems providing visitors with an array of amazing sightseeing, shopping, dining and entertainment…",Taking safety measures,,from,$136.76,per adult,More info
,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Flash Horizon Tourism,,https://www.tripadvisor.com/AttractionProductReview-g298063-d13004107-Full_Day_Abu_Dhabi_City_Tour_from_Ras_Al_Khaima-Ras_Al_Khaimah_Emirate_of_Ras_Al_K.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/65/53/8c/caption.jpg?w=500&h=400&s=1,Full Day Abu Dhabi City Tour from Ras Al Khaima,607.,https://www.tripadvisor.com/Attraction_Review-g295424-d15690357-Reviews-Flash_Horizon_Tourism-Dubai_Emirate_of_Dubai.html,Full-day Tours,6+ hours,"Explore and Enjoy a full day tour to the UAE’s ultra-modern capital ""Abu Dhabi"".

 Stroll around the white marble masterpiece…",,Free cancellation,from,$136.00,per adult,More info
,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Vidi Guides,,https://www.tripadvisor.com/AttractionProductReview-g294013-d23712345-Abu_Dhabi_Mina_Zayed_Independent_Walking_Tour-Abu_Dhabi_Emirate_of_Abu_Dhabi.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/99/6b/9c/caption.jpg?w=500&h=400&s=1,Abu Dhabi - Mina Zayed Self-Guided Audio Walking Tour,608.,https://www.tripadvisor.com/Attraction_Review-g186338-d20995836-Reviews-Vidi_Guides-London_England.html,City Tours,1 hour,"Explore Abu Dhabi’s Mina Zayed Port, a bustling hive of carpets souks, date markets and fishing boats, with this immersive…",Taking safety measures,Free cancellation,from,$20.75,per adult,More info
,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Daytur Dubai,,https://www.tripadvisor.com/AttractionProductReview-g295424-d21016913-Private_Sheikh_Zayed_Mosque_visit_with_High_Tea_At_Emirates_Palace-Dubai_Emirate_o.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/6b/4f/64/caption.jpg?w=500&h=400&s=1,Private Sheikh Zayed Mosque visit with High Tea At Emirates Palace,609.,https://www.tripadvisor.com/Attraction_Review-g295424-d10207915-Reviews-Daytur_Dubai-Dubai_Emirate_of_Dubai.html,Bus Tours,6 hours,A private trip from Dubai to explore Abu Dhabi’s main iconic attraction Sheikh Zayed Mosque and enjoy a afternoon traditional…,Taking safety measures,Free cancellation,from,$180.00,per adult,More info
,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Adventure Point Tourism LLC,,https://www.tripadvisor.com/AttractionProductReview-g295424-d19423247-6_Emirates_Tours_In_1_Day_With_Lunch-Dubai_Emirate_of_Dubai.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/59/75/a4/caption.jpg?w=500&h=400&s=1,6 Emirates Tours In 1 Day With Lunch,610.,https://www.tripadvisor.com/Attraction_Review-g295424-d19350981-Reviews-Adventure_Point_Tourism_LLC-Dubai_Emirate_of_Dubai.html,Full-day Tours,6+ hours,"Hotel Pick up from Hotel in Dubai

Delcious Lunch during the tour

Islamic Art Museum

Fish Market & Central Souk

Sharjah…",,Free cancellation,from,$216.02,per adult,More info
,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Nice Dubai Tours,,https://www.tripadvisor.com/AttractionProductReview-g295424-d21193260-Enjoy_Private_8_Day_Dubai_Tour_with_Abu_Dhabi_and_Desert_Safari-Dubai_Emirate_of_D.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/b1/ca/e6/caption.jpg?w=500&h=400&s=1,Enjoy Private 8-Day Dubai Tour with Abu Dhabi and Desert Safari,611.,https://www.tripadvisor.com/Attraction_Review-g295424-d20259717-Reviews-Nice_Dubai_Tours-Dubai_Emirate_of_Dubai.html,Adventure Tours,3+ days,"This is a 7 nights Dubai & Abu Dhabi package which includes hotel stay with daily breakfast, Dubai city tour, Dhow cruise…",,Free cancellation,from,"$1,750.00",per adult,More info
,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By My Arabian Gate Tours & Safari,,https://www.tripadvisor.com/AttractionProductReview-g294013-d20271137-Overnight_Desert_Safari-Abu_Dhabi_Emirate_of_Abu_Dhabi.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/15/02/74/caption.jpg?w=500&h=400&s=1,Overnight Desert Safari,612.,https://www.tripadvisor.com/Attraction_Review-g294013-d19644247-Reviews-My_Arabian_Gate_Tours_Safari-Abu_Dhabi_Emirate_of_Abu_Dhabi.html,Bus Tours,6+ hours,Discover and experience the magic night beauty of the desert by staying in Bedouin camp. It is an opportunity for you to…,,Free cancellation,from,$139.80,per adult,More info
,,By Dubai Cola Tours,,https://www.tripadvisor.com/AttractionProductReview-g295424-d19010233-Abu_Dhabi_Full_Day_Tour_From_Dubai_Hotels-Dubai_Emirate_of_Dubai.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/62/83/f2/caption.jpg?w=500&h=400&s=1,Abu Dhabi Full-Day Tour From Dubai Hotels,613.,https://www.tripadvisor.com/Attraction_Review-g295424-d10211669-Reviews-Dubai_Cola_Tours-Dubai_Emirate_of_Dubai.html,Full-day Tours,6+ hours,"Explore the highlights of Abu Dhabi city and visit the Grand Mosque, Take pictures at Emirates Palace hotel,Ferrari Park…",Taking safety measures,,from,$85.00,per adult,More info
,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Dubai Canal Cruise,,https://www.tripadvisor.com/AttractionProductReview-g295424-d15041252-Full_day_Ferrari_World_Tour_with_private_Transfer_for_1_to_7_people-Dubai_Emirate_.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/d4/66/c0/caption.jpg?w=500&h=400&s=1,Full day Ferrari World Tour with private Transfer for 1 to 7 people,614.,https://www.tripadvisor.com/Attraction_Review-g295424-d14972290-Reviews-Dubai_Canal_Cruise-Dubai_Emirate_of_Dubai.html,City Tours,6+ hours,"Abu Dhabi Ferrari World is one of the world’s largest amusement parks, So ready to have a extreme fun?. Get your Ferrari…",Taking safety measures,Free cancellation,from,$950.00,per group,More info
,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Dubai Daily Tours,,https://www.tripadvisor.com/AttractionProductReview-g295424-d15139292-4_in_1_package_sale_Dubai_City_tour_Safari_dinner_cruise_Abu_Dhabi_City_tour-Dubai.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5e/43/88/caption.jpg?w=500&h=400&s=1,4 in 1 package sale (Dubai City tour-Safari-dinner cruise-Abu Dhabi City tour),615.,https://www.tripadvisor.com/Attraction_Review-g295424-d6212946-Reviews-Dubai_Daily_Tours-Dubai_Emirate_of_Dubai.html,Bus Tours,2–4 days,"Pickup for city tour: 08:30  till 09:30AM depend on season and hotel location 

 Pick up for safari : 02:30 till 03:00 PM…",,Free cancellation,from,$217.78,per adult,More info
,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Dubai Canal Cruise,,https://www.tripadvisor.com/AttractionProductReview-g295424-d15016705-Private_Abu_Dhabi_City_Tour_From_Dubai-Dubai_Emirate_of_Dubai.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/6d/7d/ea/caption.jpg?w=500&h=400&s=1,Private Abu Dhabi City Tour From Dubai,616.,https://www.tripadvisor.com/Attraction_Review-g295424-d14972290-Reviews-Dubai_Canal_Cruise-Dubai_Emirate_of_Dubai.html,Bus Tours,6+ hours,"Its Abu Dhabi City tour Capital Emirate of the 7 Emirates - Abu Dhabi.  wonderful skyscrapers, beautiful villas, world most…",Taking safety measures,Free cancellation,from,$185.00,per adult,More info
,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By My Holidays Adventures,,https://www.tripadvisor.com/AttractionProductReview-g294013-d19147860-Dubai_Private_Tour_from_Abu_Dhabi_BK_148_Burj_Al_Arab_Drinks_MyHolidaysAdventures-.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5a/eb/a8/caption.jpg?w=500&h=400&s=1,Dubai Private Tour from Abu Dhabi: BK 148 Burj Al Arab Drinks | MyHolidaysAdventures,617.,https://www.tripadvisor.com/Attraction_Review-g295424-d9792358-Reviews-My_Holidays_Adventures-Dubai_Emirate_of_Dubai.html,Full-day Tours,9–10 hours,"Book the Private Dubai Tour from Abu Dhabi including Burj Khalifa VIP SKY Lounge Sunset Tickets for the 148th, 125th & 124th…",,Free cancellation,from,$709.19,per adult,More info
,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Top 10 Dubai Tours,,https://www.tripadvisor.com/AttractionProductReview-g295424-d13812738-Combo_Ticket_Ferrari_World_Yas_Waterworld_Abu_Dhabi-Dubai_Emirate_of_Dubai.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/58/ad/3a/caption.jpg?w=500&h=400&s=1,Combo Ticket: Ferrari World & Yas Waterworld Abu Dhabi,618.,https://www.tripadvisor.com/Attraction_Review-g295424-d12183473-Reviews-Top_10_Dubai_Tours-Dubai_Emirate_of_Dubai.html,Full-day Tours,8–9 hours,Spend the day at the Yas Island with this combined trip to Ferrari World Theme Park and Yas Water world. Boasting one-of…,,Free cancellation,from,$190.00,per adult,More info
,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By My Holidays Adventures,,https://www.tripadvisor.com/AttractionProductReview-g294013-d19147857-Dubai_Private_Tour_from_Abu_Dhabi_with_Burj_Khalifa_SKY_148_MyHolidaysAdventures-A.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5a/eb/9c/caption.jpg?w=500&h=400&s=1,Dubai Private Tour from Abu Dhabi with Burj Khalifa SKY 148 | MyHolidaysAdventures,619.,https://www.tripadvisor.com/Attraction_Review-g295424-d9792358-Reviews-My_Holidays_Adventures-Dubai_Emirate_of_Dubai.html,Full-day Tours,8–10 hours,Book the Private Dubai Tour from Abu Dhabi with Burj Khalifa SKY VIP Tickets for the 148th floor VIP Lounge including 125th…,,Free cancellation,from,$505.11,per adult,More info
,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By TG Abu Dhabi,,https://www.tripadvisor.com/AttractionProductReview-g295424-d17814159-Private_Abu_dhabi_Tour-Dubai_Emirate_of_Dubai.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/ef/34/d2/caption.jpg?w=500&h=400&s=1,Private Abu dhabi Tour,620.,https://www.tripadvisor.com/Attraction_Review-g295424-d18969011-Reviews-TG_Abu_Dhabi-Dubai_Emirate_of_Dubai.html,Bus Tours,6+ hours,"Because of low rate and customer satisfication of visit.

We are providing whole attractions in abu dhabi.SZGMC Ferrari …",Taking safety measures,Free cancellation,from,$130.00,per group,More info
,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Liwa Adventure Tours & Safari,,https://www.tripadvisor.com/AttractionProductReview-g294013-d20060602-Abu_Dhabi_Private_Desert_Camping_With_BBQ_Dinner-Abu_Dhabi_Emirate_of_Abu_Dhabi.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/d1/41/46/caption.jpg?w=500&h=400&s=1,Abu Dhabi Private Desert Camping With BBQ Dinner,621.,https://www.tripadvisor.com/Attraction_Review-g294013-d19879145-Reviews-Liwa_Adventure_Tours_Safari-Abu_Dhabi_Emirate_of_Abu_Dhabi.html,Shore Excursions,6+ hours,"After an exciting desert safari by day, experience the magic of the desert by night. Discover its uniquely quiet atmosphere…",Taking safety measures,Free cancellation,from,$210.00,per adult,More info
,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Moon Rock Travel,,https://www.tripadvisor.com/AttractionProductReview-g294013-d19965336-Private_Abu_Dhabi_City_Tour_Ferrari_World_Tour_for_1_to_5_people_from_Dubai-Abu_Dh.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/b5/2e/ac/caption.jpg?w=500&h=400&s=1,Private Abu Dhabi City Tour & Ferrari World Tour for 1 to 5 people from Dubai,622.,https://www.tripadvisor.com/Attraction_Review-g295424-d19891109-Reviews-Moon_Rock_Travel-Dubai_Emirate_of_Dubai.html,Attractions & Museums,6+ hours,"We offer Private Full day Abu Dhabi City Tour with Ferrari World Ticket & Grand mosque visit with ticket, Enjoy more then…",Taking safety measures,Free cancellation,from,$985.00,per group,More info
,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Escape Events,,https://www.tripadvisor.com/AttractionProductReview-g294013-d19604298-Bedouin_Overnight_Desert_Camp-Abu_Dhabi_Emirate_of_Abu_Dhabi.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/d4/75/b3/caption.jpg?w=500&h=400&s=1,Bedouin Overnight Desert Camp,623.,https://www.tripadvisor.com/Attraction_Review-g294013-d19592609-Reviews-Escape_Events-Abu_Dhabi_Emirate_of_Abu_Dhabi.html,,1 day,"A very authentic and private desert experience for your group. It is the perfect way to celebrate a special birthday, spend…",,Free cancellation,from,"$1,919.99",per group,More info
,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Travco Dubai,,https://www.tripadvisor.com/AttractionProductReview-g294013-d21253754-Dubai_City_Tour_from_Abu_Dhabi-Abu_Dhabi_Emirate_of_Abu_Dhabi.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/e3/6e/11/caption.jpg?w=500&h=400&s=1,Dubai City Tour from Abu Dhabi,624.,https://www.tripadvisor.com/Attraction_Review-g295424-d17748101-Reviews-Travco_Dubai-Dubai_Emirate_of_Dubai.html,Bus Tours,8–10 hours,"This tour will take you to the very distinguished sites of Dubai. During your tour, you will feel the invigorating atmosphere…",Taking safety measures,Free cancellation,from,$121.62,per adult,More info
,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Travel Dubai,,https://www.tripadvisor.com/AttractionProductReview-g295424-d21193919-Full_Day_Tour_to_Sheikh_Zayed_Grand_Mosque_with_Desert_Safari-Dubai_Emirate_of_Dub.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/b1/d0/a8/caption.jpg?w=500&h=400&s=1,Full-Day Tour to Sheikh Zayed Grand Mosque with Desert Safari,625.,https://www.tripadvisor.com/Attraction_Review-g295424-d21104669-Reviews-Travel_Dubai-Dubai_Emirate_of_Dubai.html,City Tours,6+ hours,A visit to Sheikh Zayed Grand Mosque is a must do when you visit U.A.E. The mosque is an architectural masterpiece created…,Taking safety measures,Free cancellation,from,$75.00,per adult,More info
,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Sougat Travel & Tours,,https://www.tripadvisor.com/AttractionProductReview-g294013-d17990077-Abu_Dhabi_City_Tour_Warner_Bros_World-Abu_Dhabi_Emirate_of_Abu_Dhabi.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/83/04/caption.jpg?w=500&h=400&s=1,Abu Dhabi City Tour & Warner Bros World,626.,https://www.tripadvisor.com/Attraction_Review-g295424-d9980051-Reviews-Sougat_Travel_Tours-Dubai_Emirate_of_Dubai.html,Attractions & Museums,9–10 hours,"Explore the all fantasy character of Warner Bros like –Tom & Jerry ,Bugs Bunny , Scooby Doo Looney Tunes and don’t miss …",Taking safety measures,Free cancellation,from,$200.00,per adult,More info
,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Liwa Adventure Tours & Safari,,https://www.tripadvisor.com/AttractionProductReview-g294013-d19978704-Romantic_Dune_Dinner_At_Empty_Quarter-Abu_Dhabi_Emirate_of_Abu_Dhabi.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/ba/33/71/caption.jpg?w=500&h=400&s=1,Romantic Dune Dinner At Empty Quarter,627.,https://www.tripadvisor.com/Attraction_Review-g294013-d19879145-Reviews-Liwa_Adventure_Tours_Safari-Abu_Dhabi_Emirate_of_Abu_Dhabi.html,Adventure Tours,11–12 hours,"Experience a empty quarter desert, surprise you’re someone special with a private safari and a romantic set up in the desert…",Taking safety measures,Free cancellation,from,"$1,556.13",per group,More info
