WlYyy,cctrW,iPqaD,FmrIP href,dugSS src,bUshh,cIVmB,iPqaD href 2,iPqaD href 3,WlYyy 2,WlYyy 3,ySnDE,WlYyy 4,WlYyy 5,cctrW 2,ccVGl,WlYyy 6,ccVGl 2,WlYyy 7,dXxty
7,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Sightseeing Point Tours,https://www.tripadvisor.com/AttractionProductReview-g187323-d11471450-Private_Day_Tour_to_Potsdam_from_Berlin_by_Minivan-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/12/92/2c/caption.jpg?w=500&h=400&s=1,Private Day Tour to Potsdam from Berlin by Minivan,149.,https://www.tripadvisor.com/AttractionProductReview-g187323-d11471450-Private_Day_Tour_to_Potsdam_from_Berlin_by_Minivan-Berlin.html#REVIEWS,https://www.tripadvisor.com/Attraction_Review-g187323-d3275843-Reviews-Sightseeing_Point_Tours-Berlin.html,Bus Tours,6 hours,"Visit beautiful Potsdam, a city nearly completely listed as UNESCO World Heritage Site. Enjoy the relaxing gardens and palaces…",Free cancellation,,,from,$390.32,per adult,More info,
1,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Babylon Tours Berlin,https://www.tripadvisor.com/AttractionProductReview-g187323-d19893255-Skip_the_line_Neues_Museum_Pergamon_Museum_Guided_Tour_Private_Tour-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/9a/c3/0b/caption.jpg?w=500&h=400&s=1,Skip-the-line Neues Museum & Pergamon Museum Guided Tour - Private Tour,150.,https://www.tripadvisor.com/AttractionProductReview-g187323-d19893255-Skip_the_line_Neues_Museum_Pergamon_Museum_Guided_Tour_Private_Tour-Berlin.html#REVIEWS,https://www.tripadvisor.com/Attraction_Review-g187323-d15844389-Reviews-Babylon_Tours_Berlin-Berlin.html,Walking Tours,2–3 hours,Get lost in the cultures of Ancient Egypt and Mesopotamia on this private guided tour of two of the most important cultural…,Free cancellation,,,from,$173.89,per adult,More info,Taking safety measures
6,,,,,,,,,1,5,,7,,,,,,,
644 places sorted by traveler favorites,"Tours, activities and experiences bookable on Tripadvisor, ranked using exclusive Tripadvisor data including reviews, ratings, photos, popularity, user preferences, price, and bookings made through Tripadvisor.",Clear all filters,,,,,,,,,,,,,,,,,
4,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Nirit Ben-Joseph Tours,https://www.tripadvisor.com/AttractionProductReview-g187323-d17349910-4_hours_walking_tour_The_Best_of_Berlin-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/60/f4/26/caption.jpg?w=500&h=400&s=1,"4 hours walking tour ""The Best of Berlin""",181.,https://www.tripadvisor.com/AttractionProductReview-g187323-d17349910-4_hours_walking_tour_The_Best_of_Berlin-Berlin.html#REVIEWS,https://www.tripadvisor.com/Attraction_Review-g187323-d4469242-Reviews-Nirit_Ben_Joseph_Tours-Berlin.html,Half-day Tours,4 hours,I am one of the longest working and most experienced jewish Berlin guides. Already in 1987 I came to live in Berlin as to…,Free cancellation,,,from,$305.47,per group,More info,
,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By REMAZ TOURS GmbH,https://www.tripadvisor.com/AttractionProductReview-g187323-d15068065-Berlin_City_Tour_with_Hotel_pick_up_and_Drop_off-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/63/41/11/caption.jpg?w=500&h=400&s=1,Berlin City Tour with Hotel pick up and Drop off,182.,,https://www.tripadvisor.com/Attraction_Review-g187323-d15700385-Reviews-REMAZ_TOURS_GmbH-Berlin.html,Bus Tours,4 hours,"• Charlottenburg Castle

 • The Reichstag

 • Berlin Cathedral

 • Museum Island

 • Bellevue Palace

 • Victory Column

 • …",Free cancellation,SPECIAL OFFER,,from,$104.93,per adult,More info,
,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Original Berlin Tours,https://www.tripadvisor.com/AttractionProductReview-g187323-d13286560-Original_Berlin_New_Year_s_Eve_Pub_Crawl_Silvester-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/66/c3/67/caption.jpg?w=500&h=400&s=1,Original Berlin New Year's Eve Pub Crawl (Silvester),183.,,https://www.tripadvisor.com/Attraction_Review-g187323-d3923272-Reviews-Original_Berlin_Tours-Berlin.html,Public Transportation Tours,4–5 hours,The Original Berlin New Year’s Eve Pub Crawl is your ticket to Berlin New Year’s (commonly known as Berlin Silvester / Sylvester…,Free cancellation,,,from,$78.06,per adult,More info,
3,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Private Tour Berlin,https://www.tripadvisor.com/AttractionProductReview-g187323-d15597511-Group_Walking_Tour_1_20_people_3_Hours_the_Wall_Third_Reich_WW2_Cold_War-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/cf/cd/b0/caption.jpg?w=500&h=400&s=1,"Group Walking Tour (1 - 20 people): 3 Hours the Wall, Third Reich, WW2, Cold War",184.,https://www.tripadvisor.com/AttractionProductReview-g187323-d15597511-Group_Walking_Tour_1_20_people_3_Hours_the_Wall_Third_Reich_WW2_Cold_War-Berlin.html#REVIEWS,https://www.tripadvisor.com/Attraction_Review-g187323-d2495095-Reviews-Private_Tour_Berlin-Berlin.html,Ports of Call Tours,3 hours,"Le us fascinate you on your private Berlin tour with the historical, architectural and political highlights of this multi…",Free cancellation,,,from,$265.87,per group,More info,Taking safety measures
3,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Private Tour Berlin,https://www.tripadvisor.com/AttractionProductReview-g187323-d15525710-Group_Walking_Tour_1_20_people_3_Hours_Old_town_Brandenburg_Gate_and_more-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/6b/2a/70/caption.jpg?w=500&h=400&s=1,"Group Walking Tour (1-20 people): 3 Hours Old-town, Brandenburg Gate and more...",185.,https://www.tripadvisor.com/AttractionProductReview-g187323-d15525710-Group_Walking_Tour_1_20_people_3_Hours_Old_town_Brandenburg_Gate_and_more-Berlin.html#REVIEWS,https://www.tripadvisor.com/Attraction_Review-g187323-d2495095-Reviews-Private_Tour_Berlin-Berlin.html,Walking Tours,3 hours,"3 HOURS Private Walking Tour Berlin

Experience on a private Berlin walking tour the highlights of Germany's capital city…",Free cancellation,,,from,$275.20,per group,More info,Taking safety measures
3,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Fat Tire Tours Berlin,https://www.tripadvisor.com/AttractionProductReview-g187323-d11450240-Potsdam_Bike_Tour_with_Rail_Transport_from_Berlin-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/64/10/70/caption.jpg?w=500&h=400&s=1,Potsdam Bike Tour with Rail Transport from Berlin,186.,https://www.tripadvisor.com/AttractionProductReview-g187323-d11450240-Potsdam_Bike_Tour_with_Rail_Transport_from_Berlin-Berlin.html#REVIEWS,https://www.tripadvisor.com/Attraction_Review-g187323-d736467-Reviews-Fat_Tire_Tours_Berlin-Berlin.html,City Tours,6–7 hours,"Take a day-trip from Berlin and discover UNESCO World Heritage listed Potsdam, all by the seat of your bike! From park lands…",Free cancellation,,,from,$79.20,per adult,More info,Taking safety measures
1,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By City Unscripted Berlin,https://www.tripadvisor.com/AttractionProductReview-g187323-d11992114-Christmas_In_Berlin_Private_Experience_With_A_City_Host-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/a9/38/43/caption.jpg?w=500&h=400&s=1,Christmas In Berlin: Private Experience With A City Host,187.,https://www.tripadvisor.com/AttractionProductReview-g187323-d11992114-Christmas_In_Berlin_Private_Experience_With_A_City_Host-Berlin.html#REVIEWS,https://www.tripadvisor.com/Attraction_Review-g187323-d17413572-Reviews-City_Unscripted_Berlin-Berlin.html,Walking Tours,3 hours,Private and personalised Berlin Christmas experience with a Local Host. Some of the most magical Christmas traditions are…,Free cancellation,,,from,$140.31,per adult,More info,Taking safety measures
1,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Kaibel & Erdmann Stadtrundfahrten,https://www.tripadvisor.com/AttractionProductReview-g187323-d17539087-Airport_Transfer_Berlin_for_max_8_persons-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/83/8c/0b/caption.jpg?w=500&h=400&s=1,Airport Transfer Berlin for max 8 persons,188.,https://www.tripadvisor.com/AttractionProductReview-g187323-d17539087-Airport_Transfer_Berlin_for_max_8_persons-Berlin.html#REVIEWS,https://www.tripadvisor.com/Attraction_Review-g187323-d17424675-Reviews-Kaibel_Erdmann_Stadtrundfahrten-Berlin.html,,1–60 minutes,The chauffeur will wait one hour after the actual arrival time of the flight at the airport and 15 minutes after the scheduled…,Free cancellation,,,from,$226.27,per group,More info,Taking safety measures
4,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By History Bites,https://www.tripadvisor.com/AttractionProductReview-g187323-d18479848-Hummus_Walk_Arabic_Tastes_of_Berlin-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/9c/98/60/caption.jpg?w=500&h=400&s=1,Hummus Walk: Arabic Tastes of Berlin,189.,https://www.tripadvisor.com/AttractionProductReview-g187323-d18479848-Hummus_Walk_Arabic_Tastes_of_Berlin-Berlin.html#REVIEWS,https://www.tripadvisor.com/Attraction_Review-g187323-d18338267-Reviews-History_Bites-Berlin.html,Walking Tours,2 hours,"Join us for a walk along Sonnenallee, one of Berlin's liveliest streets in the heart of Neukölln. We will visit family-run…",Free cancellation,,,from,$50.91,per adult,More info,Taking safety measures
5,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Free Berlin - Authentische Radtouren,https://www.tripadvisor.com/AttractionProductReview-g187323-d11485360-Private_Berlin_Wall_and_Third_Reich_History_3_Hour_Bike_Tour-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f7/98/08/caption.jpg?w=500&h=400&s=1,Private Berlin Wall and Third Reich History 3-Hour Bike Tour,190.,https://www.tripadvisor.com/AttractionProductReview-g187323-d11485360-Private_Berlin_Wall_and_Third_Reich_History_3_Hour_Bike_Tour-Berlin.html#REVIEWS,https://www.tripadvisor.com/Attraction_Review-g187323-d2243513-Reviews-Free_Berlin_Authentische_Radtouren-Berlin.html,Bike Tours,3 hours,Enjoy a private 3-hour bike tour and experience Berlin's 20th century history off the beaten tourist trail. Learn about …,Free cancellation,,,from,$55.44,per adult,More info,Taking safety measures
5,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Oldie Käfer Tour Berlin,https://www.tripadvisor.com/AttractionProductReview-g187323-d13111323-4h_Berlin_Discovery_Tour_in_an_Oldtimer_Volkswagen_Beetle-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/d4/82/5a/caption.jpg?w=500&h=400&s=1,4h Berlin Discovery Tour in an Oldtimer Volkswagen Beetle,191.,https://www.tripadvisor.com/AttractionProductReview-g187323-d13111323-4h_Berlin_Discovery_Tour_in_an_Oldtimer_Volkswagen_Beetle-Berlin.html#REVIEWS,https://www.tripadvisor.com/Attraction_Review-g187323-d8764467-Reviews-Oldie_Kafer_Tour_Berlin-Berlin.html,Classic Car Tours,4 hours,Discover Berlin in a true classic VW Beetle and let your road map lead you to the highlights of the city. Enjoy a truly …,Free cancellation,,,from,$122.19,per group,More info,Taking safety measures
6,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Berlinade Tours,https://www.tripadvisor.com/AttractionProductReview-g187323-d17475558-Alternative_tour_History_off_the_beaten_path-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/d1/e1/10/caption.jpg?w=500&h=400&s=1,"Alternative tour, History off the beaten path",192.,https://www.tripadvisor.com/AttractionProductReview-g187323-d17475558-Alternative_tour_History_off_the_beaten_path-Berlin.html#REVIEWS,https://www.tripadvisor.com/Attraction_Review-g187323-d12095920-Reviews-Berlinade_Tours-Berlin.html,Walking Tours,3 hours,I am passionate about the history of Berlin and its evolution and I have lived there for almost 8 years. It is with pleasure…,Free cancellation,,,from,$51.99,per adult,More info,
3,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Insight Cities Berlin,https://www.tripadvisor.com/AttractionProductReview-g187323-d11475256-In_Search_of_Jewish_Berlin_Small_Group_3_hour_Tour-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5a/51/2a/caption.jpg?w=500&h=400&s=1,In Search of Jewish Berlin - Small Group 3-hour Tour,193.,https://www.tripadvisor.com/AttractionProductReview-g187323-d11475256-In_Search_of_Jewish_Berlin_Small_Group_3_hour_Tour-Berlin.html#REVIEWS,https://www.tripadvisor.com/Attraction_Review-g187323-d8022712-Reviews-Insight_Cities_Berlin-Berlin.html,City Tours,3 hours,Your focus for this 3-hour history tour will be the main sites of Berlin’s 19th and 20th century Jewish history and the …,Free cancellation,,,from,$96.99,per adult,More info,
4,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Leo Rikscha,https://www.tripadvisor.com/AttractionProductReview-g187323-d20107737-Berlin_Rickshaw_Tours_Historical_Photo_City_Tour_120min_Sightseeing-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/e1/0e/65/caption.jpg?w=500&h=400&s=1,Berlin Rickshaw Tours Historical & Photo City Tour 120min - Sightseeing,194.,https://www.tripadvisor.com/AttractionProductReview-g187323-d20107737-Berlin_Rickshaw_Tours_Historical_Photo_City_Tour_120min_Sightseeing-Berlin.html#REVIEWS,https://www.tripadvisor.com/Attraction_Review-g187323-d17731855-Reviews-Leo_Rikscha-Berlin.html,Segway Tours,2 hours,Save time and see Berlin's top sights faster than a hike by going on a rickshaw adventure. Get a close-up view of the sights…,Free cancellation,,,from,$184.74,per group,More info,
10,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Gablinger Berlin Tours,https://www.tripadvisor.com/AttractionProductReview-g187323-d16723108-Jewish_Berlin_Walking_tour_The_Old_Jewish_Quarter_private_3_Hours_tour-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/ce/e3/8e/caption.jpg?w=500&h=400&s=1,Jewish Berlin: Walking tour The Old Jewish Quarter (private 3 Hours tour),195.,https://www.tripadvisor.com/AttractionProductReview-g187323-d16723108-Jewish_Berlin_Walking_tour_The_Old_Jewish_Quarter_private_3_Hours_tour-Berlin.html#REVIEWS,https://www.tripadvisor.com/Attraction_Review-g187323-d2036910-Reviews-Gablinger_Berlin_Tours-Berlin.html,Walking Tours,3 hours,Discover Berlin's Jewish Quarter through the eyes of people who are active in Jewish life in Berlin. All of our guides are…,Free cancellation,100% of travelers recommend this experience,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,from,$259.91,per group,More info,
2,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Withlocals,https://www.tripadvisor.com/AttractionProductReview-g187323-d17539461-The_Best_Museum_Island_Private_Tour_Berlin_Dome_Ticket-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/be/d0/26/caption.jpg?w=500&h=400&s=1,The Best Museum Island Private Tour & Berlin Dome Ticket,196.,https://www.tripadvisor.com/AttractionProductReview-g187323-d17539461-The_Best_Museum_Island_Private_Tour_Berlin_Dome_Ticket-Berlin.html#REVIEWS,https://www.tripadvisor.com/Attraction_Review-g187323-d10507977-Reviews-Withlocals-Berlin.html,Walking Tours,2 hours,"Ready for an enriching experience in Berlin? On this unique tour, explore Berlin's Museum Island in depth with your local…",Free cancellation,,,from,$58.83,per adult,More info,Taking safety measures
3,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By HolaBerlin,https://www.tripadvisor.com/AttractionProductReview-g187323-d12936018-Private_Airport_Shuttle_Service_in_Berlin-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/52/e3/07/caption.jpg?w=500&h=400&s=1,Private Airport Shuttle Service in Berlin,197.,https://www.tripadvisor.com/AttractionProductReview-g187323-d12936018-Private_Airport_Shuttle_Service_in_Berlin-Berlin.html#REVIEWS,https://www.tripadvisor.com/Attraction_Review-g187323-d1457550-Reviews-HolaBerlin-Berlin.html,,30–50 minutes,PRIVATE and COMFORTABLE transportation services for passengers arriving in Berlin at BER - IBB Berlin-Brandenburg International…,Free cancellation,,,from,$107.48,per group,More info,Taking safety measures
15,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By The Wall Museum,https://www.tripadvisor.com/AttractionProductReview-g187323-d17619153-Your_ticket_to_The_Wall_Museum_Berlin-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/8d/62/ef/caption.jpg?w=500&h=400&s=1,Your ticket to The Wall Museum Berlin,198.,https://www.tripadvisor.com/AttractionProductReview-g187323-d17619153-Your_ticket_to_The_Wall_Museum_Berlin-Berlin.html#REVIEWS,https://www.tripadvisor.com/Attraction_Review-g187323-d10109747-Reviews-The_Wall_Museum-Berlin.html,Skip-the-Line Tours,45–60 minutes,"Exciting, multimedia and emotional.

The true story of the wall.

A must for anyone who wants to grasp one of the most dramatic…",Free cancellation,,,from,$11.03,per adult,More info,Taking safety measures
1,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Taxi2Airport Berlin,https://www.tripadvisor.com/AttractionProductReview-g187323-d18972044-Private_Airport_Transfer_from_Berlin_to_Brandenburg_Airport_BER-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/3d/94/ac/caption.jpg?w=500&h=400&s=1,Private Airport Transfer: from Berlin to Brandenburg Airport (BER),199.,https://www.tripadvisor.com/AttractionProductReview-g187323-d18972044-Private_Airport_Transfer_from_Berlin_to_Brandenburg_Airport_BER-Berlin.html#REVIEWS,https://www.tripadvisor.com/Attraction_Review-g187323-d20053986-Reviews-Taxi2Airport_Berlin-Berlin.html,,40 minutes,Book here your safe and reliable Private Airport Transfer from your hotel or location within the Berlin city area to Berlin…,Free cancellation,,,from,$18.98,per adult,More info,Taking safety measures
1,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By REMAZ TOURS GmbH,https://www.tripadvisor.com/AttractionProductReview-g187323-d15831124-Walking_Tour_of_Brandenburg_an_der_Havel-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/63/46/9a/caption.jpg?w=500&h=400&s=1,Walking Tour of Brandenburg an der Havel,200.,https://www.tripadvisor.com/AttractionProductReview-g187323-d15831124-Walking_Tour_of_Brandenburg_an_der_Havel-Berlin.html#REVIEWS,https://www.tripadvisor.com/Attraction_Review-g187323-d15700385-Reviews-REMAZ_TOURS_GmbH-Berlin.html,Rail Tours,6 hours,"Start Time: 09:00 

Start point: Hotel lobby or Airport terminal 

Duration of the tour: 6 hours 

Tour escorted by tour…",Free cancellation,,,from,$107.03,per adult,More info,
2,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Leo Rikscha,https://www.tripadvisor.com/AttractionProductReview-g187323-d20099862-Rickshaw_Sightseeing_Tours_Berlin_Highlights_Berlin_Rickshaw_city_tour-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/de/50/0e/caption.jpg?w=500&h=400&s=1,Rickshaw Sightseeing Tours Berlin - Highlights Berlin - Rickshaw city tour,201.,https://www.tripadvisor.com/AttractionProductReview-g187323-d20099862-Rickshaw_Sightseeing_Tours_Berlin_Highlights_Berlin_Rickshaw_city_tour-Berlin.html#REVIEWS,https://www.tripadvisor.com/Attraction_Review-g187323-d17731855-Reviews-Leo_Rikscha-Berlin.html,Tuk Tuk Tours,1 hour,"100% eco rickshaw CO2 free

City tour Berlin Leo Rickshaw Sightseeing Where should you go? To the opera, the Olympic Stadium…",Free cancellation,,,from,$84.29,per group,More info,
1,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Leo Rikscha,https://www.tripadvisor.com/AttractionProductReview-g187323-d20372462-Romantic_Rickshaw_City_and_Photo_Tour_Rickshaw_Sightseeing-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/8f/24/23/caption.jpg?w=500&h=400&s=1,Romantic Rickshaw City and Photo Tour -Rickshaw Sightseeing,202.,https://www.tripadvisor.com/AttractionProductReview-g187323-d20372462-Romantic_Rickshaw_City_and_Photo_Tour_Rickshaw_Sightseeing-Berlin.html#REVIEWS,https://www.tripadvisor.com/Attraction_Review-g187323-d17731855-Reviews-Leo_Rikscha-Berlin.html,Segway Tours,1–2 hours,Easily and quickly reach the sights of the capital and get to know Berlin better in a relaxed atmosphere. Where should it…,Free cancellation,,,from,$99.56,per group,More info,Taking safety measures
1,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Oldie Käfer Tour Berlin,https://www.tripadvisor.com/AttractionProductReview-g187323-d15001083-2h_Berlin_Discovery_Tour_in_an_Vintage_Volkswagen_Beetle-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/d4/82/03/caption.jpg?w=500&h=400&s=1,2h Berlin Discovery Tour in an Vintage Volkswagen Beetle,203.,https://www.tripadvisor.com/AttractionProductReview-g187323-d15001083-2h_Berlin_Discovery_Tour_in_an_Vintage_Volkswagen_Beetle-Berlin.html#REVIEWS,https://www.tripadvisor.com/Attraction_Review-g187323-d8764467-Reviews-Oldie_Kafer_Tour_Berlin-Berlin.html,Classic Car Tours,2 hours,Discover Berlin in a true classic VW Beetle and let your road map lead you to the highlights of the city. Enjoy a truly …,Free cancellation,,,from,$73.27,per group,More info,Taking safety measures
5,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Travelxsite,https://www.tripadvisor.com/AttractionProductReview-g187323-d13441744-Culinary_Tour_Kreuzberg_de_luxe-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/be/a3/d9/caption.jpg?w=500&h=400&s=1,Culinary Tour Kreuzberg de luxe,204.,https://www.tripadvisor.com/AttractionProductReview-g187323-d13441744-Culinary_Tour_Kreuzberg_de_luxe-Berlin.html#REVIEWS,https://www.tripadvisor.com/Attraction_Review-g187323-d3135617-Reviews-Travelxsite-Berlin.html,Walking Tours,3 hours,"Explore Kreuzberg, one of the hottest places in Berlin. Enjoy an original Berlin sausage at famous Curry 36. Discover typical…",Free cancellation,,,from,$68.04,per adult,More info,Taking safety measures
1,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Original Berlin Walks,https://www.tripadvisor.com/AttractionProductReview-g187323-d17746321-Berlin_Festival_of_Lights_Illuminated_Tour-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/cd/91/81/caption.jpg?w=500&h=400&s=1,Berlin Festival of Lights Illuminated Tour,205.,https://www.tripadvisor.com/AttractionProductReview-g187323-d17746321-Berlin_Festival_of_Lights_Illuminated_Tour-Berlin.html#REVIEWS,https://www.tripadvisor.com/Attraction_Review-g187323-d735931-Reviews-Original_Berlin_Walks-Berlin.html,Walking Tours,2 hours,,Free cancellation,"Visit the Highlights of Berlin during the Festival of Lights , happening once every year for 2 weeks",,from,$22.63,per adult,More info,Taking safety measures
5,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Espresso Tours Berlin,https://www.tripadvisor.com/AttractionProductReview-g187323-d17445396-Berlin_Essentials_The_Free_Tour-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/57/f9/a5/caption.jpg?w=500&h=400&s=1,Berlin Essentials: The Free Tour,206.,https://www.tripadvisor.com/AttractionProductReview-g187323-d17445396-Berlin_Essentials_The_Free_Tour-Berlin.html#REVIEWS,https://www.tripadvisor.com/Attraction_Review-g187323-d17559401-Reviews-Espresso_Tours_Berlin-Berlin.html,Walking Tours,1–2 hours,"Join your experienced, professional guide in the historic center of Berlin for an informative walk detailing the story of…",Free cancellation,,,from,$3.39,per adult,More info,
6,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Essence of Berlin,https://www.tripadvisor.com/AttractionProductReview-g187323-d20433091-Best_of_Berlin_Private_Live_Virtual_Experience-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/40/5d/3c/caption.jpg?w=500&h=400&s=1,Best of Berlin - Private Live Virtual Experience,207.,https://www.tripadvisor.com/AttractionProductReview-g187323-d20433091-Best_of_Berlin_Private_Live_Virtual_Experience-Berlin.html#REVIEWS,https://www.tripadvisor.com/Attraction_Review-g187323-d15798995-Reviews-Essence_of_Berlin-Berlin.html,Walking Tours,1 hour,Explore the beating heart of Berlin and visit the city's most iconic monuments from the comfort of your own home using your…,Free cancellation,,,from,$45.25,per adult,More info,
6,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By silent.move - mobile disco tours,https://www.tripadvisor.com/AttractionProductReview-g187323-d21255537-Silent_disco_through_downtown_Berlin_with_flash_mobs-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/e5/b5/a3/caption.jpg?w=500&h=400&s=1,Silent disco through downtown Berlin with flash mobs,208.,https://www.tripadvisor.com/AttractionProductReview-g187323-d21255537-Silent_disco_through_downtown_Berlin_with_flash_mobs-Berlin.html#REVIEWS,https://www.tripadvisor.com/Attraction_Review-g187323-d21230834-Reviews-Silent_move_mobile_disco_tours-Berlin.html,Nightlife,1–2 hours,"Come on one of the craziest sightseeing tours.

We dance the city and well-known streets. With numerous promotions in combination…",Free cancellation,,,from,$17.76,per adult,More info,Taking safety measures
1,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By townadventure - explore cities playfully,https://www.tripadvisor.com/AttractionProductReview-g187323-d19774600-Berlin_stories_an_exciting_scavenger_hunt_tour-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/0d/22/63/caption.jpg?w=500&h=400&s=1,Berlin stories - an exciting scavenger hunt tour,209.,https://www.tripadvisor.com/AttractionProductReview-g187323-d19774600-Berlin_stories_an_exciting_scavenger_hunt_tour-Berlin.html#REVIEWS,https://www.tripadvisor.com/Attraction_Review-g187331-d16801071-Reviews-Townadventure_explore_cities_playfully-Hamburg.html,Self-guided Tours & Rentals,3 hours,"Spend some time with friends or family and explore Berlin playfully. Together you will visit striking sights, learn interesting…",Free cancellation,,,from,$40.38,per group,More info,
3,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Questo Berlin | City Games & Tours,https://www.tripadvisor.com/AttractionProductReview-g187323-d19057963-Berlin_Hidden_Gems_Exploration_Game-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/48/8f/17/caption.jpg?w=500&h=400&s=1,Berlin Hidden Gems Exploration Game,210.,https://www.tripadvisor.com/AttractionProductReview-g187323-d19057963-Berlin_Hidden_Gems_Exploration_Game-Berlin.html#REVIEWS,https://www.tripadvisor.com/Attraction_Review-g187323-d19512952-Reviews-Questo_Berlin_City_Games_Tours-Berlin.html,Private and Luxury,1–2 hours,Embark on a quest around Berlin by solving clues to uncover iconic places & stories about the local music scene before the…,Free cancellation,,,from,$5.65,per adult,More info,
7,,,,,,,,,1,6,,8,,,,,,,
644 places sorted by traveler favorites,"Tours, activities and experiences bookable on Tripadvisor, ranked using exclusive Tripadvisor data including reviews, ratings, photos, popularity, user preferences, price, and bookings made through Tripadvisor.",Clear all filters,,,,,,,,,,,,,,,,,
