WlYyy,cctrW,iPqaD,iPqaD href,FmrIP href,dugSS src,bUshh,cIVmB,WlYyy 2,iPqaD href 2,WlYyy 3,WlYyy 4,ySnDE,dXxty,WlYyy 5,ccVGl,WlYyy 6,ccVGl 2,WlYyy 7,WlYyy 8,cctrW 2
,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Bluvan,https://www.tripadvisor.com/AttractionProductReview-g187147-d20108537-Transfers_Paris_Charles_de_Gaulle_Airport-Paris_Ile_de_France.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g187147-d20108537-Transfers_Paris_Charles_de_Gaulle_Airport-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/ef/bd/5e/caption.jpg?w=500&h=400&s=1,Transfers Paris - Charles de Gaulle Airport,530.,5,https://www.tripadvisor.com/Attraction_Review-g187147-d20083087-Reviews-Bluvan-Paris_Ile_de_France.html,,15–60 minutes,"Experienced drivers with a good knowledge of Paris.

BLUVAN is the first Parisian shuttle site since 1991.

Competitive …",Taking safety measures,Free cancellation,from,$45.25,per adult,More info,,
,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Parisitour,https://www.tripadvisor.com/AttractionProductReview-g187147-d17516268-Tour_in_2CV_Secret_Paris_3h-Paris_Ile_de_France.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g187147-d17516268-Tour_in_2CV_Secret_Paris_3h-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5d/06/ca/caption.jpg?w=500&h=400&s=1,Tour in 2CV Secret Paris 3h,531.,6,https://www.tripadvisor.com/Attraction_Review-g187147-d7675416-Reviews-Parisitour-Paris_Ile_de_France.html,Classic Car Tours,3 hours,This visit in 2CV of 3h is ideal to discover the city and discover the great Parisian monuments but also unsuspected neighborhoods…,,Free cancellation,from,$406.16,per group,More info,,
,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Meeting the French,,https://www.tripadvisor.com/AttractionProductReview-g187147-d11448687-Paris_Christmas_Gourmet_Food_Tour-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/66/b6/10/caption.jpg?w=500&h=400&s=1,Paris Christmas Gourmet Food Tour,532.,,https://www.tripadvisor.com/Attraction_Review-g187147-d2038991-Reviews-Meeting_the_French-Paris_Ile_de_France.html,Private and Luxury,3 hours,"Few things exude Christmas spirit better than festive food, and where better to sample seasonal specialties than in Paris…",,Free cancellation,from,$171.32,per adult,More info,,
,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Paris Balade,https://www.tripadvisor.com/AttractionProductReview-g187147-d11478319-Paris_Private_Tour_in_a_classic_French_Peugeot_404-Paris_Ile_de_France.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g187147-d11478319-Paris_Private_Tour_in_a_classic_French_Peugeot_404-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/d1/3a/39/caption.jpg?w=500&h=400&s=1,Paris Private Tour in a classic French Peugeot 404,533.,5,https://www.tripadvisor.com/Attraction_Review-g187147-d5851367-Reviews-Paris_Balade-Paris_Ile_de_France.html,Bus Tours,1–3 hours,"Discover Paris in a 1963 classic Peugeot 404, a vintage French car from the '60s. A unique way to explore the city with …",Taking safety measures,Free cancellation,from,$136.44,per group,More info,,
,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Paris Webservices Day Tours,https://www.tripadvisor.com/AttractionProductReview-g187147-d11479776-Versailles_and_Giverny_Small_Group_Tour_from_Paris-Paris_Ile_de_France.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g187147-d11479776-Versailles_and_Giverny_Small_Group_Tour_from_Paris-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/10/03/95/caption.jpg?w=500&h=400&s=1,Versailles and Giverny Small Group Tour from Paris,534.,2,https://www.tripadvisor.com/Attraction_Review-g187147-d2572797-Reviews-Paris_Webservices_Day_Tours-Paris_Ile_de_France.html,Bus Tours,6+ hours,Explore the two of the most popular attractions outside Paris with convenient transportation from the city.  Discover the…,Taking safety measures,Free cancellation,from,$271.53,per adult,More info,,
LIKELY TO SELL OUT*,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Babylon Tours Paris,https://www.tripadvisor.com/AttractionProductReview-g187147-d13181348-Le_Marais_District_Jewish_Quarter_Guided_Walking_Tour_Private_Tour-Paris_Ile_de_Fr.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g187147-d13181348-Le_Marais_District_Jewish_Quarter_Guided_Walking_Tour_Private_Tour-Paris_Ile_de_Fr.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/c1/74/4f/caption.jpg?w=500&h=400&s=1,Le Marais District & Jewish Quarter Guided Walking Tour - Private Tour,535.,4,https://www.tripadvisor.com/Attraction_Review-g187147-d3205960-Reviews-Babylon_Tours_Paris-Paris_Ile_de_France.html,Private and Luxury,2–3 hours,Discover the secrets behind Paris’s former royal neighborhood on this 2.5 private guided walking tour of the Marais. Your…,Taking safety measures,Free cancellation,from,$94.74,per adult,More info,,
,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Paris City Vision,https://www.tripadvisor.com/AttractionProductReview-g187147-d11446433-Versailles_Palace_Small_Group_Gardens_Fountains_Hamlet_Day_Trip_Guided_Tour-Paris_.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g187147-d11446433-Versailles_Palace_Small_Group_Gardens_Fountains_Hamlet_Day_Trip_Guided_Tour-Paris_.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/09/18/41/caption.jpg?w=500&h=400&s=1,Versailles Palace Small Group Gardens & Fountains Hamlet Day Trip Guided Tour,536.,28,https://www.tripadvisor.com/Attraction_Review-g187147-d667302-Reviews-Paris_City_Vision-Paris_Ile_de_France.html,Bus Tours,6+ hours,Experience the grandeur of Versailles Palace and Gardens on a small group tour from Paris. With a maximum of only 15 per…,Taking safety measures,Free cancellation,from,$298.95,per adult,More info,,
,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Parisitour,https://www.tripadvisor.com/AttractionProductReview-g187147-d20229824-Tour_in_2CV_3H_Paris-Paris_Ile_de_France.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g187147-d20229824-Tour_in_2CV_3H_Paris-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/05/f4/ee/caption.jpg?w=500&h=400&s=1,Tour in 2CV 3H Paris,537.,5,https://www.tripadvisor.com/Attraction_Review-g187147-d7675416-Reviews-Parisitour-Paris_Ile_de_France.html,Bus Tours,3 hours,Discover Paris from the inside of our mythic and legendary citroën 2CV. Lean back and enjoy the ride while your private …,,Free cancellation,from,$203.08,per adult,More info,,
,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By REWIND,https://www.tripadvisor.com/AttractionProductReview-g187147-d21402683-Artists_in_Montparnasse_smartphone_audioguided_tour-Paris_Ile_de_France.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g187147-d21402683-Artists_in_Montparnasse_smartphone_audioguided_tour-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/52/ff/3c/caption.jpg?w=500&h=400&s=1,"Artists in Montparnasse, smartphone audioguided tour",538.,1,https://www.tripadvisor.com/Attraction_Review-g187147-d21302759-Reviews-REWIND-Paris_Ile_de_France.html,Walking Tours,1–2 hours,Discover the rich artistic past of Montparnasse district with a passionate guide in your pocket? It's now possible thanks…,Taking safety measures,Free cancellation,from,$11.30,per adult,More info,,
,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Paris Day Trip Tours,https://www.tripadvisor.com/AttractionProductReview-g187147-d14071473-Versailles_Palace_Louvre_Museum_Private_Day_Tour_from_Paris-Paris_Ile_de_France.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g187147-d14071473-Versailles_Palace_Louvre_Museum_Private_Day_Tour_from_Paris-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5c/05/8b/caption.jpg?w=500&h=400&s=1,Versailles Palace & Louvre Museum Private Day Tour from Paris,539.,1,https://www.tripadvisor.com/Attraction_Review-g187147-d3428596-Reviews-Paris_Day_Trip_Tours-Paris_Ile_de_France.html,Bus Tours,6+ hours,"If you must choose two of the most important landmarks in Paris, you will probably choose the Versailles palace and the …",Taking safety measures,Free cancellation,from,$743.25,per adult,More info,,
,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By My Winedays,https://www.tripadvisor.com/AttractionProductReview-g187147-d13182019-Luxury_private_day_tour_to_Champagne_from_Paris-Paris_Ile_de_France.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g187147-d13182019-Luxury_private_day_tour_to_Champagne_from_Paris-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/9c/20/caption.jpg?w=500&h=400&s=1,Luxury private day tour to Champagne from Paris,540.,2,https://www.tripadvisor.com/Attraction_Review-g187147-d10392686-Reviews-My_Winedays-Paris_Ile_de_France.html,Bus Tours,6+ hours,"With this luxury day tour to Champagne, we make sure that you visit and taste only the best the region has to offer. We …",Taking safety measures,Free cancellation,from,"$1,086.53",per adult,More info,,
19,,,,,,,,1,,18,20,,,,,,,,,
"2,000+ places sorted by traveler favorites","Tours, activities and experiences bookable on Tripadvisor, ranked using exclusive Tripadvisor data including reviews, ratings, photos, popularity, user preferences, price, and bookings made through Tripadvisor.",Clear all filters,https://www.tripadvisor.com/ClientLink?value=VWtGXy9BdHRyYWN0aW9ucy1nMTg3MTQ3LUFjdGl2aXRpZXMtYV9hbGxBdHRyYWN0aW9ucy50cnVlLVBhcmlzX0lsZV9kZV9GcmFuY2UuaHRtbF9EeE8%3D,,,,,,,,,,,,,,,,,
LIKELY TO SELL OUT*,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Discover Walks,https://www.tripadvisor.com/AttractionProductReview-g187147-d11452632-Paris_Learn_How_to_Play_Petanque_French_Experience-Paris_Ile_de_France.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g187147-d11452632-Paris_Learn_How_to_Play_Petanque_French_Experience-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/be/a2/1a/caption.jpg?w=500&h=400&s=1,Paris Learn How to Play Pétanque French Experience,541.,3,https://www.tripadvisor.com/Attraction_Review-g187147-d1744382-Reviews-Discover_Walks-Paris_Ile_de_France.html,Walking Tours,1–2 hours,"Play a leisurely game of French ‘boules’ (balls), known as Pétanque, just as the French do -- with a glass of wine in your…",Taking safety measures,Free cancellation,from,$90.40,per adult,More info,,
LIKELY TO SELL OUT*,,By France Tourisme - Daily tour,https://www.tripadvisor.com/AttractionProductReview-g187147-d11460996-Champagne_Day_Tour_with_Reims_Cellars_Visit_Champagne_Tasting_from_Paris-Paris_Ile.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g187147-d11460996-Champagne_Day_Tour_with_Reims_Cellars_Visit_Champagne_Tasting_from_Paris-Paris_Ile.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/59/74/90/caption.jpg?w=500&h=400&s=1,"Champagne Day Tour with Reims, Cellars Visit & Champagne Tasting from Paris",542.,3,https://www.tripadvisor.com/Attraction_Review-g187147-d1549625-Reviews-France_Tourisme_Daily_tour-Paris_Ile_de_France.html,Bus Tours,6+ hours,"Guided tour specially designed to discover, in one day, all the secrets of Champagne, a cellars visit (commented in English…",Taking safety measures,,from,$176.49,per adult,More info,,
,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Visit the Hidden Paris,https://www.tripadvisor.com/AttractionProductReview-g187147-d17405348-Paris_1920_Lost_Generation_Writers_of_the_Left_Bank_Small_Group_Walking_Tour-Paris.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g187147-d17405348-Paris_1920_Lost_Generation_Writers_of_the_Left_Bank_Small_Group_Walking_Tour-Paris.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5b/a3/0e/caption.jpg?w=500&h=400&s=1,Paris 1920: Lost Generation Writers of the Left Bank (Small Group Walking Tour),543.,2,https://www.tripadvisor.com/Attraction_Review-g187147-d11702621-Reviews-Visit_the_Hidden_Paris-Paris_Ile_de_France.html,Full-day Tours,2–3 hours,"There is a famous saying : “Everyone has 2 countries, their own & France”. 

This was especially true for numerous artists…",Taking safety measures,Free cancellation,from,$56.57,per adult,More info,,
,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Estelle Martin,https://www.tripadvisor.com/AttractionProductReview-g187147-d21310515-Private_Guided_Tour_in_Paris_Sainte_Chapelle_and_Ile_de_la_Cite-Paris_Ile_de_Franc.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g187147-d21310515-Private_Guided_Tour_in_Paris_Sainte_Chapelle_and_Ile_de_la_Cite-Paris_Ile_de_Franc.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/13/38/cc/caption.jpg?w=500&h=400&s=1,Private Guided Tour in Paris Sainte Chapelle and Ile de la Cité,544.,1,https://www.tripadvisor.com/Attraction_Review-g187147-d21292192-Reviews-Estelle_Martin-Paris_Ile_de_France.html,Walking Tours,1–2 hours,"Come with me to discover or rediscover the center of Paris, the Île de la Cité. This part of the capital is full of stories…",Taking safety measures,Free cancellation,from,$22.62,per adult,More info,,
,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Guided Tours of Paris with Alberto,https://www.tripadvisor.com/AttractionProductReview-g187147-d17306552-Paris_Catacombs_Private_Tour_with_Top_rated_Alberto_Local_Guide-Paris_Ile_de_Franc.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g187147-d17306552-Paris_Catacombs_Private_Tour_with_Top_rated_Alberto_Local_Guide-Paris_Ile_de_Franc.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/cb/c7/d4/caption.jpg?w=500&h=400&s=1,Paris Catacombs Private Tour with Top-rated Alberto Local Guide,545.,1,https://www.tripadvisor.com/Attraction_Review-g187147-d14023725-Reviews-Guided_Tours_of_Paris_with_Alberto-Paris_Ile_de_France.html,Walking Tours,2 hours,"Visiting the Catacombs of Paris, this amazing network of old caves situated sixty feet under the level of the streets guided…",Taking safety measures,Free cancellation,from,$326.96,per adult,More info,,
,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Comfort Cars,https://www.tripadvisor.com/AttractionProductReview-g187147-d12467223-Mont_St_Michel_Private_Day_Trip_from_Paris-Paris_Ile_de_France.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g187147-d12467223-Mont_St_Michel_Private_Day_Trip_from_Paris-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/65/e3/f2/caption.jpg?w=500&h=400&s=1,Mont St-Michel Private Day Trip from Paris,546.,2,https://www.tripadvisor.com/Attraction_Review-g187147-d12593342-Reviews-Comfort_Cars-Paris_Ile_de_France.html,Full-day Tours,6+ hours,This private day trip to Mont St-Michel from Paris allows you to visit this UNESCO World Heritage site on the French coast…,Taking safety measures,Free cancellation,from,$281.01,per adult,More info,,
,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Holland Bikes,https://www.tripadvisor.com/AttractionProductReview-g187147-d17018754-Secret_Paris_Tour_on_a_dutch_bike-Paris_Ile_de_France.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g187147-d17018754-Secret_Paris_Tour_on_a_dutch_bike-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/83/c0/13/caption.jpg?w=500&h=400&s=1,Secret Paris Tour on a dutch bike,547.,3,https://www.tripadvisor.com/Attraction_Review-g187147-d4408925-Reviews-Holland_Bikes-Paris_Ile_de_France.html,E-Bike Tours,3 hours,"Have you been to Paris before and you have seen all the highlights ?

Then it’s time to take you to secret, non-touristy…",Taking safety measures,Free cancellation,from,$39.60,per adult,More info,,
,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Normandy Melody,https://www.tripadvisor.com/AttractionProductReview-g187147-d11464752-Rouen_Small_Group_Day_Trip_from_Paris-Paris_Ile_de_France.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g187147-d11464752-Rouen_Small_Group_Day_Trip_from_Paris-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/60/eb/e4/caption.jpg?w=500&h=400&s=1,Rouen Small Group Day Trip from Paris,548.,1,https://www.tripadvisor.com/Attraction_Review-g187147-d9777970-Reviews-Normandy_Melody-Paris_Ile_de_France.html,Car Tours,6+ hours,Explore one of Normandy’s famous medieval cities on this 9-hour small-group day trip to Rouen from Paris. Follow a guide…,Taking safety measures,Free cancellation,from,$277.18,per adult,More info,,
,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By PROFi DRIVER,,https://www.tripadvisor.com/AttractionProductReview-g196587-d15197612-Paris_Airport_CDG_Round_Trip_Private_Transfers_in_Standard_Car_or_Van-Roissy_en_Fr.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f5/59/26/caption.jpg?w=500&h=400&s=1,Paris Airport CDG Round-Trip Private Transfers in Standard Car or Van,549.,,https://www.tripadvisor.com/Attraction_Review-g187147-d12189500-Reviews-PROFi_DRIVER-Paris_Ile_de_France.html,,30 minutes,Paris Airport Transfer Service aims to achieve the very highest possible standards possible for all its passengers. Whether…,Taking safety measures,Free cancellation,from,$123.32,per adult,More info,,
,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Paris City Vision,https://www.tripadvisor.com/AttractionProductReview-g187147-d17808038-Eiffel_Tower_Summit_Skip_the_Line_Access_and_Immersive_Paris_Tour_Cruise-Paris_Ile.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g187147-d17808038-Eiffel_Tower_Summit_Skip_the_Line_Access_and_Immersive_Paris_Tour_Cruise-Paris_Ile.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/57/fc/5e/caption.jpg?w=500&h=400&s=1,Eiffel Tower Summit Skip the Line Access and Immersive Paris Tour & Cruise,550.,1,https://www.tripadvisor.com/Attraction_Review-g187147-d667302-Reviews-Paris_City_Vision-Paris_Ile_de_France.html,Bus Tours,3 hours,"Paris has so much to offer it’s worth seeing it three ways: In the air, on the road and on water! This four-hour tour is…",,Free cancellation,from,$113.84,per adult,More info,,
,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By My Private Paris,https://www.tripadvisor.com/AttractionProductReview-g187147-d19620970-Notre_Dame_Sainte_Chapelle_Private_Tour_Skip_the_line_Local_Expert_Guide-Paris_Ile.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g187147-d19620970-Notre_Dame_Sainte_Chapelle_Private_Tour_Skip_the_line_Local_Expert_Guide-Paris_Ile.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/63/c6/4b/caption.jpg?w=500&h=400&s=1,Notre Dame & Sainte Chapelle Private Tour - Skip the line & Local Expert Guide,551.,1,https://www.tripadvisor.com/Attraction_Review-g187147-d8468508-Reviews-My_Private_Paris-Paris_Ile_de_France.html,Walking Tours,2–3 hours,Notre Dame Cathedral & the Sainte Chapelle are the two most mesmerizing Gothic structures ever built. They take us back …,,Free cancellation,from,$197.42,per adult,More info,,
,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Crêpe Cooking class,https://www.tripadvisor.com/AttractionProductReview-g187147-d19530847-How_to_make_pancakes_like_a_pro-Paris_Ile_de_France.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g187147-d19530847-How_to_make_pancakes_like_a_pro-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5d/7b/8f/caption.jpg?w=500&h=400&s=1,How to make pancakes like a pro,552.,1,https://www.tripadvisor.com/Attraction_Review-g187147-d19474273-Reviews-Crepe_Cooking_class-Paris_Ile_de_France.html,Cooking Classes,2 hours,"In the warm atmosphere of my crêperie closed for the occasion, I would share my passion.

I'll reveal secrets of a pancake…",Taking safety measures,Free cancellation,from,$62.22,per adult,More info,,
,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,,,https://www.tripadvisor.com/AttractionProductReview-g187147-d16654406-Day_Trip_to_Mont_Saint_Michel_from_Paris-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/61/d7/42/caption.jpg?w=500&h=400&s=1,Day Trip to Mont Saint Michel from Paris,553.,,,Bus Tours,10–12 hours,Take this tour and explore the island Mont-Saint-Michel(a UNESCO Heritage). The island has fortifications since ancient …,Taking safety measures,Free cancellation,from,$316.78,per adult,More info,,
,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Paris Golfette,https://www.tripadvisor.com/AttractionProductReview-g187147-d17686930-Discover_Paris_in_Electric_Golfettes_5_places_ecological-Paris_Ile_de_France.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g187147-d17686930-Discover_Paris_in_Electric_Golfettes_5_places_ecological-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/8d/f0/53/caption.jpg?w=500&h=400&s=1,"Discover Paris in Electric Golfettes, 5 places, ecological!",554.,1,https://www.tripadvisor.com/Attraction_Review-g187147-d13005080-Reviews-Paris_Golfette-Paris_Ile_de_France.html,Private and Luxury,1 hour,"Paris is a prestigious trip!

Paris the pleasant, adorned with its majestic monuments, that we will not fail to make you…",,Free cancellation,from,$122.65,per group,More info,,
,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By EIFFEL-MONCEAU TRANSPORTS,,https://www.tripadvisor.com/AttractionProductReview-g187147-d18473317-Paris_By_Night_Vision_Tour_Private_Trip-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5d/90/f2/caption.jpg?w=500&h=400&s=1,Paris By Night - Vision Tour - Private Trip,555.,,https://www.tripadvisor.com/Attraction_Review-g187147-d15554505-Reviews-EIFFEL_MONCEAU_TRANSPORTS-Paris_Ile_de_France.html,Luxury Car Tours,3 hours,"Spend your day with a bilingual driver at your disposal all the night.

What an amazing experience to see Paris by night…",,Free cancellation,from,$429.25,per group,More info,,
,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Douce France Visites,,https://www.tripadvisor.com/AttractionProductReview-g187147-d20289909-Skip_the_Line_Louvre_Museum_with_Experimented_and_Professional_Tour_Guide-Paris_Il.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/19/ce/7a/caption.jpg?w=500&h=400&s=1,Skip the Line Louvre Museum with Experimented and Professional Tour Guide,556.,,https://www.tripadvisor.com/Attraction_Review-g187147-d19975957-Reviews-Douce_France_Visites-Paris_Ile_de_France.html,Walking Tours,120–150 minutes,"• The Louvre Museum is one of the world’s biggest art museums, and a 

 must-visit sight for art lovers in Paris

• Explore…",Taking safety measures,Free cancellation,from,$137.98,per adult,More info,,
,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By LAP - L'Assistant Personnel,https://www.tripadvisor.com/AttractionProductReview-g187147-d17448441-Best_Private_Airports_Transfers_Luxury_Minivan_Service-Paris_Ile_de_France.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g187147-d17448441-Best_Private_Airports_Transfers_Luxury_Minivan_Service-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/20/7b/96/7f/caption.jpg?w=500&h=400&s=1,Best Private Airports Transfers - Luxury Minivan Service,557.,1,https://www.tripadvisor.com/Attraction_Review-g187147-d17440201-Reviews-LAP_L_Assistant_Personnel-Paris_Ile_de_France.html,,45–60 minutes,"The best private transfer services to Paris airports

We offer you a high quality transportation service, with reliable, …",,Free cancellation,from,$123.32,per group,More info,,
,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By DAY TRIPS FROM PARIS (FRANCE) - CITY TOURS,https://www.tripadvisor.com/AttractionProductReview-g187147-d16647416-Mont_Saint_Michel_EXPRESS_day_trip_from_Paris_by_TGV_high_speed_train-Paris_Ile_de.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g187147-d16647416-Mont_Saint_Michel_EXPRESS_day_trip_from_Paris_by_TGV_high_speed_train-Paris_Ile_de.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/30/39/47/caption.jpg?w=500&h=400&s=1,Mont Saint-Michel EXPRESS (day-trip from Paris by TGV - high speed train),558.,1,https://www.tripadvisor.com/Attraction_Review-g187147-d15316904-Reviews-DAY_TRIPS_FROM_PARIS_FRANCE_CITY_TOURS-Paris_Ile_de_France.html,Rail Tours,6+ hours,"IT IS SAFE TO TRAVEL WITH US

- All our services are privatized and without regrouping with unknown visitors coming from…",,Free cancellation,from,$673.16,per adult,More info,,
,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Curioseety Paris,https://www.tripadvisor.com/AttractionProductReview-g1940701-d13166373-Laugh_Your_Way_Through_the_Louvre_with_an_Expert_Guide-Louvres_Val_d_Oise_Ile_de_.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g1940701-d13166373-Laugh_Your_Way_Through_the_Louvre_with_an_Expert_Guide-Louvres_Val_d_Oise_Ile_de_.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/ba/f3/aa/mona-lisa-the-tour-does.jpg?w=500&h=400&s=1,Laugh Your Way Through the Louvre with an Expert Guide,559.,4,https://www.tripadvisor.com/Attraction_Review-g187147-d20360824-Reviews-Curioseety_Paris-Paris_Ile_de_France.html,Walking Tours,2 hours,"Discover the Louvre in a different and funny way with a former expert guide for the museum.

I'll show you the Louvre in…",,Free cancellation,from,$89.38,per adult,More info,,
,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By WorldCityTrail-Paris,,https://www.tripadvisor.com/AttractionProductReview-g187147-d21136449-Outdoor_city_escape_game_with_guiding_Paris-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/91/46/09/caption.jpg?w=500&h=400&s=1,Outdoor city escape game with guiding - Paris,560.,,https://www.tripadvisor.com/Attraction_Review-g187147-d20060442-Reviews-WorldCityTrail_Paris-Paris_Ile_de_France.html,Self-guided Tours & Rentals,2 hours,"This tour combines walking, playing and learning. There are no extra costs, no entry fees , no objects, no guides. Everything…",Taking safety measures,Free cancellation,from,$22.63,per group,More info,,
,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Lokimo,,https://www.tripadvisor.com/AttractionProductReview-g187147-d23809584-Skip_The_Line_for_the_Grande_Galerie_de_l_Evolution_Self_Guided_Tours_in_Paris-Par.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/a9/b9/87/caption.jpg?w=500&h=400&s=1,Skip The Line for the Grande Galerie de l'Évolution & Self-Guided Tours in Paris,561.,,https://www.tripadvisor.com/Attraction_Review-g187147-d23542499-Reviews-Lokimo-Paris_Ile_de_France.html,Skip-the-Line Tours,1 hour,"Witness a world of biodiversity and natural wonders in a giant 19th-century hall in Paris.

Enter a world of evolution in…",Taking safety measures,Free cancellation,from,$20.36,per adult,More info,,
