WlYyy,cctrW,iPqaD,iPqaD href,FmrIP href,dugSS src,bUshh,cIVmB,WlYyy 3,iPqaD href 2,WlYyy 4,WlYyy 5,WlYyy 6,WlYyy 7,WlYyy 8,ySnDE,ccVGl,WlYyy 9,ccVGl 2,WlYyy 10
,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,By Museumphoto,https://www.tripadvisor.com/AttractionProductReview-g188590-d11990150-Become_a_Dutch_Art_Piece_Photo_Shoot_in_Amsterdam-Amsterdam_North_Holland_Province.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g188590-d11990150-Become_a_Dutch_Art_Piece_Photo_Shoot_in_Amsterdam-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/7b/e0/17/caption.jpg?w=500&h=400&s=1,Become a Dutch Art Piece Photo Shoot in Amsterdam,293.,42,https://www.tripadvisor.com/Attraction_Review-g188590-d7314543-Reviews-Museumphoto-Amsterdam_North_Holland_Province.html,Fashion Shows,20 minutes,Taking safety measures,Free cancellation,100% of travelers recommend this experience,"On this 20-minute photo shoot tour, step back in time over 300 years and get yourself pictured as a Dutch Golden Age masterpiece…",from,$39.60,per adult,More info
,,By Dutchtrips,https://www.tripadvisor.com/AttractionProductReview-g188590-d15193935-Private_tour_to_Rotterdam_The_Hague_and_Delft_From_Amsterdam-Amsterdam_North_Holla.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g188590-d15193935-Private_tour_to_Rotterdam_The_Hague_and_Delft_From_Amsterdam-Amsterdam_North_Holla.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/ad/2d/35/caption.jpg?w=500&h=400&s=1,"Private tour to Rotterdam,The Hague and Delft From Amsterdam",294.,1,https://www.tripadvisor.com/Attraction_Review-g188632-d20263724-Reviews-Dutchtrips-Rotterdam_South_Holland_Province.html,Bus Tours,6+ hours,Taking safety measures,Free cancellation,,Enjoy this complete private day tour visiting South Hollands’ most impressive sites on a full customizable day tour with…,from,$703.29,per group,More info
LIKELY TO SELL OUT*,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,By Heinen Delfts Blauw De Munt,https://www.tripadvisor.com/AttractionProductReview-g188590-d17684183-Workshop_Paint_your_own_Delft_Blue_Tile-Amsterdam_North_Holland_Province.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g188590-d17684183-Workshop_Paint_your_own_Delft_Blue_Tile-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/8d/ed/02/caption.jpg?w=500&h=400&s=1,Workshop 'Paint your own Delft Blue Tile!',295.,10,https://www.tripadvisor.com/Attraction_Review-g188590-d15130405-Reviews-Heinen_Delfts_Blauw_De_Munt-Amsterdam_North_Holland_Province.html,Painting Classes,1–2 hours,Free cancellation,,100% of travelers recommend this experience,At a unique location right in the center of Amsterdam you can now paint your own Delft blue tile! Under the guidance of …,from,$44.12,per adult,More info
,,By Ctaste – Dineren in het donker,,https://www.tripadvisor.com/AttractionProductReview-g188590-d12464890-Dining_in_the_dark_Amsterdam_3_course_package-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/73/7c/f7/caption.jpg?w=500&h=400&s=1,Dining in the dark Amsterdam 3 course package,296.,,https://www.tripadvisor.com/Restaurant_Review-g188590-d817648-Reviews-Ctaste_Dineren_in_het_donker-Amsterdam_North_Holland_Province.html,,2 hours,Taking safety measures,Free cancellation,,Experience food like never before at a 3-course dinner in the dark in Amsterdam. Learn how to use all your senses in complete…,from,$50.12,per adult,More info
,,By VIP Travel Services,,https://www.tripadvisor.com/AttractionProductReview-g188590-d14086851-Sightseeing_tour_to_Giethoorn_Zaanse_Schans_windmills_Volendam_from_Amsterdam-Amst.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5b/f1/e9/caption.jpg?w=500&h=400&s=1,"Sightseeing tour to Giethoorn, Zaanse Schans windmills, Volendam from Amsterdam",297.,,https://www.tripadvisor.com/Attraction_Review-g188590-d12432217-Reviews-VIP_Travel_Services-Amsterdam_North_Holland_Province.html,Bus Tours,9–10 hours,Taking safety measures,Free cancellation,,Discover in a full day private sightseeing tour one of the most beautiful village in Holland: Giethoorn incl. a canal cruise…,from,$384.66,per adult,More info
,,By Rudy's Taxi Company,https://www.tripadvisor.com/AttractionProductReview-g188590-d12968448-Private_transfer_from_Amsterdam_to_AMS_Schiphol_Airport-Amsterdam_North_Holland_Pr.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g188590-d12968448-Private_transfer_from_Amsterdam_to_AMS_Schiphol_Airport-Amsterdam_North_Holland_Pr.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5c/38/bc/caption.jpg?w=500&h=400&s=1,Private transfer from Amsterdam to (AMS) Schiphol Airport,298.,5,https://www.tripadvisor.com/Attraction_Review-g188590-d2301690-Reviews-Rudy_s_Taxi_Company-Amsterdam_North_Holland_Province.html,,30–60 minutes,Taking safety measures,Free cancellation,,Ride in luxury from an Amsterdam location of your choice to the Schiphol airport. This private departure transfer provides…,from,$49.76,per adult,More info
,,By VIP Travel Services,,https://www.tripadvisor.com/AttractionProductReview-g188590-d13857672-Half_Day_Sightseeing_Tour_in_The_Hague_and_visit_to_Mauritshuis_from_Amsterdam-Ams.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/57/06/8c/caption.jpg?w=500&h=400&s=1,Half Day Sightseeing Tour in The Hague and visit to Mauritshuis from Amsterdam,299.,,https://www.tripadvisor.com/Attraction_Review-g188590-d12432217-Reviews-VIP_Travel_Services-Amsterdam_North_Holland_Province.html,Bus Tours,5 hours,Taking safety measures,Free cancellation,,"Enjoy a half day sightseeing tour in the beautiful city The Hague. See the Dutch parlement, the International court and …",from,$223.60,per adult,More info
,,"By Personalized private tours, discover Amsterdam",,https://www.tripadvisor.com/AttractionProductReview-g188590-d11453758-Private_Tour_Amsterdam_Rembrandt_Art_Walking_Tour_Including_Rijksmuseum-Amsterdam_.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/21/e3/46/caption.jpg?w=500&h=400&s=1,Private Tour: Amsterdam Rembrandt Art Walking Tour Including Rijksmuseum,300.,,https://www.tripadvisor.com/Attraction_Review-g188590-d19904198-Reviews-Personalized_private_tours_discover_Amsterdam-Amsterdam_North_Holland_Province.html,Walking Tours,4 hours,Taking safety measures,Free cancellation,,"Your morning tour in Amsterdam will start at the Rembrandthouse. 

The most famous painter of the Dutch Golden Age is by…",from,$179.89,per adult,More info
10,,,,,,,,9,,11,,,,,,,,,
"1,000+ places sorted by traveler favorites","Tours, activities and experiences bookable on Tripadvisor, ranked using exclusive Tripadvisor data including reviews, ratings, photos, popularity, user preferences, price, and bookings made through Tripadvisor.",Clear all filters,https://www.tripadvisor.com/ClientLink?value=WXhvXy9BdHRyYWN0aW9ucy1nMTg4NTkwLUFjdGl2aXRpZXMtYV9hbGxBdHRyYWN0aW9ucy50cnVlLUFtc3RlcmRhbV9Ob3J0aF9Ib2xsYW5kX1Byb3ZpbmNlLmh0bWxfRVRy,,,,,,,,,,,,,,,,
,,By Floating Amsterdam,https://www.tripadvisor.com/AttractionProductReview-g188590-d23440103-Luxury_Plus_Ticket_unlimited_beer_wine_or_soda-Amsterdam_North_Holland_Province.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g188590-d23440103-Luxury_Plus_Ticket_unlimited_beer_wine_or_soda-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/16/e6/75/caption.jpg?w=500&h=400&s=1,"Luxury Plus Ticket (unlimited beer, wine or soda)",301.,4,https://www.tripadvisor.com/Attraction_Review-g188590-d12481473-Reviews-Floating_Amsterdam-Amsterdam_North_Holland_Province.html,Water Tours,1 hour,Free cancellation,,,It would be a bit strange if we didn’t say that we can offer you the best canal cruise in Amsterdam. Of course ours is the…,from,$31.11,per adult,More info
,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,By Special Amsterdam Tours,https://www.tripadvisor.com/AttractionProductReview-g188590-d15240577-Gay_LGBT_History_Tour_Amsterdam_2_Hours_Walk_about_Amsterdam_s_Gay_LGBT_History-Am.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g188590-d15240577-Gay_LGBT_History_Tour_Amsterdam_2_Hours_Walk_about_Amsterdam_s_Gay_LGBT_History-Am.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/cf/dd/7b/caption.jpg?w=500&h=400&s=1,"Gay LGBT History Tour Amsterdam, 2 Hours Walk about Amsterdam's Gay LGBT History",302.,56,https://www.tripadvisor.com/Attraction_Review-g188590-d15003102-Reviews-Special_Amsterdam_Tours-Amsterdam_North_Holland_Province.html,Walking Tours,2 hours,Taking safety measures,Free cancellation,100% of travelers recommend this experience,Do you see the Netherlands and Amsterdam as progressive and liberal? Are a you LGBT or do you know someone? Wouldn't you…,from,$39.60,per adult,More info
,,By Martin van Elmpt,https://www.tripadvisor.com/AttractionProductReview-g188590-d17682553-Private_walk_Anne_Frank_in_Amsterdam-Amsterdam_North_Holland_Province.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g188590-d17682553-Private_walk_Anne_Frank_in_Amsterdam-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/8d/36/5f/caption.jpg?w=500&h=400&s=1,Private walk: Anne Frank in Amsterdam,303.,5,https://www.tripadvisor.com/Attraction_Review-g188590-d17592639-Reviews-Martin_van_Elmpt-Amsterdam_North_Holland_Province.html,Full-day Tours,6+ hours,Free cancellation,,,"We will walk in the footsteps of Anne Frank and learn about the World War 2 stories, events and motives from a Jewish, Dutch…",from,$121.09,per adult,More info
,,By Martin van Elmpt,,https://www.tripadvisor.com/AttractionProductReview-g188590-d17682552-Private_tour_Follow_Anne_Frank_to_Camp_Westerbork-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/63/4e/e6/caption.jpg?w=500&h=400&s=1,Private tour: Follow Anne Frank to Camp Westerbork,304.,,https://www.tripadvisor.com/Attraction_Review-g188590-d17592639-Reviews-Martin_van_Elmpt-Amsterdam_North_Holland_Province.html,Bus Tours,6+ hours,Taking safety measures,Free cancellation,,"Anne's famous diary ends a few days before she, and the others, were suddenly arrested and put on transport, ultimately …",from,$304.55,per adult,More info
LIKELY TO SELL OUT*,,By Babylon Tours Amsterdam,https://www.tripadvisor.com/AttractionProductReview-g188590-d11464570-Amsterdam_City_Center_History_Guided_Walking_Tour_Private_Tour-Amsterdam_North_Hol.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g188590-d11464570-Amsterdam_City_Center_History_Guided_Walking_Tour_Private_Tour-Amsterdam_North_Hol.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/cf/ce/6b/caption.jpg?w=500&h=400&s=1,Amsterdam City Center & History Guided Walking Tour - Private Tour,305.,3,https://www.tripadvisor.com/Attraction_Review-g188590-d6214545-Reviews-Babylon_Tours_Amsterdam-Amsterdam_North_Holland_Province.html,Private and Luxury,2–3 hours,Taking safety measures,Free cancellation,,"Spend the morning discovering Amsterdam's history firsthand on this private 2.5-hour walking tour. With your guide, get …",from,$94.74,per adult,More info
,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,By Arielle Frioza Photography,https://www.tripadvisor.com/AttractionProductReview-g188590-d17686442-Professional_Photo_Shoot_in_Amsterdam-Amsterdam_North_Holland_Province.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g188590-d17686442-Professional_Photo_Shoot_in_Amsterdam-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/7b/38/c7/caption.jpg?w=500&h=400&s=1,Professional Photo Shoot in Amsterdam,306.,29,https://www.tripadvisor.com/Attraction_Review-g188590-d13947294-Reviews-Arielle_Frioza_Photography-Amsterdam_North_Holland_Province.html,Walking Tours,1 hour,Taking safety measures,,100% of travelers recommend this experience,"You will get to know Amsterdam with the eyes of a local, from the traditional Dutch architecture, houses and crooked buildings…",from,$197.99,per adult,More info
,,By VIP Travel Services,https://www.tripadvisor.com/AttractionProductReview-g188590-d15638395-Amsterdam_Airport_Private_Departure_Transfer_to_AMS_Schiphol_Airport-Amsterdam_Nor.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g188590-d15638395-Amsterdam_Airport_Private_Departure_Transfer_to_AMS_Schiphol_Airport-Amsterdam_Nor.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5c/39/7d/caption.jpg?w=500&h=400&s=1,Amsterdam Airport Private Departure Transfer to AMS Schiphol Airport,307.,4,https://www.tripadvisor.com/Attraction_Review-g188590-d12432217-Reviews-VIP_Travel_Services-Amsterdam_North_Holland_Province.html,,30 minutes,Taking safety measures,Free cancellation,,"☑ Private transfer service from Amsterdam to AMS Schiphol Airport

☑ Qualified drivers with 20 years of experience

☑ Multi…",from,$56.57,per adult,More info
,,"By House of Bols, the Cocktail & Genever Experience",https://www.tripadvisor.com/AttractionProductReview-g188590-d18751590-House_of_Bols_Premium_Ticket-Amsterdam_North_Holland_Province.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g188590-d18751590-House_of_Bols_Premium_Ticket-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/84/00/76/caption.jpg?w=500&h=400&s=1,"House of Bols, Premium Ticket",308.,18,https://www.tripadvisor.com/Attraction_Review-g188590-d667933-Reviews-House_of_Bols_the_Cocktail_Genever_Experience-Amsterdam_North_Holland_Province.html,Private and Luxury,1 hour,Taking safety measures,,,"Your best hour in Amsterdam! Feel, taste, smell and discover which secrets hide behind the best cocktail.

During this interactive…",from,$21.50,per adult,More info
,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,By Floating Amsterdam,https://www.tripadvisor.com/AttractionProductReview-g188590-d21123485-Luxury_ticket-Amsterdam_North_Holland_Province.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g188590-d21123485-Luxury_ticket-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/8c/a4/d0/caption.jpg?w=500&h=400&s=1,Luxury ticket,309.,69,https://www.tripadvisor.com/Attraction_Review-g188590-d12481473-Reviews-Floating_Amsterdam-Amsterdam_North_Holland_Province.html,City Tours,1 hour,Free cancellation,,100% of travelers recommend this experience,Do you want to take a luxury cruise through the canals of Amsterdam? Then you’ve come to the right place. While enjoying…,from,$20.36,per adult,More info
,,By EatWith Amsterdam,https://www.tripadvisor.com/AttractionProductReview-g188590-d16702185-Amsterdam_private_food_walk_and_tasting_with_a_local-Amsterdam_North_Holland_Provi.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g188590-d16702185-Amsterdam_private_food_walk_and_tasting_with_a_local-Amsterdam_North_Holland_Provi.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/dc/ed/17/caption.jpg?w=500&h=400&s=1,Amsterdam private food walk and tasting with a local,310.,1,https://www.tripadvisor.com/Attraction_Review-g188590-d19512902-Reviews-EatWith_Amsterdam-Amsterdam_North_Holland_Province.html,Walking Tours,2 hours,Taking safety measures,Free cancellation,,Taste everything Amsterdam has to offer on this 2-hour walking food tour with your local host and food writer Fusina. You…,from,$77.97,per adult,More info
,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,By Amsterdam Photographer I Sandra Herrero Photography,https://www.tripadvisor.com/AttractionProductReview-g188590-d17516839-Professional_Photo_Session_in_Amsterdam_and_Tour-Amsterdam_North_Holland_Province.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g188590-d17516839-Professional_Photo_Session_in_Amsterdam_and_Tour-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/52/b0/83/caption.jpg?w=500&h=400&s=1,Professional Photo Session in Amsterdam and Tour,311.,35,https://www.tripadvisor.com/Attraction_Review-g188590-d17738382-Reviews-Amsterdam_Photographer_I_Sandra_Herrero_Photography-Amsterdam_North_Holland_Prov.html,Private and Luxury,1 hour,Taking safety measures,,100% of travelers recommend this experience,"+ I always try to be flexible to meet on a date or time not offered on the calendar. Please contact me to arrange that! 

…",from,$373.35,per adult,More info
,,By PWAL,,https://www.tripadvisor.com/AttractionProductReview-g188590-d17244199-Amsterdam_Nightlife_Ticket_Bottle_of_Champagne-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/11/58/a2/caption.jpg?w=500&h=400&s=1,Amsterdam Nightlife Ticket & Bottle of Champagne,312.,,https://www.tripadvisor.com/Attraction_Review-g188590-d20280175-Reviews-PWAL-Amsterdam_North_Holland_Province.html,Nightlife,1–48 hours,Free cancellation,,,"Enjoy complimentary entrance to more than 13 clubs in Amsterdam for 2 days.

Choose your favorite club, including exotic…",from,$30.55,per adult,More info
,,"By Trigger Tours, Private tours in Amsterdam",,https://www.tripadvisor.com/AttractionProductReview-g188590-d12561592-Private_Amsterdam_Food_and_Culture_Walking_Tour-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/7b/0f/fe/caption.jpg?w=500&h=400&s=1,Private Amsterdam Food and Culture Walking Tour,313.,,https://www.tripadvisor.com/Attraction_Review-g188590-d10433089-Reviews-Trigger_Tours_Private_tours_in_Amsterdam-Amsterdam_North_Holland_Province.html,,2–3 hours,Taking safety measures,Free cancellation,,"Join this private, 2-hour, Amsterdam walking tour and learn about the food and local streets culture of the Netherlands. …",from,$109.74,per adult,More info
,,By Drs. Kees Kaldenbach - VIP Private Art Day Tours,https://www.tripadvisor.com/AttractionProductReview-g188590-d11481338-Van_Gogh_Museum_Amsterdam_Guided_Tour_with_Art_Historian-Amsterdam_North_Holland_P.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g188590-d11481338-Van_Gogh_Museum_Amsterdam_Guided_Tour_with_Art_Historian-Amsterdam_North_Holland_P.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5b/35/ff/caption.jpg?w=500&h=400&s=1,Van Gogh Museum Amsterdam Guided Tour with Art Historian,314.,3,https://www.tripadvisor.com/Attraction_Review-g188590-d3963105-Reviews-Drs_Kees_Kaldenbach_VIP_Private_Art_Day_Tours-Amsterdam_North_Holland_Province.html,Private Sightseeing Tours,2 hours,Free cancellation,,,Get the most out of your visit to the Van Gogh Museum by touring the world's largest collection of his works with an art…,from,$269.08,per group,More info
,,By Best of The Netherlands tours,,https://www.tripadvisor.com/AttractionProductReview-g188590-d20666397-Famous_Holland_Tour_visit_The_Hague_Delft_Rotterdam_and_Kinderdijk_from_A_dam-Amst.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/6d/05/87/caption.jpg?w=500&h=400&s=1,"Famous Holland Tour: visit The Hague, Delft, Rotterdam and Kinderdijk from A'dam",315.,,https://www.tripadvisor.com/Attraction_Review-g188590-d20305872-Reviews-Best_of_The_Netherlands_tours-Amsterdam_North_Holland_Province.html,Full-day Tours,6+ hours,Taking safety measures,Free cancellation,,This unforgettable tour visits four fantastic places from Amsterdam. You will see the beautiful town of Delft and the political…,from,$112.00,per adult,More info
,,By Fun Amsterdam Tours,https://www.tripadvisor.com/AttractionProductReview-g188590-d20078932-Amsterdam_Cocktail_Workshop-Amsterdam_North_Holland_Province.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g188590-d20078932-Amsterdam_Cocktail_Workshop-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/79/47/b5/caption.jpg?w=500&h=400&s=1,Amsterdam Cocktail Workshop,316.,1,https://www.tripadvisor.com/Attraction_Review-g188590-d3734960-Reviews-Fun_Amsterdam_Tours-Amsterdam_North_Holland_Province.html,Cooking Classes,1–2 hours,Free cancellation,,,Learn tips and trade secrets from a professional mixologist in this hour and a half Amsterdam Cocktail Workshop. We’ve all…,from,$40.62,per adult,More info
,,By Dutchtrips,https://www.tripadvisor.com/AttractionProductReview-g188590-d18275294-Rotterdam_Delft_and_the_Hague_daytrip_from_Amsterdam-Amsterdam_North_Holland_Provi.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g188590-d18275294-Rotterdam_Delft_and_the_Hague_daytrip_from_Amsterdam-Amsterdam_North_Holland_Provi.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/60/c3/25/caption.jpg?w=500&h=400&s=1,"Rotterdam, Delft and the Hague daytrip from Amsterdam",317.,1,https://www.tripadvisor.com/Attraction_Review-g188632-d20263724-Reviews-Dutchtrips-Rotterdam_South_Holland_Province.html,Full-day Tours,6+ hours,Taking safety measures,Free cancellation,,"On this tour you will see and visit four of the most impressive Dutch tourist

destinations! See and visit Rotterdam, the…",from,$108.86,per adult,More info
,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,By Comedy Walks,https://www.tripadvisor.com/AttractionProductReview-g188590-d15040057-Comedy_Walksc_Amsterdam-Amsterdam_North_Holland_Province.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g188590-d15040057-Comedy_Walksc_Amsterdam-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5e/1a/24/caption.jpg?w=500&h=400&s=1,Comedy Walks© Amsterdam,318.,18,https://www.tripadvisor.com/Attraction_Review-g188590-d13542501-Reviews-Comedy_Walks-Amsterdam_North_Holland_Province.html,Private and Luxury,1–2 hours,Free cancellation,,94% of travelers recommend this experience,"Experience Amsterdam through the eyes of a comedian! During this 1,5 hours walking tour, a comedian will take you past several…",from,$22.74,per adult,More info
,,By CityUnscripted,,https://www.tripadvisor.com/AttractionProductReview-g188590-d16860995-Amsterdam_Shopping_Tour_with_a_Local_100_Personalized_Private-Amsterdam_North_Holl.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/7b/0f/1c/caption.jpg?w=500&h=400&s=1,Amsterdam Shopping Tour with a Local: 100% Personalized & Private,319.,,https://www.tripadvisor.com/Attraction_Review-g188590-d15557235-Reviews-CityUnscripted-Amsterdam_North_Holland_Province.html,City Tours,2–8 hours,Taking safety measures,Free cancellation,,"You’ll join one of our local hosts on a personalized shopping experience in Amsterdam. Visit concept stores, local designers…",from,$138.43,per adult,More info
,,By Amsterdam Withlocals,https://www.tripadvisor.com/AttractionProductReview-g188590-d14202489-Lonely_Planet_Experiences_A_dam_Highlights_Hotspots_Hidden_Gems-Amsterdam_North_Ho.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g188590-d14202489-Lonely_Planet_Experiences_A_dam_Highlights_Hotspots_Hidden_Gems-Amsterdam_North_Ho.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/26/b4/b1/caption.jpg?w=500&h=400&s=1,"Lonely Planet Experiences: A'dam Highlights, Hotspots & Hidden Gems",320.,8,https://www.tripadvisor.com/Attraction_Review-g188590-d9554700-Reviews-Amsterdam_Withlocals-Amsterdam_North_Holland_Province.html,City Tours,2 hours,Taking safety measures,Free cancellation,,"Enjoy the city to the max, and hear more about the origin of Amsterdam as you see the city’s main landmarks!

This experience…",from,$22.63,per adult,More info
,,By Amsterbike,,https://www.tripadvisor.com/AttractionProductReview-g188590-d11485435-Amsterdam_Bike_Rental_with_free_GPS_narrated_bike_tour-Amsterdam_North_Holland_Pro.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/7f/c0/caption.jpg?w=500&h=400&s=1,Amsterdam Bike Rental with free GPS narrated bike tour,321.,,https://www.tripadvisor.com/Attraction_Review-g188590-d1459858-Reviews-Amsterbike-Amsterdam_North_Holland_Province.html,Rentals,1 day,Taking safety measures,Free cancellation,,Discovering Amsterdam by bike is one the most fun and cheapest ways. Navigate through the 17th-century city centre with …,from,$30.55,per adult,More info
,,By Taxi2Airport,https://www.tripadvisor.com/AttractionProductReview-g188590-d17808281-Private_Airport_Transfer_from_Amsterdam_to_Amsterdam_Schiphol_Airport_AMS-Amsterda.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g188590-d17808281-Private_Airport_Transfer_from_Amsterdam_to_Amsterdam_Schiphol_Airport_AMS-Amsterda.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/3d/94/8e/caption.jpg?w=500&h=400&s=1,Private Airport Transfer: from Amsterdam to Amsterdam Schiphol Airport (AMS),322.,12,https://www.tripadvisor.com/Attraction_Review-g188590-d13154060-Reviews-Taxi2Airport-Amsterdam_North_Holland_Province.html,,25 minutes,Taking safety measures,Free cancellation,,Book here your safe and reliable Private Airport Transfer from your hotel or location within the Amsterdam city area to …,from,$14.69,per adult,More info
SPECIAL OFFER,,By Amsterdam Guias & Tours,https://www.tripadvisor.com/AttractionProductReview-g188590-d19009932-Amsterdam_walking_tour_with_Dutch_Pancake_lunch-Amsterdam_North_Holland_Province.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g188590-d19009932-Amsterdam_walking_tour_with_Dutch_Pancake_lunch-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/54/04/f4/caption.jpg?w=500&h=400&s=1,Amsterdam walking tour with Dutch Pancake lunch,323.,4,https://www.tripadvisor.com/Attraction_Review-g188590-d12659487-Reviews-Amsterdam_Guias_Tours-Amsterdam_North_Holland_Province.html,Walking Tours,3–4 hours,Taking safety measures,Free cancellation,,Start your journey with the best introduction to Amsterdam. A unique vision of the city which has a unique style of combining…,from,$45.72,per adult,More info
,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,By Spirited Union Distillery Experience,https://www.tripadvisor.com/AttractionProductReview-g188590-d17772431-Distilling_Class-Amsterdam_North_Holland_Province.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g188590-d17772431-Distilling_Class-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/8b/84/0a/caption.jpg?w=500&h=400&s=1,Distilling Class,324.,20,https://www.tripadvisor.com/Attraction_Review-g188590-d15768974-Reviews-Spirited_Union_Distillery_Experience-Amsterdam_North_Holland_Province.html,Mixology Classes,2–3 hours,Taking safety measures,Free cancellation,100% of travelers recommend this experience,This unique distilling class lets you make your own botanical rum while being in a state of the art distillery in Amsterdam…,from,$67.83,per adult,More info
,,"By Trigger Tours, Private tours in Amsterdam",,https://www.tripadvisor.com/AttractionProductReview-g188590-d20026784-Discover_the_Red_Light_District_of_Amsterdam_at_night-Amsterdam_North_Holland_Prov.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/c6/ef/51/caption.jpg?w=500&h=400&s=1,Discover the Red Light District of Amsterdam at night,325.,,https://www.tripadvisor.com/Attraction_Review-g188590-d10433089-Reviews-Trigger_Tours_Private_tours_in_Amsterdam-Amsterdam_North_Holland_Province.html,Walking Tours,2 hours,Taking safety measures,Free cancellation,,Join this 2-hour walking tour through the Red Light District of Amsterdam after dark. At the later hours of the day the …,from,$96.17,per adult,More info
