WlYyy,FmrIP href,dugSS src,bUshh,cIVmB,iPqaD href 2,WlYyy 2,WlYyy 3,TCGml,WlYyy 8
4,https://www.tripadvisor.com/Attraction_Review-g188590-d15081993-Reviews-Nijlpaardenbrug-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/35/2b/89/nijlpaardenbrug.jpg?w=500&h=400&s=1,Nijlpaardenbrug,379.,https://www.tripadvisor.com/Attraction_Review-g188590-d15081993-Reviews-Nijlpaardenbrug-Amsterdam_North_Holland_Province.html#REVIEWS,Points of Interest & Landmarks,Centrum,,
6,https://www.tripadvisor.com/Attraction_Review-g188590-d5973793-Reviews-Bijlmer_Parktheater-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/20/f5/b7/bijlmer-parktheater.jpg?w=500&h=-1&s=1,Bijlmer Parktheater,380.,https://www.tripadvisor.com/Attraction_Review-g188590-d5973793-Reviews-Bijlmer_Parktheater-Amsterdam_North_Holland_Province.html#REVIEWS,Theaters,Amsterdam South-East,,
14,https://www.tripadvisor.com/Attraction_Review-g188590-d314934-Reviews-Nes-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/03/f3/22/ed/een-klein-restaurantje.jpg?w=500&h=-1&s=1,Nes,381.,https://www.tripadvisor.com/Attraction_Review-g188590-d314934-Reviews-Nes-Amsterdam_North_Holland_Province.html#REVIEWS,Theaters,Centrum,,
2,https://www.tripadvisor.com/Attraction_Review-g188590-d17513119-Reviews-De_speelslinger-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/3d/71/25/de-speelslinger.jpg?w=500&h=-1&s=1,De speelslinger,382.,https://www.tripadvisor.com/Attraction_Review-g188590-d17513119-Reviews-De_speelslinger-Amsterdam_North_Holland_Province.html#REVIEWS,Playgrounds,Amsterdam West,,
3,https://www.tripadvisor.com/Attraction_Review-g188590-d19071012-Reviews-Monument_Indie_Nederland-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/29/1b/f5/caption.jpg?w=500&h=400&s=1,Monument Indie-Nederland,383.,https://www.tripadvisor.com/Attraction_Review-g188590-d19071012-Reviews-Monument_Indie_Nederland-Amsterdam_North_Holland_Province.html#REVIEWS,Points of Interest & Landmarks • Monuments & Statues,Centrum,,
4,https://www.tripadvisor.com/Attraction_Review-g188590-d19079523-Reviews-P_L_Kramerbrug-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/5c/11/0b/pl-kramerbrug.jpg?w=500&h=400&s=1,P.L. Kramerbrug,384.,https://www.tripadvisor.com/Attraction_Review-g188590-d19079523-Reviews-P_L_Kramerbrug-Amsterdam_North_Holland_Province.html#REVIEWS,Bridges,IJselbuurt,,
4,https://www.tripadvisor.com/Attraction_Review-g188590-d16831687-Reviews-De_Sirene-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/ed/f5/d3/de-sirene.jpg?w=500&h=400&s=1,De Sirene,385.,https://www.tripadvisor.com/Attraction_Review-g188590-d16831687-Reviews-De_Sirene-Amsterdam_North_Holland_Province.html#REVIEWS,Points of Interest & Landmarks,Centrum,,
4,https://www.tripadvisor.com/Attraction_Review-g188590-d17819197-Reviews-Monument_Samuel_Sarphati-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/e4/6b/e0/monument-samuel-sarphati.jpg?w=500&h=400&s=1,Monument Samuel Sarphati,386.,https://www.tripadvisor.com/Attraction_Review-g188590-d17819197-Reviews-Monument_Samuel_Sarphati-Amsterdam_North_Holland_Province.html#REVIEWS,Monuments & Statues • Fountains,Centrum,,
10,https://www.tripadvisor.com/Attraction_Review-g188590-d245242-Reviews-Marnixbad_indoor-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/e2/f0/5a/interieur.jpg?w=500&h=-1&s=1,Marnixbad (indoor),387.,https://www.tripadvisor.com/Attraction_Review-g188590-d245242-Reviews-Marnixbad_indoor-Amsterdam_North_Holland_Province.html#REVIEWS,Sports Complexes,Centrum,,
3,https://www.tripadvisor.com/Attraction_Review-g188590-d17599261-Reviews-Jacob_van_Lennep-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/f3/7e/ea/img-20190522-192918-largejpg.jpg?w=500&h=400&s=1,Jacob van Lennep,388.,https://www.tripadvisor.com/Attraction_Review-g188590-d17599261-Reviews-Jacob_van_Lennep-Amsterdam_North_Holland_Province.html#REVIEWS,Points of Interest & Landmarks • Monuments & Statues,Centrum,,
9,https://www.tripadvisor.com/Attraction_Review-g188590-d3754385-Reviews-Brakke_Grond_Flemish_Cultural_Centre-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/3f/7d/e0/brakke-grond-flemish.jpg?w=500&h=400&s=1,"Brakke Grond, Flemish Cultural Centre",389.,https://www.tripadvisor.com/Attraction_Review-g188590-d3754385-Reviews-Brakke_Grond_Flemish_Cultural_Centre-Amsterdam_North_Holland_Province.html#REVIEWS,Theaters,Centrum,,
2,https://www.tripadvisor.com/Attraction_Review-g188590-d18545786-Reviews-De_7_Deugden-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/6a/37/e6/photo6jpg.jpg?w=500&h=400&s=1,De 7 Deugden,390.,https://www.tripadvisor.com/Attraction_Review-g188590-d18545786-Reviews-De_7_Deugden-Amsterdam_North_Holland_Province.html#REVIEWS,Breweries,Sloten En Riekerpolder,,
13,,,,,,1,12,,
14,https://www.tripadvisor.com/Attraction_Review-g188590-d267040-Reviews-Oudemanhuispoort-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/1b/f6/a9/oudemanhuispoort.jpg?w=500&h=-1&s=1,Oudemanhuispoort,391.,https://www.tripadvisor.com/Attraction_Review-g188590-d267040-Reviews-Oudemanhuispoort-Amsterdam_North_Holland_Province.html#REVIEWS,Historic Sites • Points of Interest & Landmarks,,,
4,https://www.tripadvisor.com/Attraction_Review-g188590-d16827344-Reviews-Bloementuin_Darwinplantsoen-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/d8/1c/fc/july-2018.jpg?w=500&h=-1&s=1,Bloementuin Darwinplantsoen,392.,https://www.tripadvisor.com/Attraction_Review-g188590-d16827344-Reviews-Bloementuin_Darwinplantsoen-Amsterdam_North_Holland_Province.html#REVIEWS,Parks • Gardens,Amsterdam East,,
3,https://www.tripadvisor.com/Attraction_Review-g188590-d14761007-Reviews-Noorderparkbad-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/93/b5/50/deep-25m-bath.jpg?w=500&h=400&s=1,Noorderparkbad,393.,https://www.tripadvisor.com/Attraction_Review-g188590-d14761007-Reviews-Noorderparkbad-Amsterdam_North_Holland_Province.html#REVIEWS,Sports Complexes,Oud Noord,,
4,https://www.tripadvisor.com/Attraction_Review-g188590-d14843682-Reviews-ODE_Blozers-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/c5/23/64/img-20180711-190931-largejpg.jpg?w=500&h=400&s=1,ODE Blozers,394.,https://www.tripadvisor.com/Attraction_Review-g188590-d14843682-Reviews-ODE_Blozers-Amsterdam_North_Holland_Province.html#REVIEWS,Points of Interest & Landmarks • Architectural Buildings,Centrum,,
2,https://www.tripadvisor.com/Attraction_Review-g188590-d17142115-Reviews-Monument_van_besef-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/32/48/72/monument-van-besef.jpg?w=500&h=400&s=1,Monument van besef,395.,https://www.tripadvisor.com/Attraction_Review-g188590-d17142115-Reviews-Monument_van_besef-Amsterdam_North_Holland_Province.html#REVIEWS,Points of Interest & Landmarks • Monuments & Statues,Centrum,,
9,https://www.tripadvisor.com/Attraction_Review-g188590-d7931752-Reviews-De_Natureluur-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/de/88/70/de-natureluur.jpg?w=500&h=-1&s=1,De Natureluur,396.,https://www.tripadvisor.com/Attraction_Review-g188590-d7931752-Reviews-De_Natureluur-Amsterdam_North_Holland_Province.html#REVIEWS,Parks • Playgrounds,Geuzenveld-Slotermeer,,
4,https://www.tripadvisor.com/Attraction_Review-g188590-d15150915-Reviews-Vas_Diaz_bridge-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/94/97/4d/vas-diaz-bridge.jpg?w=500&h=-1&s=1,Vas Diaz bridge,397.,https://www.tripadvisor.com/Attraction_Review-g188590-d15150915-Reviews-Vas_Diaz_bridge-Amsterdam_North_Holland_Province.html#REVIEWS,Points of Interest & Landmarks • Bridges,Centrum,,
2,https://www.tripadvisor.com/Attraction_Review-g188590-d17708191-Reviews-Vondel_Monument-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/98/96/74/vondelmonument-in-autmn.jpg?w=500&h=-1&s=1,Vondel Monument,398.,https://www.tripadvisor.com/Attraction_Review-g188590-d17708191-Reviews-Vondel_Monument-Amsterdam_North_Holland_Province.html#REVIEWS,Points of Interest & Landmarks • Monuments & Statues,Amsterdam West,•,Open now
20,https://www.tripadvisor.com/Attraction_Review-g188590-d319307-Reviews-De_Appel-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/fb/5a/42/de-appel-arts-centre.jpg?w=500&h=-1&s=1,De Appel,399.,https://www.tripadvisor.com/Attraction_Review-g188590-d319307-Reviews-De_Appel-Amsterdam_North_Holland_Province.html#REVIEWS,Art Galleries,Slotervaart,,
3,https://www.tripadvisor.com/Attraction_Review-g188590-d16879785-Reviews-Man_probeert_lijn_10_te_halen-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/0e/4c/ec/the-statue.jpg?w=500&h=-1&s=1,Man probeert lijn 10 te halen,400.,https://www.tripadvisor.com/Attraction_Review-g188590-d16879785-Reviews-Man_probeert_lijn_10_te_halen-Amsterdam_North_Holland_Province.html#REVIEWS,Points of Interest & Landmarks • Monuments & Statues,Centrum,,
3,https://www.tripadvisor.com/Attraction_Review-g188590-d16879778-Reviews-Vaste_klant-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/6f/4f/d4/vaste-klant.jpg?w=500&h=400&s=1,Vaste klant,401.,https://www.tripadvisor.com/Attraction_Review-g188590-d16879778-Reviews-Vaste_klant-Amsterdam_North_Holland_Province.html#REVIEWS,Points of Interest & Landmarks • Monuments & Statues,Centrum,,
4,https://www.tripadvisor.com/Attraction_Review-g188590-d14597376-Reviews-Het_Koor-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/85/db/29/het-koor.jpg?w=500&h=400&s=1,Het Koor,402.,https://www.tripadvisor.com/Attraction_Review-g188590-d14597376-Reviews-Het_Koor-Amsterdam_North_Holland_Province.html#REVIEWS,Monuments & Statues,Centrum,,
4,https://www.tripadvisor.com/Attraction_Review-g188590-d10246451-Reviews-De_Nieuwe_Ooster_Arboretum_en_Begraafplaats-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/95/bd/b1/the-main-entrance.jpg?w=500&h=400&s=1,De Nieuwe Ooster Arboretum en Begraafplaats,403.,https://www.tripadvisor.com/Attraction_Review-g188590-d10246451-Reviews-De_Nieuwe_Ooster_Arboretum_en_Begraafplaats-Amsterdam_North_Holland_Province.html#REVIEWS,Historic Sites • Cemeteries,Amsterdam East,,
9,https://www.tripadvisor.com/Attraction_Review-g188590-d6920977-Reviews-KochxBos_Art_Gallery-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/76/7b/01/zoe-byland-kochxbos-gallery.jpg?w=500&h=400&s=1,KochxBos Art Gallery,404.,https://www.tripadvisor.com/Attraction_Review-g188590-d6920977-Reviews-KochxBos_Art_Gallery-Amsterdam_North_Holland_Province.html#REVIEWS,Art Galleries,Centrum,•,Open now
4,https://www.tripadvisor.com/Attraction_Review-g188590-d8132875-Reviews-West_Mosque-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/bc/ac/f4/vista-exterior-de-la.jpg?w=500&h=-1&s=1,West Mosque,405.,https://www.tripadvisor.com/Attraction_Review-g188590-d8132875-Reviews-West_Mosque-Amsterdam_North_Holland_Province.html#REVIEWS,Religious Sites,De Baarsjes,,
9,https://www.tripadvisor.com/Attraction_Review-g188590-d12279942-Reviews-Statue_Hercules-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/ea/18/b2/statue-hercules.jpg?w=500&h=-1&s=1,Statue Hercules,406.,https://www.tripadvisor.com/Attraction_Review-g188590-d12279942-Reviews-Statue_Hercules-Amsterdam_North_Holland_Province.html#REVIEWS,Monuments & Statues,Centrum,,
9,https://www.tripadvisor.com/Attraction_Review-g188590-d12279944-Reviews-Grenspaal-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/53/31/62/grenspaal-2.jpg?w=500&h=400&s=1,Grenspaal,407.,https://www.tripadvisor.com/Attraction_Review-g188590-d12279944-Reviews-Grenspaal-Amsterdam_North_Holland_Province.html#REVIEWS,Historic Sites,Nieuwmarkt,,
2,https://www.tripadvisor.com/Attraction_Review-g188590-d15154582-Reviews-Ogen_voor_het_Oosten-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/d7/f8/88/img-20190312-175748-largejpg.jpg?w=500&h=400&s=1,Ogen voor het Oosten,408.,https://www.tripadvisor.com/Attraction_Review-g188590-d15154582-Reviews-Ogen_voor_het_Oosten-Amsterdam_North_Holland_Province.html#REVIEWS,Points of Interest & Landmarks,Centrum,,
3,https://www.tripadvisor.com/Attraction_Review-g188590-d17714216-Reviews-Memorial_Resistance_Group-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/43/75/e9/memorial-resistance-group.jpg?w=500&h=400&s=1,Memorial Resistance Group,409.,https://www.tripadvisor.com/Attraction_Review-g188590-d17714216-Reviews-Memorial_Resistance_Group-Amsterdam_North_Holland_Province.html#REVIEWS,Points of Interest & Landmarks • Monuments & Statues,Oud Zuid,•,Open now
11,https://www.tripadvisor.com/Attraction_Review-g188590-d8411057-Reviews-Leger_des_Heils_Museum_Salvation_Army-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/58/50/d5/inside-the-museum.jpg?w=500&h=-1&s=1,Leger des Heils Museum (Salvation Army),410.,https://www.tripadvisor.com/Attraction_Review-g188590-d8411057-Reviews-Leger_des_Heils_Museum_Salvation_Army-Amsterdam_North_Holland_Province.html#REVIEWS,Speciality Museums,Centrum,,
3,https://www.tripadvisor.com/Attraction_Review-g188590-d16869851-Reviews-Theo_Thijssen_Standbeeld-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/e8/8e/5a/theo-thijssen-standbeeld.jpg?w=500&h=-1&s=1,Theo Thijssen Standbeeld,411.,https://www.tripadvisor.com/Attraction_Review-g188590-d16869851-Reviews-Theo_Thijssen_Standbeeld-Amsterdam_North_Holland_Province.html#REVIEWS,Points of Interest & Landmarks • Monuments & Statues,Centrum,,
3,https://www.tripadvisor.com/Attraction_Review-g188590-d15133666-Reviews-De_gekroonde_valk-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/c4/cd/82/img-20180920-191448-largejpg.jpg?w=500&h=400&s=1,De gekroonde valk,412.,https://www.tripadvisor.com/Attraction_Review-g188590-d15133666-Reviews-De_gekroonde_valk-Amsterdam_North_Holland_Province.html#REVIEWS,Points of Interest & Landmarks,Centrum,,
2,https://www.tripadvisor.com/Attraction_Review-g188590-d15810798-Reviews-Monument_Bijlmerramp_Het_Groeiend_Monument-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/ee/30/81/the-complex.jpg?w=500&h=-1&s=1,"Monument Bijlmerramp ""Het Groeiend Monument""",413.,https://www.tripadvisor.com/Attraction_Review-g188590-d15810798-Reviews-Monument_Bijlmerramp_Het_Groeiend_Monument-Amsterdam_North_Holland_Province.html#REVIEWS,Points of Interest & Landmarks • Monuments & Statues,,,
4,https://www.tripadvisor.com/Attraction_Review-g188590-d14159981-Reviews-Tweede_Weteringplantsoen-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/47/16/c8/the-park.jpg?w=500&h=-1&s=1,Tweede Weteringplantsoen,414.,https://www.tripadvisor.com/Attraction_Review-g188590-d14159981-Reviews-Tweede_Weteringplantsoen-Amsterdam_North_Holland_Province.html#REVIEWS,Parks,Centrum,,
3,https://www.tripadvisor.com/Attraction_Review-g188590-d14143960-Reviews-Dubbeltjespanden-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/95/88/07/the-houses.jpg?w=500&h=400&s=1,Dubbeltjespanden,415.,https://www.tripadvisor.com/Attraction_Review-g188590-d14143960-Reviews-Dubbeltjespanden-Amsterdam_North_Holland_Province.html#REVIEWS,Historic Sites • Architectural Buildings,Amsterdam East,•,Open now
9,https://www.tripadvisor.com/Attraction_Review-g188590-d588554-Reviews-Western_Harbour-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/8d/00/36/big-cruise-ship-harbour.jpg?w=500&h=-1&s=1,Western Harbour,416.,https://www.tripadvisor.com/Attraction_Review-g188590-d588554-Reviews-Western_Harbour-Amsterdam_North_Holland_Province.html#REVIEWS,Neighborhoods,,,
3,https://www.tripadvisor.com/Attraction_Review-g188590-d17810026-Reviews-Museumhaven_Amsterdam-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/32/78/30/museumhaven-amsterdam.jpg?w=500&h=-1&s=1,Museumhaven Amsterdam,417.,https://www.tripadvisor.com/Attraction_Review-g188590-d17810026-Reviews-Museumhaven_Amsterdam-Amsterdam_North_Holland_Province.html#REVIEWS,Speciality Museums,Centrum,•,Open now
4,https://www.tripadvisor.com/Attraction_Review-g188590-d13968068-Reviews-Concordiahofje_Noord-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/5a/0e/09/concordiahofje-noord.jpg?w=500&h=-1&s=1,Concordiahofje Noord,418.,https://www.tripadvisor.com/Attraction_Review-g188590-d13968068-Reviews-Concordiahofje_Noord-Amsterdam_North_Holland_Province.html#REVIEWS,Historic Sites • Points of Interest & Landmarks,Centrum,,
12,https://www.tripadvisor.com/Attraction_Review-g188590-d196105-Reviews-National_Museum_of_Spectacles-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/86/cf/c7/brilmuseum.jpg?w=500&h=-1&s=1,National Museum of Spectacles,419.,https://www.tripadvisor.com/Attraction_Review-g188590-d196105-Reviews-National_Museum_of_Spectacles-Amsterdam_North_Holland_Province.html#REVIEWS,Speciality Museums,Grachtengordel-West,,
3,https://www.tripadvisor.com/Attraction_Review-g188590-d10682269-Reviews-Natuurspeeltuin_Het_Woeste_Westen-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/b7/c3/55/woeste-westen-puddle.jpg?w=500&h=400&s=1,Natuurspeeltuin Het Woeste Westen,420.,https://www.tripadvisor.com/Attraction_Review-g188590-d10682269-Reviews-Natuurspeeltuin_Het_Woeste_Westen-Amsterdam_North_Holland_Province.html#REVIEWS,Nature & Wildlife Areas • Parks,Amsterdam West,•,Open now
14,,,,,,1,13,,
2,https://www.tripadvisor.com/Attraction_Review-g188590-d17603853-Reviews-Nijntje-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/e9/15/2d/nijntje.jpg?w=500&h=400&s=1,Nijntje,421.,https://www.tripadvisor.com/Attraction_Review-g188590-d17603853-Reviews-Nijntje-Amsterdam_North_Holland_Province.html#REVIEWS,Points of Interest & Landmarks • Monuments & Statues,Museum Quarter (Museumkwartier),,
4,https://www.tripadvisor.com/Attraction_Review-g188590-d12186854-Reviews-Oode-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/ac/6b/13/gallery-oode-at-the-singel.jpg?w=500&h=400&s=1,Oode,422.,https://www.tripadvisor.com/Attraction_Review-g188590-d12186854-Reviews-Oode-Amsterdam_North_Holland_Province.html#REVIEWS,Art Galleries,Canal Ring (Grachtengordel),,
7,https://www.tripadvisor.com/Attraction_Review-g188590-d12279940-Reviews-Leprozenpoort-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/06/d4/a0/leprozenpoort.jpg?w=500&h=400&s=1,Leprozenpoort,423.,https://www.tripadvisor.com/Attraction_Review-g188590-d12279940-Reviews-Leprozenpoort-Amsterdam_North_Holland_Province.html#REVIEWS,Historic Sites • Architectural Buildings,Nieuwmarkt,,
5,https://www.tripadvisor.com/Attraction_Review-g188590-d240818-Reviews-Kindermuseum-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/1f/4f/34/kindermuseum.jpg?w=500&h=-1&s=1,Kindermuseum,424.,https://www.tripadvisor.com/Attraction_Review-g188590-d240818-Reviews-Kindermuseum-Amsterdam_North_Holland_Province.html#REVIEWS,Children's Museums,Amsterdam East,,
9,https://www.tripadvisor.com/Attraction_Review-g188590-d266246-Reviews-Athenaeum_Illustre-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/1b/80/e0/athenaeum-illustre.jpg?w=500&h=-1&s=1,Athenaeum Illustre,425.,https://www.tripadvisor.com/Attraction_Review-g188590-d266246-Reviews-Athenaeum_Illustre-Amsterdam_North_Holland_Province.html#REVIEWS,Historic Sites • Architectural Buildings,Centrum,,
3,https://www.tripadvisor.com/Attraction_Review-g188590-d15130619-Reviews-Moving_the_world-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/5e/51/37/moving-the-world.jpg?w=500&h=400&s=1,Moving the world,426.,https://www.tripadvisor.com/Attraction_Review-g188590-d15130619-Reviews-Moving_the_world-Amsterdam_North_Holland_Province.html#REVIEWS,Points of Interest & Landmarks,Centrum,,
15,https://www.tripadvisor.com/Attraction_Review-g188590-d245201-Reviews-De_Nieuw_Amsterdam-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/01/1c/72/ea/stunning-sights.jpg?w=500&h=-1&s=1,De Nieuw Amsterdam,427.,https://www.tripadvisor.com/Attraction_Review-g188590-d245201-Reviews-De_Nieuw_Amsterdam-Amsterdam_North_Holland_Province.html#REVIEWS,Theaters,Centrum,,
2,https://www.tripadvisor.com/Attraction_Review-g188590-d10521092-Reviews-Artacasa-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/d3/42/d9/photo7jpg.jpg?w=500&h=400&s=1,Artacasa,428.,https://www.tripadvisor.com/Attraction_Review-g188590-d10521092-Reviews-Artacasa-Amsterdam_North_Holland_Province.html#REVIEWS,Art Galleries,Centrum,,
2,https://www.tripadvisor.com/Attraction_Review-g188590-d17433790-Reviews-De_Stam_by_van_Lieshout-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/cc/74/71/de-stam.jpg?w=500&h=-1&s=1,De Stam by van Lieshout,429.,https://www.tripadvisor.com/Attraction_Review-g188590-d17433790-Reviews-De_Stam_by_van_Lieshout-Amsterdam_North_Holland_Province.html#REVIEWS,Points of Interest & Landmarks,Amsterdam West,,
12,https://www.tripadvisor.com/Attraction_Review-g188590-d7148791-Reviews-3D_Print_Canal_House-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/6b/2d/d5/3d-print-canal-house_rotated_270.jpg?w=500&h=-1&s=1,3D Print Canal House,430.,https://www.tripadvisor.com/Attraction_Review-g188590-d7148791-Reviews-3D_Print_Canal_House-Amsterdam_North_Holland_Province.html#REVIEWS,Points of Interest & Landmarks • Architectural Buildings,Noordelijke IJ-oevers,•,Open now
4,https://www.tripadvisor.com/Attraction_Review-g188590-d14533696-Reviews-Statuette_Joost_van_den_Vondel-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/91/97/e3/statuette-joost-van-den.jpg?w=500&h=400&s=1,Statuette Joost van den Vondel,431.,https://www.tripadvisor.com/Attraction_Review-g188590-d14533696-Reviews-Statuette_Joost_van_den_Vondel-Amsterdam_North_Holland_Province.html#REVIEWS,Points of Interest & Landmarks • Monuments & Statues,Centrum,,
3,https://www.tripadvisor.com/Attraction_Review-g188590-d16868183-Reviews-Gevallen_makkers-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/15/2b/f7/the-monument.jpg?w=500&h=400&s=1,Gevallen makkers,432.,https://www.tripadvisor.com/Attraction_Review-g188590-d16868183-Reviews-Gevallen_makkers-Amsterdam_North_Holland_Province.html#REVIEWS,Points of Interest & Landmarks • Monuments & Statues,Centrum,,
4,https://www.tripadvisor.com/Attraction_Review-g188590-d16865029-Reviews-De_Witte_Olifant-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/f2/f6/45/de-witte-olifant.jpg?w=500&h=400&s=1,De Witte Olifant,433.,https://www.tripadvisor.com/Attraction_Review-g188590-d16865029-Reviews-De_Witte_Olifant-Amsterdam_North_Holland_Province.html#REVIEWS,Points of Interest & Landmarks,Centrum,,
9,https://www.tripadvisor.com/Attraction_Review-g188590-d319309-Reviews-Bureau_Amsterdam-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/0a/6c/7f/photo2jpg.jpg?w=500&h=-1&s=1,Bureau Amsterdam,434.,https://www.tripadvisor.com/Attraction_Review-g188590-d319309-Reviews-Bureau_Amsterdam-Amsterdam_North_Holland_Province.html#REVIEWS,Art Galleries,Sloten En Riekerpolder,,
2,https://www.tripadvisor.com/Attraction_Review-g188590-d15154587-Reviews-Danser-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/ec/eb/40/img-20181002-193945-largejpg.jpg?w=500&h=400&s=1,Danser,435.,https://www.tripadvisor.com/Attraction_Review-g188590-d15154587-Reviews-Danser-Amsterdam_North_Holland_Province.html#REVIEWS,Monuments & Statues,Centrum,,
2,https://www.tripadvisor.com/Attraction_Review-g188590-d16879950-Reviews-Drie_heertjes_in_gesprek-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/15/10/ca/drie-heertjes-in-gesprek.jpg?w=500&h=400&s=1,Drie heertjes in gesprek,436.,https://www.tripadvisor.com/Attraction_Review-g188590-d16879950-Reviews-Drie_heertjes_in_gesprek-Amsterdam_North_Holland_Province.html#REVIEWS,Points of Interest & Landmarks,Van Lennepbuurt,,
