WlYyy,FmrIP href,dugSS src,dugSS src 2,bUshh,cIVmB,iPqaD href 2,WlYyy 2,iPqaD href 3,WlYyy 3,iPqaD,iPqaD href 5,WlYyy 4,dkvhj,WlYyy 5,WlYyy 6
51,https://www.tripadvisor.com/Attraction_Review-g294009-d3278147-Reviews-Hive_Restaurant_and_Lounge-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/93/d4/79/interiors.jpg?w=500&h=400&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/77/ae/default-avatar-2020-2.jpg?w=100&h=-1&s=1,Hive Restaurant and Lounge,135.,https://www.tripadvisor.com/Attraction_Review-g294009-d3278147-Reviews-Hive_Restaurant_and_Lounge-Doha.html#REVIEWS,Bars & Clubs,https://www.tripadvisor.com/Profile/jassima851,By,jassima851,https://www.tripadvisor.com/ShowUserReviews-g294009-d3278147-r774651565-Hive_Restaurant_and_Lounge-Doha.html,Drinks and food are just great,happy hour,nice chose of Drinks.,
25,https://www.tripadvisor.com/Attraction_Review-g294009-d4129200-Reviews-Angsana_Spa_Wyndham_Grand_Regency_Doha-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/48/f7/6b/angsana-spa.jpg?w=500&h=400&s=1,,Angsana Spa Wyndham Grand Regency Doha,136.,https://www.tripadvisor.com/Attraction_Review-g294009-d4129200-Reviews-Angsana_Spa_Wyndham_Grand_Regency_Doha-Doha.html#REVIEWS,Spas,,,,,,,,Open now
10,https://www.tripadvisor.com/Attraction_Review-g294009-d17449590-Reviews-Ektshef_Deerti-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/ac/ab/34/caption.jpg?w=500&h=400&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/32/default-avatar-2020-12.jpg?w=100&h=-1&s=1,Ektshef Deerti,137.,https://www.tripadvisor.com/Attraction_Review-g294009-d17449590-Reviews-Ektshef_Deerti-Doha.html#REVIEWS,Scuba & Snorkelling • Safaris,https://www.tripadvisor.com/Profile/NooraFJ,By,NooraFJ,https://www.tripadvisor.com/ShowUserReviews-g294009-d17449590-r774499629-Ektshef_Deerti-Doha.html,Location was great and mentors were really,knowledgeable,&friendly,
34,https://www.tripadvisor.com/Attraction_Review-g294009-d5966981-Reviews-B_ATTITUDE-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/32/ff/2a/welcome-reception.jpg?w=500&h=400&s=1,,B/ATTITUDE,138.,https://www.tripadvisor.com/Attraction_Review-g294009-d5966981-Reviews-B_ATTITUDE-Doha.html#REVIEWS,Health Clubs • Yoga & Pilates,,,,,,,,Open now
11,https://www.tripadvisor.com/Attraction_Review-g294009-d17025244-Reviews-Z_Lounge_by_Zengo-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/8f/cc/90/img-20191005-wa0032-largejpg.jpg?w=500&h=400&s=1,,Z Lounge by Zengo,139.,https://www.tripadvisor.com/Attraction_Review-g294009-d17025244-Reviews-Z_Lounge_by_Zengo-Doha.html#REVIEWS,Bars & Clubs,,,,,,,,
19,https://www.tripadvisor.com/Attraction_Review-g294009-d10288638-Reviews-Remede_Spa_Recreation_at_St_Regis_Doha-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/69/b3/49/photo5jpg.jpg?w=500&h=400&s=1,,Remede Spa&Recreation at St Regis Doha,140.,https://www.tripadvisor.com/Attraction_Review-g294009-d10288638-Reviews-Remede_Spa_Recreation_at_St_Regis_Doha-Doha.html#REVIEWS,Health Clubs • Yoga & Pilates,,,,,,,,
14,https://www.tripadvisor.com/Attraction_Review-g294009-d11947464-Reviews-Qdivers_Qatar-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/10/40/9b/qdivers-proudly-teaches.jpg?w=500&h=-1&s=1,,Qdivers Qatar,141.,https://www.tripadvisor.com/Attraction_Review-g294009-d11947464-Reviews-Qdivers_Qatar-Doha.html#REVIEWS,Sports Camps & Clinics • Scuba & Snorkelling,,,,,,,,
15,https://www.tripadvisor.com/Attraction_Review-g294009-d17622375-Reviews-Roots_Hair_Salon_Doha-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/0a/8a/85/roots-hair-salon-doha.jpg?w=500&h=400&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/5d/default-avatar-2020-32.jpg?w=100&h=-1&s=1,Roots Hair Salon Doha,142.,https://www.tripadvisor.com/Attraction_Review-g294009-d17622375-Reviews-Roots_Hair_Salon_Doha-Doha.html#REVIEWS,Health Clubs • Spas,https://www.tripadvisor.com/Profile/KarenO14,By,KarenO14,https://www.tripadvisor.com/ShowUserReviews-g294009-d17622375-r797832511-Roots_Hair_Salon_Doha-Doha.html,Great haircut today by,Jayde,.,Open now
8,https://www.tripadvisor.com/Attraction_Review-g294009-d20368092-Reviews-Desert_Rose_Tourism-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/f5/39/02/caption.jpg?w=500&h=400&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/06/default-avatar-2020-18.jpg?w=100&h=-1&s=1,Desert Rose Tourism,143.,https://www.tripadvisor.com/Attraction_Review-g294009-d20368092-Reviews-Desert_Rose_Tourism-Doha.html#REVIEWS,"Multi-day Tours • 4WD, ATV & Off-Road Tours",https://www.tripadvisor.com/Profile/yuli_aleksandrovna,By,yuli_aleksandrovna,https://www.tripadvisor.com/ShowUserReviews-g294009-d20368092-r827528919-Desert_Rose_Tourism-Doha.html,Very professional,driver,made us scream and laugh at the same time😅,Open now
10,https://www.tripadvisor.com/Attraction_Review-g294009-d19650500-Reviews-Education_City_Golf_Club-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/d4/e9/c2/hole-10-on-the-left-and.jpg?w=500&h=400&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/32/f5/f3/avatar.jpg?w=100&h=-1&s=1,Education City Golf Club,144.,https://www.tripadvisor.com/Attraction_Review-g294009-d19650500-Reviews-Education_City_Golf_Club-Doha.html#REVIEWS,Golf Courses,https://www.tripadvisor.com/Profile/travellingIrfan,By,travellingIrfan,https://www.tripadvisor.com/ShowUserReviews-g294009-d19650500-r826805887-Education_City_Golf_Club-Doha.html,We booked the Getting into golf beginner,classes,.,Open now
13,https://www.tripadvisor.com/Attraction_Review-g294009-d19685109-Reviews-S4Safari_com-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/43/c2/e2/caption.jpg?w=500&h=400&s=1,,S4Safari.com,145.,https://www.tripadvisor.com/Attraction_Review-g294009-d19685109-Reviews-S4Safari_com-Doha.html#REVIEWS,"4WD, ATV & Off-Road Tours",,,,,,,,
10,https://www.tripadvisor.com/Attraction_Review-g294009-d12865272-Reviews-Sora_Marine_Training-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/5a/60/1d/based-from-the-stregis.jpg?w=500&h=400&s=1,,Sora Marine Training,146.,https://www.tripadvisor.com/Attraction_Review-g294009-d12865272-Reviews-Sora_Marine_Training-Doha.html#REVIEWS,Scuba & Snorkelling • Surfing & Windsurfing,,,,,,,,Open now
55,https://www.tripadvisor.com/Attraction_Review-g294009-d8817449-Reviews-Noir_Lounge_Club-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/d0/22/93/noir-lounge-club.jpg?w=500&h=400&s=1,,Noir Lounge & Club,147.,https://www.tripadvisor.com/Attraction_Review-g294009-d8817449-Reviews-Noir_Lounge_Club-Doha.html#REVIEWS,Bars & Clubs • Dance Clubs & Discos,,,,,,,,
8,https://www.tripadvisor.com/Attraction_Review-g294009-d20139717-Reviews-Al_Messila_Spa-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/0f/11/cc/al-messila-ladies-wellness.jpg?w=500&h=400&s=1,,Al Messila Spa,148.,https://www.tripadvisor.com/Attraction_Review-g294009-d20139717-Reviews-Al_Messila_Spa-Doha.html#REVIEWS,Health Clubs • Yoga & Pilates,,,,,,,,Open now
7,https://www.tripadvisor.com/Attraction_Review-g294009-d17822339-Reviews-Bodylines_Fitness_Wellness_Club_at_City_Centre_Rotana_Doha-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/c6/30/f3/swimming-pool.jpg?w=500&h=400&s=1,,Bodylines Fitness & Wellness Club at City Centre Rotana Doha,149.,https://www.tripadvisor.com/Attraction_Review-g294009-d17822339-Reviews-Bodylines_Fitness_Wellness_Club_at_City_Centre_Rotana_Doha-Doha.html#REVIEWS,Health Clubs • Spas,,,,,,,,Open now
23,https://www.tripadvisor.com/Attraction_Review-g294009-d6415900-Reviews-Jaula_Spa_Club-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/78/1c/52/getlstd-property-photo.jpg?w=500&h=400&s=1,,Jaula Spa & Club,150.,https://www.tripadvisor.com/Attraction_Review-g294009-d6415900-Reviews-Jaula_Spa_Club-Doha.html#REVIEWS,Spas,,,,,,,,
6,,,,,,,1,,5,,,7,,,
10,https://www.tripadvisor.com/Attraction_Review-g294009-d11884732-Reviews-Escapology_Qatar-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/e3/c9/32/the-tomb-of-akhmen-ra.jpg?w=500&h=400&s=1,,Escapology Qatar,151.,https://www.tripadvisor.com/Attraction_Review-g294009-d11884732-Reviews-Escapology_Qatar-Doha.html#REVIEWS,Escape Games • Scavenger Hunts,,,,,,,,
22,https://www.tripadvisor.com/Attraction_Review-g294009-d5775358-Reviews-Singing_Sand_Dunes-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/56/57/a8/picsart-1455341132643.jpg?w=500&h=400&s=1,,Singing Sand Dunes,152.,https://www.tripadvisor.com/Attraction_Review-g294009-d5775358-Reviews-Singing_Sand_Dunes-Doha.html#REVIEWS,Other Outdoor Activities,,,,,,,,
14,https://www.tripadvisor.com/Attraction_Review-g294009-d7286509-Reviews-Racing_Equestrian_Club-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/40/25/8a/excellent-day-at-the.jpg?w=500&h=-1&s=1,,Racing & Equestrian Club,153.,https://www.tripadvisor.com/Attraction_Review-g294009-d7286509-Reviews-Racing_Equestrian_Club-Doha.html#REVIEWS,Game & Entertainment Centers,,,,,,,,
191,https://www.tripadvisor.com/Attraction_Review-g294009-d6215547-Reviews-Doha_Bus-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/9b/de/55/doha-bus.jpg?w=500&h=400&s=1,,Doha Bus,154.,https://www.tripadvisor.com/Attraction_Review-g294009-d6215547-Reviews-Doha_Bus-Doha.html#REVIEWS,City Tours • Hop-On Hop-Off Tours,,,,,,,,Open now
9,https://www.tripadvisor.com/Attraction_Review-g294009-d13834338-Reviews-La_Vue-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/c9/0d/f6/la-vue-cigar-lounge.jpg?w=500&h=400&s=1,,La Vue,155.,https://www.tripadvisor.com/Attraction_Review-g294009-d13834338-Reviews-La_Vue-Doha.html#REVIEWS,Bars & Clubs • Cigar Bars,,,,,,,,
11,https://www.tripadvisor.com/Attraction_Review-g294009-d14049537-Reviews-Oriental_Spa-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/cc/bd/ca/getlstd-property-photo.jpg?w=500&h=400&s=1,,Oriental Spa,156.,https://www.tripadvisor.com/Attraction_Review-g294009-d14049537-Reviews-Oriental_Spa-Doha.html#REVIEWS,Arab Baths • Hammams & Turkish Baths,,,,,,,,Open now
8,https://www.tripadvisor.com/Attraction_Review-g294009-d10353567-Reviews-Blue_Pearl_Experience-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/b1/69/4a/safety-briefing-first.jpg?w=500&h=400&s=1,,Blue Pearl Experience,157.,https://www.tripadvisor.com/Attraction_Review-g294009-d10353567-Reviews-Blue_Pearl_Experience-Doha.html#REVIEWS,Stand Up Paddleboarding,,,,,,,,
10,https://www.tripadvisor.com/Attraction_Review-g294009-d7255242-Reviews-QSUP-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/f6/04/05/qsup.jpg?w=500&h=400&s=1,,QSUP,158.,https://www.tripadvisor.com/Attraction_Review-g294009-d7255242-Reviews-QSUP-Doha.html#REVIEWS,Surfing & Windsurfing,,,,,,,,
7,https://www.tripadvisor.com/Attraction_Review-g294009-d12030424-Reviews-Yama_yoga-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/7e/78/5a/yama-yoga.jpg?w=500&h=400&s=1,,Yama yoga,159.,https://www.tripadvisor.com/Attraction_Review-g294009-d12030424-Reviews-Yama_yoga-Doha.html#REVIEWS,Yoga & Pilates,,,,,,,,
23,https://www.tripadvisor.com/Attraction_Review-g294009-d15829353-Reviews-Oxygene_Club_Doha-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/37/9f/10/photo0jpg.jpg?w=500&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/b6/1d/00/lazola711.jpg?w=100&h=-1&s=1,Oxygene Club Doha,160.,https://www.tripadvisor.com/Attraction_Review-g294009-d15829353-Reviews-Oxygene_Club_Doha-Doha.html#REVIEWS,Dance Clubs & Discos,https://www.tripadvisor.com/Profile/Lallo_711,By,Lallo_711,https://www.tripadvisor.com/ShowUserReviews-g294009-d15829353-r774609890-Oxygene_Club_Doha-Doha.html,thanks for the great music.,DJ,,
10,https://www.tripadvisor.com/Attraction_Review-g294009-d15508546-Reviews-National_Cruise_Tourism-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/6c/11/95/caption.jpg?w=500&h=400&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f3/7c/default-avatar-2020-29.jpg?w=100&h=-1&s=1,National Cruise Tourism,161.,https://www.tripadvisor.com/Attraction_Review-g294009-d15508546-Reviews-National_Cruise_Tourism-Doha.html#REVIEWS,City Tours • Multi-day Tours,https://www.tripadvisor.com/Profile/Aruna123,By,Aruna123,https://www.tripadvisor.com/ShowUserReviews-g294009-d15508546-r711772786-National_Cruise_Tourism-Doha.html,With an excellent guide,Mr,". Haithem from the Qatar International Adventures, the tour was even more interesting as he...",
10,https://www.tripadvisor.com/Attraction_Review-g294009-d23451528-Reviews-Doha_Quest-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/5b/a9/b0/quest-doha-oasis-qatar.jpg?w=500&h=400&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/60/default-avatar-2020-64.jpg?w=100&h=-1&s=1,Doha Quest,162.,https://www.tripadvisor.com/Attraction_Review-g294009-d23451528-Reviews-Doha_Quest-Doha.html#REVIEWS,Amusement & Theme Parks,https://www.tripadvisor.com/Profile/999hadif,By,999hadif,https://www.tripadvisor.com/ShowUserReviews-g294009-d23451528-r796751341-Doha_Quest-Doha.html,It was,an amazing experience,!,
9,https://www.tripadvisor.com/Attraction_Review-g294009-d19398507-Reviews-Travel_Designer_WLL-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/f9/64/46/caption.jpg?w=500&h=400&s=1,,Travel Designer WLL,163.,https://www.tripadvisor.com/Attraction_Review-g294009-d19398507-Reviews-Travel_Designer_WLL-Doha.html#REVIEWS,City Tours • Multi-day Tours,,,,,,,,
20,https://www.tripadvisor.com/Attraction_Review-g294009-d4914843-Reviews-Arrival_to_Departure_Travel_Day_Tours-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/9d/c3/20/arrival-to-departure.jpg?w=300&h=300&s=1,,Arrival to Departure Travel & Day Tours,164.,https://www.tripadvisor.com/Attraction_Review-g294009-d4914843-Reviews-Arrival_to_Departure_Travel_Day_Tours-Doha.html#REVIEWS,Sightseeing Tours,,,,,,,,
10,https://www.tripadvisor.com/Attraction_Review-g294009-d13540498-Reviews-Rise_Doha-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/2a/c6/8f/rise.jpg?w=500&h=400&s=1,,Rise Doha,165.,https://www.tripadvisor.com/Attraction_Review-g294009-d13540498-Reviews-Rise_Doha-Doha.html#REVIEWS,Wine Bars,,,,,,,,
5,https://www.tripadvisor.com/Attraction_Review-g294009-d17728300-Reviews-Kayaking_365_Adventure-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/6a/c6/a1/kayaking-in-al-thakira.jpg?w=500&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/82/df/21/avatar.jpg?w=100&h=-1&s=1,Kayaking 365 Adventure,166.,https://www.tripadvisor.com/Attraction_Review-g294009-d17728300-Reviews-Kayaking_365_Adventure-Doha.html#REVIEWS,Kayaking & Canoeing,https://www.tripadvisor.com/Profile/aelouardi2020,By,aelouardi2020,https://www.tripadvisor.com/ShowUserReviews-g294009-d17728300-r759856878-Kayaking_365_Adventure-Doha.html,"The staff very polite, well organised, good equipment and excellent",guide,.,
10,https://www.tripadvisor.com/Attraction_Review-g294009-d12170293-Reviews-Qatar_Water_Sport-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/9d/a5/4f/fly-high.jpg?w=500&h=400&s=1,,Qatar Water Sport,167.,https://www.tripadvisor.com/Attraction_Review-g294009-d12170293-Reviews-Qatar_Water_Sport-Doha.html#REVIEWS,Surfing & Windsurfing • Waterskiing & Jetskiing,,,,,,,,Open now
5,https://www.tripadvisor.com/Attraction_Review-g294009-d17712428-Reviews-Dohabus-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/37/2c/13/caption.jpg?w=500&h=400&s=1,,Dohabus,168.,https://www.tripadvisor.com/Attraction_Review-g294009-d17712428-Reviews-Dohabus-Doha.html#REVIEWS,Multi-day Tours • Taxis & Shuttles,,,,,,,,
4,https://www.tripadvisor.com/Attraction_Review-g294009-d17345953-Reviews-The_cooking_academy-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/2f/84/67/caption.jpg?w=500&h=400&s=1,,the cooking academy,169.,https://www.tripadvisor.com/Attraction_Review-g294009-d17345953-Reviews-The_cooking_academy-Doha.html#REVIEWS,Paint & Pottery Studios • Cooking Classes,,,,,,,,
14,https://www.tripadvisor.com/Attraction_Review-g294009-d6351560-Reviews-Qatar_Racing_Club-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/aa/27/8d/qatar-racing-club.jpg?w=500&h=-1&s=1,,Qatar Racing Club,170.,https://www.tripadvisor.com/Attraction_Review-g294009-d6351560-Reviews-Qatar_Racing_Club-Doha.html#REVIEWS,Other Outdoor Activities,,,,,,,,
10,https://www.tripadvisor.com/Attraction_Review-g294009-d16641007-Reviews-KidZania_Doha-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/b9/82/40/img-20190308-205252-largejpg.jpg?w=500&h=-1&s=1,,KidZania Doha,171.,https://www.tripadvisor.com/Attraction_Review-g294009-d16641007-Reviews-KidZania_Doha-Doha.html#REVIEWS,Game & Entertainment Centers,,,,,,,,
7,https://www.tripadvisor.com/Attraction_Review-g294009-d11864350-Reviews-Jungle_Zone_Theme_Park-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/91/9b/67/jungle-zone.jpg?w=500&h=400&s=1,,Jungle Zone Theme Park,172.,https://www.tripadvisor.com/Attraction_Review-g294009-d11864350-Reviews-Jungle_Zone_Theme_Park-Doha.html#REVIEWS,Game & Entertainment Centers,,,,,,,,Open now
20,https://www.tripadvisor.com/Attraction_Review-g294009-d3493959-Reviews-Qatar_Ventures_Private_Day_Tours-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/2e/fe/b4/sand-slopes.jpg?w=500&h=400&s=1,,Qatar Ventures - Private Day Tours,173.,https://www.tripadvisor.com/Attraction_Review-g294009-d3493959-Reviews-Qatar_Ventures_Private_Day_Tours-Doha.html#REVIEWS,Private Tours,,,,,,,,
11,https://www.tripadvisor.com/Attraction_Review-g294009-d4294998-Reviews-Omani_Market-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/0b/41/ba/fruits.jpg?w=500&h=-1&s=1,,Omani Market,174.,https://www.tripadvisor.com/Attraction_Review-g294009-d4294998-Reviews-Omani_Market-Doha.html#REVIEWS,Speciality & Gift Shops,,,,,,,,
21,https://www.tripadvisor.com/Attraction_Review-g294009-d14142070-Reviews-Angry_Birds_World-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/33/e7/af/ride-at-angry-birds-world.jpg?w=500&h=400&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/06/default-avatar-2020-18.jpg?w=100&h=-1&s=1,Angry Birds World,175.,https://www.tripadvisor.com/Attraction_Review-g294009-d14142070-Reviews-Angry_Birds_World-Doha.html#REVIEWS,Amusement & Theme Parks • Game & Entertainment Centers,https://www.tripadvisor.com/Profile/TravelingBoy15,By,TravelingBoy15,https://www.tripadvisor.com/ShowUserReviews-g294009-d14142070-r716755630-Angry_Birds_World-Doha.html,... with varous types of entertainment such as electronic,games,"and physical games (Soft play, trampoline, etc), not ...",Open now
4,https://www.tripadvisor.com/Attraction_Review-g294009-d12905845-Reviews-Aria_Spa_Wellness-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/22/a6/a5/ambiance-of-complete.jpg?w=500&h=400&s=1,,Aria Spa & Wellness,176.,https://www.tripadvisor.com/Attraction_Review-g294009-d12905845-Reviews-Aria_Spa_Wellness-Doha.html#REVIEWS,Spas,,,,,,,,
21,https://www.tripadvisor.com/Attraction_Review-g294009-d2227418-Reviews-The_Lounge-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-s/02/e2/cf/a7/the-lounge.jpg?w=500&h=400&s=1,,The Lounge,177.,https://www.tripadvisor.com/Attraction_Review-g294009-d2227418-Reviews-The_Lounge-Doha.html#REVIEWS,Bars & Clubs,,,,,,,,
4,https://www.tripadvisor.com/Attraction_Review-g294009-d22999448-Reviews-Small_Lie-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/3b/51/98/caption.jpg?w=500&h=400&s=1,,Small Lie,178.,https://www.tripadvisor.com/Attraction_Review-g294009-d22999448-Reviews-Small_Lie-Doha.html#REVIEWS,Monuments & Statues,,,,,,,,
9,https://www.tripadvisor.com/Attraction_Review-g294009-d18891781-Reviews-Alhazm_Mall-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/b6/fb/98/mall.jpg?w=500&h=-1&s=1,,Alhazm Mall,179.,https://www.tripadvisor.com/Attraction_Review-g294009-d18891781-Reviews-Alhazm_Mall-Doha.html#REVIEWS,Speciality & Gift Shops • Department Stores,,,,,,,,
50,https://www.tripadvisor.com/Attraction_Review-g294009-d8008897-Reviews-Novo_Cinemas-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/57/d4/55/outer-view.jpg?w=500&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/7c/01/default-avatar-2020-5.jpg?w=100&h=-1&s=1,Novo Cinemas,180.,https://www.tripadvisor.com/Attraction_Review-g294009-d8008897-Reviews-Novo_Cinemas-Doha.html#REVIEWS,Movie Theaters,https://www.tripadvisor.com/Profile/mariviczm,By,mariviczm,https://www.tripadvisor.com/ShowUserReviews-g294009-d8008897-r674832757-Novo_Cinemas-Doha.html,Above the,movie,house is souq(market) waqif which is a plus as it showcase doha’s best restaurants from middle to sou...,
7,,,,,,,1,,6,,,8,,,
3,https://www.tripadvisor.com/Attraction_Review-g294009-d15700386-Reviews-Travel_Designer_WLL-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/01/38/35/caption.jpg?w=500&h=400&s=1,,Travel Designer WLL,181.,https://www.tripadvisor.com/Attraction_Review-g294009-d15700386-Reviews-Travel_Designer_WLL-Doha.html#REVIEWS,Multi-day Tours • Boat Tours,,,,,,,,
3,https://www.tripadvisor.com/Attraction_Review-g294009-d19972843-Reviews-Noufal_Moideen-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/ac/49/0d/caption.jpg?w=500&h=400&s=1,,Noufal Moideen,182.,https://www.tripadvisor.com/Attraction_Review-g294009-d19972843-Reviews-Noufal_Moideen-Doha.html#REVIEWS,Multi-day Tours • Boat Tours,,,,,,,,
24,https://www.tripadvisor.com/Attraction_Review-g294009-d7708883-Reviews-Royal_Thai_Men_Spa-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/96/b2/61/thai-massage-in-doha.jpg?w=500&h=-1&s=1,,Royal Thai Men Spa,183.,https://www.tripadvisor.com/Attraction_Review-g294009-d7708883-Reviews-Royal_Thai_Men_Spa-Doha.html#REVIEWS,Spas,,,,,,,,Open now
3,https://www.tripadvisor.com/Attraction_Review-g294009-d17489443-Reviews-Virtuocity-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/07/ab/65/one-of-our-tournament.jpg?w=500&h=400&s=1,,Virtuocity,184.,https://www.tripadvisor.com/Attraction_Review-g294009-d17489443-Reviews-Virtuocity-Doha.html#REVIEWS,Game & Entertainment Centers,,,,,,,,Open now
6,https://www.tripadvisor.com/Attraction_Review-g294009-d12131127-Reviews-The_Laughter_Factory-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/6c/bf/17/the-laughter-factory.jpg?w=500&h=400&s=1,,The Laughter Factory,185.,https://www.tripadvisor.com/Attraction_Review-g294009-d12131127-Reviews-The_Laughter_Factory-Doha.html#REVIEWS,Comedy Clubs,,,,,,,,
3,https://www.tripadvisor.com/Attraction_Review-g294009-d16845606-Reviews-Albasem_Jewellery-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/d6/8c/19/caption.jpg?w=500&h=400&s=1,,Albasem Jewellery,186.,https://www.tripadvisor.com/Attraction_Review-g294009-d16845606-Reviews-Albasem_Jewellery-Doha.html#REVIEWS,Paint & Pottery Studios,,,,,,,,
4,https://www.tripadvisor.com/Attraction_Review-g294009-d17835736-Reviews-Doha_Souq-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/de/17/e6/caption.jpg?w=500&h=400&s=1,,Doha Souq,187.,https://www.tripadvisor.com/Attraction_Review-g294009-d17835736-Reviews-Doha_Souq-Doha.html#REVIEWS,City Tours • Shopping Tours,,,,,,,,
7,https://www.tripadvisor.com/Attraction_Review-g294009-d17810939-Reviews-B_Square_Mall-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/8d/47/04/caption.jpg?w=500&h=400&s=1,,B Square Mall,188.,https://www.tripadvisor.com/Attraction_Review-g294009-d17810939-Reviews-B_Square_Mall-Doha.html#REVIEWS,Escape Games • Shopping Tours,,,,,,,,
3,https://www.tripadvisor.com/Attraction_Review-g294009-d17759689-Reviews-Zero_Latency-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/65/fe/e9/with-hamzar-the-team.jpg?w=500&h=-1&s=1,,Zero Latency,189.,https://www.tripadvisor.com/Attraction_Review-g294009-d17759689-Reviews-Zero_Latency-Doha.html#REVIEWS,Shooting Ranges • Other Fun & Games,,,,,,,,
