WlYyy,FmrIP href,dugSS src,bUshh,cIVmB,iPqaD href 2,WlYyy 2,WlYyy 3,iPqaD href 3,dugSS src 2,WlYyy 5,iPqaD,iPqaD href 5,WlYyy 6,dkvhj,WlYyy 7,TCGml,WlYyy 8
20,https://www.tripadvisor.com/Attraction_Review-g189400-d7734309-Reviews-Church_of_St_Panteleimon-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/80/65/3d/img-20161004-143041-largejpg.jpg?w=500&h=-1&s=1,Church of St. Panteleimon,152.,https://www.tripadvisor.com/Attraction_Review-g189400-d7734309-Reviews-Church_of_St_Panteleimon-Athens_Attica.html#REVIEWS,Churches & Cathedrals,Agios Panteleimonas,,,,,,,,,,
13,https://www.tripadvisor.com/Attraction_Review-g189400-d566813-Reviews-Greek_Evangelical_Church-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/10/e3/ab/greek-evangelical-church.jpg?w=500&h=400&s=1,Greek Evangelical Church,153.,https://www.tripadvisor.com/Attraction_Review-g189400-d566813-Reviews-Greek_Evangelical_Church-Athens_Attica.html#REVIEWS,Religious Sites,Plaka,,,,,,,,,,
44,https://www.tripadvisor.com/Attraction_Review-g189400-d793255-Reviews-Athens_Street-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/d6/c5/5b/athens-street.jpg?w=500&h=-1&s=1,Athens Street,154.,https://www.tripadvisor.com/Attraction_Review-g189400-d793255-Reviews-Athens_Street-Athens_Attica.html#REVIEWS,Points of Interest & Landmarks • Historic Walking Areas,,,,,,,,,,,
40,https://www.tripadvisor.com/Attraction_Review-g189400-d7117699-Reviews-Apostolos_Nikolaidis_Stadium-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/1f/bb/8d/stadium.jpg?w=500&h=-1&s=1,Apostolos Nikolaidis Stadium,155.,https://www.tripadvisor.com/Attraction_Review-g189400-d7117699-Reviews-Apostolos_Nikolaidis_Stadium-Athens_Attica.html#REVIEWS,Arenas & Stadiums,Ampelokipoi,,,,,,,,,,
12,https://www.tripadvisor.com/Attraction_Review-g189400-d7113512-Reviews-Kipotheatro_Papagou-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/36/3f/32/papagou-open-theatre.jpg?w=500&h=-1&s=1,Kipotheatro Papagou,156.,https://www.tripadvisor.com/Attraction_Review-g189400-d7113512-Reviews-Kipotheatro_Papagou-Athens_Attica.html#REVIEWS,Theaters,,,,,,,,,,,
21,https://www.tripadvisor.com/Attraction_Review-g189400-d3635765-Reviews-The_Tomb_of_Heinrich_Schliemann_First_Cemetry-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/55/4f/61/the-tomb-of-heinrich.jpg?w=500&h=-1&s=1,The Tomb of Heinrich Schliemann (First Cemetry),157.,https://www.tripadvisor.com/Attraction_Review-g189400-d3635765-Reviews-The_Tomb_of_Heinrich_Schliemann_First_Cemetry-Athens_Attica.html#REVIEWS,Cemeteries,Mets,,,,,,,,,,
20,https://www.tripadvisor.com/Attraction_Review-g189400-d9595587-Reviews-Agia_Paraskevi_Church-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/8b/d9/f2/agia-paraskevi-church.jpg?w=500&h=-1&s=1,Agia Paraskevi Church,158.,https://www.tripadvisor.com/Attraction_Review-g189400-d9595587-Reviews-Agia_Paraskevi_Church-Athens_Attica.html#REVIEWS,Historic Sites • Points of Interest & Landmarks,Psirri / Gazi,,,,,,,,,,
12,https://www.tripadvisor.com/Attraction_Review-g189400-d8016917-Reviews-Pinakothiki_Nikos_Hadjikyriakos_Ghikas-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/95/6a/48/caption.jpg?w=500&h=-1&s=1,Pinakothiki Nikos Hadjikyriakos-Ghikas,159.,https://www.tripadvisor.com/Attraction_Review-g189400-d8016917-Reviews-Pinakothiki_Nikos_Hadjikyriakos_Ghikas-Athens_Attica.html#REVIEWS,Art Museums,Kolonaki,,,,,,,,,,
15,https://www.tripadvisor.com/Attraction_Review-g189400-d12962467-Reviews-Icarus_Monument_of_Fallen_Aviators-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/ee/bd/d7/caption.jpg?w=500&h=400&s=1,Icarus Monument of Fallen Aviators,160.,https://www.tripadvisor.com/Attraction_Review-g189400-d12962467-Reviews-Icarus_Monument_of_Fallen_Aviators-Athens_Attica.html#REVIEWS,Monuments & Statues,Omonia,,,,,,,,,,
33,https://www.tripadvisor.com/Attraction_Review-g189400-d3672330-Reviews-Museum_of_the_Center_for_the_Acropolis_Studies-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/ff/3e/6f/am-beginn-der-ausstellung.jpg?w=500&h=400&s=1,Museum of the Center for the Acropolis Studies,161.,https://www.tripadvisor.com/Attraction_Review-g189400-d3672330-Reviews-Museum_of_the_Center_for_the_Acropolis_Studies-Athens_Attica.html#REVIEWS,Speciality Museums,Thissio / Makriyanni,,,,,,,,,,
18,https://www.tripadvisor.com/Attraction_Review-g189400-d13127423-Reviews-Memorial_of_National_Reconciliation-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/fa/61/53/memorial-of-national.jpg?w=500&h=-1&s=1,Memorial of National Reconciliation,162.,https://www.tripadvisor.com/Attraction_Review-g189400-d13127423-Reviews-Memorial_of_National_Reconciliation-Athens_Attica.html#REVIEWS,Monuments & Statues,,,,,,,,,,,
20,https://www.tripadvisor.com/Attraction_Review-g189400-d12654175-Reviews-The_Holocaust_Memorial-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/93/31/d1/memorial-holocausto-en.jpg?w=500&h=-1&s=1,The Holocaust Memorial,163.,https://www.tripadvisor.com/Attraction_Review-g189400-d12654175-Reviews-The_Holocaust_Memorial-Athens_Attica.html#REVIEWS,Monuments & Statues,Psirri / Gazi,,,,,,,,,,
36,https://www.tripadvisor.com/Attraction_Review-g189400-d6522418-Reviews-Badminton_Theater-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/d5/63/15/badminton-theater.jpg?w=500&h=400&s=1,Badminton Theater,164.,https://www.tripadvisor.com/Attraction_Review-g189400-d6522418-Reviews-Badminton_Theater-Athens_Attica.html#REVIEWS,Theaters,Open now,,,,,,,,,,
19,https://www.tripadvisor.com/Attraction_Review-g189400-d15673101-Reviews-Theatro_Vretania-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/69/43/63/ta-img-20191227-220942.jpg?w=500&h=400&s=1,Théatro Vretánia,165.,https://www.tripadvisor.com/Attraction_Review-g189400-d15673101-Reviews-Theatro_Vretania-Athens_Attica.html#REVIEWS,Theaters,Syntagma,,,,,,,,,,
8,https://www.tripadvisor.com/Attraction_Review-g189400-d17519213-Reviews-Koilon_Theatre-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/7b/02/e8/medea-in-a-rage.jpg?w=500&h=400&s=1,Koilon Theatre,166.,https://www.tripadvisor.com/Attraction_Review-g189400-d17519213-Reviews-Koilon_Theatre-Athens_Attica.html#REVIEWS,Theaters,Plaka,https://www.tripadvisor.com/Profile/Takingontheworld33,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/73/default-avatar-2020-13.jpg?w=100&h=-1&s=1,By,Takingontheworld33,https://www.tripadvisor.com/ShowUserReviews-g189400-d17519213-r680759008-Koilon_Theatre-Athens_Attica.html,It’s,funny,", clever and a bit wicked.",,
3,https://www.tripadvisor.com/Attraction_Review-g189400-d15324794-Reviews-Armenian_Orthodox_Cathedral-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/96/62/58/img-20180406-203707-largejpg.jpg?w=500&h=-1&s=1,Armenian Orthodox Cathedral,167.,https://www.tripadvisor.com/Attraction_Review-g189400-d15324794-Reviews-Armenian_Orthodox_Cathedral-Athens_Attica.html#REVIEWS,Churches & Cathedrals,Kerameikos,,,,,,,,,,
20,https://www.tripadvisor.com/Attraction_Review-g189400-d12423166-Reviews-Presidential_Mansion-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/91/f0/b0/the-mansion.jpg?w=500&h=-1&s=1,Presidential Mansion,168.,https://www.tripadvisor.com/Attraction_Review-g189400-d12423166-Reviews-Presidential_Mansion-Athens_Attica.html#REVIEWS,Points of Interest & Landmarks • Government Buildings,Zappeion,,,,,,,,,,
14,https://www.tripadvisor.com/Attraction_Review-g189400-d10322936-Reviews-Agios_Nicholas_Rangavas_Church-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/c6/f6/03/church-of-st-nicholas.jpg?w=500&h=-1&s=1,Agios Nicholas Rangavas Church,169.,https://www.tripadvisor.com/Attraction_Review-g189400-d10322936-Reviews-Agios_Nicholas_Rangavas_Church-Athens_Attica.html#REVIEWS,Churches & Cathedrals,Anafiotika,,,,,,,,,,
8,https://www.tripadvisor.com/Attraction_Review-g189400-d10150949-Reviews-Melina_Mercouri_Foundation-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/d1/f4/d6/minnen-av-melina-mercouri.jpg?w=500&h=-1&s=1,Melina Mercouri Foundation,170.,https://www.tripadvisor.com/Attraction_Review-g189400-d10150949-Reviews-Melina_Mercouri_Foundation-Athens_Attica.html#REVIEWS,Speciality Museums,,,,,,,,,,,
25,https://www.tripadvisor.com/Attraction_Review-g189400-d12919607-Reviews-KTEL_Attikis-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/89/f1/d8/caption.jpg?w=500&h=400&s=1,KTEL Attikis,171.,https://www.tripadvisor.com/Attraction_Review-g189400-d12919607-Reviews-KTEL_Attikis-Athens_Attica.html#REVIEWS,Public Transportation Systems,,,,,,,,,,,
18,https://www.tripadvisor.com/Attraction_Review-g189400-d8385886-Reviews-Fethiye_Mosque-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/d8/a9/6d/toit-de-la-mosquee-fethiye.jpg?w=500&h=400&s=1,Fethiye Mosque,172.,https://www.tripadvisor.com/Attraction_Review-g189400-d8385886-Reviews-Fethiye_Mosque-Athens_Attica.html#REVIEWS,Religious Sites,Plaka,,,,,,,,,,
6,https://www.tripadvisor.com/Attraction_Review-g189400-d13437134-Reviews-Memorial_Site_1941_1944-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/4c/2f/44/memorial-site-1941-1944.jpg?w=500&h=400&s=1,Memorial Site 1941-1944,173.,https://www.tripadvisor.com/Attraction_Review-g189400-d13437134-Reviews-Memorial_Site_1941_1944-Athens_Attica.html#REVIEWS,Historic Sites,,,,,,,,,,,
5,https://www.tripadvisor.com/Attraction_Review-g189400-d10786929-Reviews-Saint_Nicholas_Pefkakia-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/c3/71/20/church-entrance.jpg?w=500&h=-1&s=1,Saint Nicholas Pefkakia,174.,https://www.tripadvisor.com/Attraction_Review-g189400-d10786929-Reviews-Saint_Nicholas_Pefkakia-Athens_Attica.html#REVIEWS,Churches & Cathedrals,Exarchia,,,,,,,,,,
21,https://www.tripadvisor.com/Attraction_Review-g189400-d10237374-Reviews-Eleni_Marneri_Galerie-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/53/20/0b/art-exhibition-april.jpg?w=500&h=400&s=1,Eleni Marneri Galerie,175.,https://www.tripadvisor.com/Attraction_Review-g189400-d10237374-Reviews-Eleni_Marneri_Galerie-Athens_Attica.html#REVIEWS,Art Galleries,Thissio / Makriyanni,,,,,,,,,•,Open now
6,https://www.tripadvisor.com/Attraction_Review-g189400-d6684136-Reviews-Amorgos_Antique_Store-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/f9/1e/f0/amorgos-antique-store.jpg?w=500&h=-1&s=1,Amorgos Antique Store,176.,https://www.tripadvisor.com/Attraction_Review-g189400-d6684136-Reviews-Amorgos_Antique_Store-Athens_Attica.html#REVIEWS,Antique Shops,,,,,,,,,,,
21,https://www.tripadvisor.com/Attraction_Review-g189400-d198756-Reviews-Bouleterion-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/7f/7f/d0/bouleterion.jpg?w=500&h=400&s=1,Bouleterion,177.,https://www.tripadvisor.com/Attraction_Review-g189400-d198756-Reviews-Bouleterion-Athens_Attica.html#REVIEWS,Historic Sites • Points of Interest & Landmarks,,,,,,,,,,,
6,https://www.tripadvisor.com/Attraction_Review-g189400-d11864168-Reviews-Noctua_Brewery_Athens-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/19/85/56/photo0jpg.jpg?w=500&h=400&s=1,Noctua Brewery Athens,178.,https://www.tripadvisor.com/Attraction_Review-g189400-d11864168-Reviews-Noctua_Brewery_Athens-Athens_Attica.html#REVIEWS,Breweries,,,,,,,,,,,
7,https://www.tripadvisor.com/Attraction_Review-g189400-d12567543-Reviews-Sofokli_Art_Gallery-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/fd/f9/b9/sofokli-art-gallery.jpg?w=500&h=-1&s=1,Sofokli Art Gallery,179.,https://www.tripadvisor.com/Attraction_Review-g189400-d12567543-Reviews-Sofokli_Art_Gallery-Athens_Attica.html#REVIEWS,Art Galleries,Plaka,,,,,,,,,,
5,https://www.tripadvisor.com/Attraction_Review-g189400-d3672353-Reviews-MOMus_Museum_Alex_Mylona-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/e1/ee/a8/getlstd-property-photo.jpg?w=200&h=200&s=1,MOMus - Museum Alex Mylona,180.,https://www.tripadvisor.com/Attraction_Review-g189400-d3672353-Reviews-MOMus_Museum_Alex_Mylona-Athens_Attica.html#REVIEWS,Art Museums,Psirri / Gazi,,,,,,,,,•,Open now
7,,,,,,1,6,,,,,,,,,,
6,https://www.tripadvisor.com/Attraction_Review-g189400-d2687991-Reviews-Angelos_and_Leto_Katakouzenos_Foundation-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-s/02/96/64/1f/filename-katakouzenos.jpg?w=500&h=400&s=1,Angelos and Leto Katakouzenos Foundation,181.,https://www.tripadvisor.com/Attraction_Review-g189400-d2687991-Reviews-Angelos_and_Leto_Katakouzenos_Foundation-Athens_Attica.html#REVIEWS,History Museums,Zappeion,,,,,,,,,,
7,https://www.tripadvisor.com/Attraction_Review-g189400-d4579606-Reviews-Orlik_Gallery-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/04/4f/15/df/artemis-gallery.jpg?w=500&h=400&s=1,Orlik Gallery,182.,https://www.tripadvisor.com/Attraction_Review-g189400-d4579606-Reviews-Orlik_Gallery-Athens_Attica.html#REVIEWS,Art Galleries,Plaka,,,,,,,,,,
11,https://www.tripadvisor.com/Attraction_Review-g189400-d8614639-Reviews-Church_of_Agios_Nikolaos-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/e6/98/c0/church-of-agios-nikolaos.jpg?w=500&h=-1&s=1,Church of Agios Nikolaos,183.,https://www.tripadvisor.com/Attraction_Review-g189400-d8614639-Reviews-Church_of_Agios_Nikolaos-Athens_Attica.html#REVIEWS,Religious Sites • Churches & Cathedrals,Thymarakia,,,,,,,,,,
14,https://www.tripadvisor.com/Attraction_Review-g189400-d9829572-Reviews-Theatro_Chytirio-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/66/22/58/underdogs.jpg?w=500&h=400&s=1,Theatro Chytirio,184.,https://www.tripadvisor.com/Attraction_Review-g189400-d9829572-Reviews-Theatro_Chytirio-Athens_Attica.html#REVIEWS,Theaters,Metaxourgio,,,,,,,,,,
15,https://www.tripadvisor.com/Attraction_Review-g189400-d7257986-Reviews-Greek_Gastronomy_Museum-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/29/bd/7b/greek-gastronomy-museum.jpg?w=500&h=-1&s=1,Greek Gastronomy Museum,185.,https://www.tripadvisor.com/Attraction_Review-g189400-d7257986-Reviews-Greek_Gastronomy_Museum-Athens_Attica.html#REVIEWS,Speciality Museums,Psirri / Gazi,,,,,,,,,•,Temporarily closed
13,https://www.tripadvisor.com/Attraction_Review-g189400-d16813317-Reviews-Statue_of_Damaskinos_Papandreou-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/9a/d1/99/photo0jpg.jpg?w=500&h=-1&s=1,Statue of Damaskinos Papandreou,186.,https://www.tripadvisor.com/Attraction_Review-g189400-d16813317-Reviews-Statue_of_Damaskinos_Papandreou-Athens_Attica.html#REVIEWS,Monuments & Statues,Plaka,,,,,,,,,,
27,https://www.tripadvisor.com/Attraction_Review-g189400-d8115426-Reviews-Technohoros_Art_Gallery-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/24/bc/fa/caption.jpg?w=500&h=-1&s=1,Technohoros Art Gallery,187.,https://www.tripadvisor.com/Attraction_Review-g189400-d8115426-Reviews-Technohoros_Art_Gallery-Athens_Attica.html#REVIEWS,Art Galleries,Thissio / Makriyanni,,,,,,,,,,
2,https://www.tripadvisor.com/Attraction_Review-g189400-d14181775-Reviews-Melina_Mercuri_Museum_and_Cultural_Centre-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/52/62/4a/caption.jpg?w=500&h=400&s=1,Melina Mercuri Museum and Cultural Centre,188.,https://www.tripadvisor.com/Attraction_Review-g189400-d14181775-Reviews-Melina_Mercuri_Museum_and_Cultural_Centre-Athens_Attica.html#REVIEWS,Speciality Museums • Civic Centres,Thissio,,,,,,,,,,
20,https://www.tripadvisor.com/Attraction_Review-g189400-d198755-Reviews-Metroon-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/86/ea/58/4.jpg?w=500&h=-1&s=1,Metroon,189.,https://www.tripadvisor.com/Attraction_Review-g189400-d198755-Reviews-Metroon-Athens_Attica.html#REVIEWS,Libraries • Religious Sites,,,,,,,,,,,
6,https://www.tripadvisor.com/Attraction_Review-g189400-d198946-Reviews-Philomousou_Etairias_Square-Athens_Attica.html,,Philomousou Etairias Square,190.,https://www.tripadvisor.com/Attraction_Review-g189400-d198946-Reviews-Philomousou_Etairias_Square-Athens_Attica.html#REVIEWS,Points of Interest & Landmarks,,,,,,,,,,,
11,https://www.tripadvisor.com/Attraction_Review-g189400-d6778518-Reviews-Cava_Canava_Winery-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/0e/9a/d1/getlstd-property-photo.jpg?w=500&h=-1&s=1,Cava Canava Winery,191.,https://www.tripadvisor.com/Attraction_Review-g189400-d6778518-Reviews-Cava_Canava_Winery-Athens_Attica.html#REVIEWS,Wineries & Vineyards,Alsos Ilision,,,,,,,,,,
6,https://www.tripadvisor.com/Attraction_Review-g189400-d11677665-Reviews-Agios_Pavlos_Church-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/56/e0/82/caption.jpg?w=500&h=400&s=1,Agios Pavlos Church,192.,https://www.tripadvisor.com/Attraction_Review-g189400-d11677665-Reviews-Agios_Pavlos_Church-Athens_Attica.html#REVIEWS,Architectural Buildings • Churches & Cathedrals,Metaxourgio,,,,,,,,,,
5,https://www.tripadvisor.com/Attraction_Review-g189400-d17851236-Reviews-On_Repetition_an_open_treatise_in_action-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/a9/c0/21/getlstd-property-photo.jpg?w=500&h=-1&s=1,On Repetition - an open treatise in action,193.,https://www.tripadvisor.com/Attraction_Review-g189400-d17851236-Reviews-On_Repetition_an_open_treatise_in_action-Athens_Attica.html#REVIEWS,Art Galleries,Koukaki,,,,,,,,,,
4,https://www.tripadvisor.com/Attraction_Review-g189400-d8098913-Reviews-Theatro_Technis_Karolos_Koun_Frinichou-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/36/41/30/karolos-koun-theatre.jpg?w=500&h=-1&s=1,Theatro Technis Karolos Koun - Frinichou,194.,https://www.tripadvisor.com/Attraction_Review-g189400-d8098913-Reviews-Theatro_Technis_Karolos_Koun_Frinichou-Athens_Attica.html#REVIEWS,Theaters,Plaka,,,,,,,,,,
6,https://www.tripadvisor.com/Attraction_Review-g189400-d8791473-Reviews-Permanent_Exhibition_Man_and_Tools-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/97/b7/1e/caption.jpg?w=500&h=400&s=1,Permanent Exhibition Man and Tools,195.,https://www.tripadvisor.com/Attraction_Review-g189400-d8791473-Reviews-Permanent_Exhibition_Man_and_Tools-Athens_Attica.html#REVIEWS,Speciality Museums,Plaka,,,,,,,,,,
6,https://www.tripadvisor.com/Attraction_Review-g189400-d16813554-Reviews-Ekklisia_Agias_Ekaterinis-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/c4/8b/56/the-pathway-to-the-curch.jpg?w=500&h=400&s=1,Ekklisia Agias Ekaterinis,196.,https://www.tripadvisor.com/Attraction_Review-g189400-d16813554-Reviews-Ekklisia_Agias_Ekaterinis-Athens_Attica.html#REVIEWS,Churches & Cathedrals,Plaka,https://www.tripadvisor.com/Profile/RogerL691,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/9f/default-avatar-2020-16.jpg?w=100&h=-1&s=1,By,RogerL691,https://www.tripadvisor.com/ShowUserReviews-g189400-d16813554-r658081580-Ekklisia_Agias_Ekaterinis-Athens_Attica.html,The interior was typical of an,orthodox church,and was cool and quiet.,,
3,https://www.tripadvisor.com/Attraction_Review-g189400-d17535859-Reviews-Mousio_Zoologias_Panepistimiou_Athinon-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/ba/24/ed/caption.jpg?w=500&h=-1&s=1,Mousio Zoologias Panepistimiou Athinon,197.,https://www.tripadvisor.com/Attraction_Review-g189400-d17535859-Reviews-Mousio_Zoologias_Panepistimiou_Athinon-Athens_Attica.html#REVIEWS,Natural History Museums,Alsos Ilision,,,,,,,,,,
10,https://www.tripadvisor.com/Attraction_Review-g189400-d11691251-Reviews-Urban_Rail_Transport_S_A_Tramway-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/97/90/aa/the-efficient-but-graffiti.jpg?w=500&h=-1&s=1,Urban Rail Transport S.A - Tramway,198.,https://www.tripadvisor.com/Attraction_Review-g189400-d11691251-Reviews-Urban_Rail_Transport_S_A_Tramway-Athens_Attica.html#REVIEWS,Public Transportation Systems,,,,,,,,,,,
2,https://www.tripadvisor.com/Attraction_Review-g189400-d17566630-Reviews-Gazi_Music_Hall-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/cf/71/c4/gazi-music-hall.jpg?w=500&h=400&s=1,Gazi Music Hall,199.,https://www.tripadvisor.com/Attraction_Review-g189400-d17566630-Reviews-Gazi_Music_Hall-Athens_Attica.html#REVIEWS,Theaters,Psirri / Gazi,,,,,,,,,,
4,https://www.tripadvisor.com/Attraction_Review-g189400-d3673470-Reviews-Maria_Callas_Museum-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/e3/2a/47/maria-callas-museum.jpg?w=500&h=-1&s=1,Maria Callas Museum,200.,https://www.tripadvisor.com/Attraction_Review-g189400-d3673470-Reviews-Maria_Callas_Museum-Athens_Attica.html#REVIEWS,Speciality Museums,Psirri / Gazi,,,,,,,,,•,Temporarily closed
6,https://www.tripadvisor.com/Attraction_Review-g189400-d12642863-Reviews-Gate_of_Medrese-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/d8/3d/f1/caption.jpg?w=500&h=-1&s=1,Gate of Medrese,201.,https://www.tripadvisor.com/Attraction_Review-g189400-d12642863-Reviews-Gate_of_Medrese-Athens_Attica.html#REVIEWS,Points of Interest & Landmarks,,,,,,,,,,,
6,https://www.tripadvisor.com/Attraction_Review-g189400-d2662541-Reviews-Museum_of_the_History_of_the_Greek_Costume_of_the_Lyceum_Club_of_Greek_Women-Athe.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-s/02/96/63/cc/filename-photo-2-jpg.jpg?w=500&h=400&s=1,Museum of the History of the Greek Costume of the Lyceum Club of Greek Women,202.,https://www.tripadvisor.com/Attraction_Review-g189400-d2662541-Reviews-Museum_of_the_History_of_the_Greek_Costume_of_the_Lyceum_Club_of_Greek_Women-Athe.html#REVIEWS,History Museums,Akadimia (Academy),,,,,,,,,•,Temporarily closed
7,https://www.tripadvisor.com/Attraction_Review-g189400-d566831-Reviews-Spathario_Museum_of_Shadow_Theatre-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/fd/53/a5/caption.jpg?w=500&h=-1&s=1,Spathario Museum of Shadow Theatre,203.,https://www.tripadvisor.com/Attraction_Review-g189400-d566831-Reviews-Spathario_Museum_of_Shadow_Theatre-Athens_Attica.html#REVIEWS,Speciality Museums,,,,,,,,,,,
6,https://www.tripadvisor.com/Attraction_Review-g189400-d3673647-Reviews-Centre_of_Folk_Art_and_Tradition-Athens_Attica.html,,Centre of Folk Art and Tradition,204.,https://www.tripadvisor.com/Attraction_Review-g189400-d3673647-Reviews-Centre_of_Folk_Art_and_Tradition-Athens_Attica.html#REVIEWS,Art Museums,Kynosargous,,,,,,,,,•,Temporarily closed
4,https://www.tripadvisor.com/Attraction_Review-g189400-d17759991-Reviews-Epikera_Bookshop-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/62/6b/05/a-welcoming-mage-entering.jpg?w=500&h=-1&s=1,Epikera Bookshop,205.,https://www.tripadvisor.com/Attraction_Review-g189400-d17759991-Reviews-Epikera_Bookshop-Athens_Attica.html#REVIEWS,Libraries,Open now,,,,,,,,,,
1,https://www.tripadvisor.com/Attraction_Review-g189400-d12176314-Reviews-Genniseos_Christou_Christokopidou_Church-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/8b/79/f3/caption.jpg?w=500&h=400&s=1,Genniseos Christou Christokopidou Church,206.,https://www.tripadvisor.com/Attraction_Review-g189400-d12176314-Reviews-Genniseos_Christou_Christokopidou_Church-Athens_Attica.html#REVIEWS,Churches & Cathedrals,Psirri / Gazi,,,,,,,,,,
3,https://www.tripadvisor.com/Attraction_Review-g189400-d15235071-Reviews-Theater_Ilisia-Athens_Attica.html,,Theater Ilisia,207.,https://www.tripadvisor.com/Attraction_Review-g189400-d15235071-Reviews-Theater_Ilisia-Athens_Attica.html#REVIEWS,Theaters,Platia Mavili,,,,,,,,,,
3,https://www.tripadvisor.com/Attraction_Review-g189400-d17535736-Reviews-Proto_Nekrotafio_Athinon-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/c6/43/f6/proto-nekrotafio-athinon.jpg?w=500&h=400&s=1,Proto Nekrotafio Athinon,208.,https://www.tripadvisor.com/Attraction_Review-g189400-d17535736-Reviews-Proto_Nekrotafio_Athinon-Athens_Attica.html#REVIEWS,Cemeteries,Mets,,,,,,,,,,
