WlYyy,FmrIP href,dugSS src,bUshh,cIVmB,iPqaD href,WlYyy 2,WlYyy 3
13,https://www.tripadvisor.com/Attraction_Review-g187497-d244900-Reviews-Teatre_Lliure-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/5a/f5/a4/cheesecake-and-coulant.jpg?w=500&h=400&s=1,Teatre Lliure,535.,https://www.tripadvisor.com/Attraction_Review-g187497-d244900-Reviews-Teatre_Lliure-Barcelona_Catalonia.html#REVIEWS,Theaters,Gracia
3,https://www.tripadvisor.com/Attraction_Review-g187497-d17624341-Reviews-Turisme_de_Barcelona-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/4a/df/50/img-20190730-123403-largejpg.jpg?w=500&h=400&s=1,Turisme de Barcelona,536.,https://www.tripadvisor.com/Attraction_Review-g187497-d17624341-Reviews-Turisme_de_Barcelona-Barcelona_Catalonia.html#REVIEWS,Visitor Centers,El Congrés i els Indians
3,https://www.tripadvisor.com/Attraction_Review-g187497-d10489132-Reviews-Simple_Wake_Park-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/84/c6/4d/rider-en-accion.jpg?w=500&h=400&s=1,Simple Wake Park,537.,https://www.tripadvisor.com/Attraction_Review-g187497-d10489132-Reviews-Simple_Wake_Park-Barcelona_Catalonia.html#REVIEWS,Sports Complexes,
2,https://www.tripadvisor.com/Attraction_Review-g187497-d11817463-Reviews-Camp_Municipal_Narcis_Sala-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/ba/b3/5c/camp-municipal-narcis.jpg?w=500&h=400&s=1,Camp Municipal Narcis Sala,538.,https://www.tripadvisor.com/Attraction_Review-g187497-d11817463-Reviews-Camp_Municipal_Narcis_Sala-Barcelona_Catalonia.html#REVIEWS,Arenas & Stadiums,Sant Andreu
2,https://www.tripadvisor.com/Attraction_Review-g187497-d14106107-Reviews-Info_Tickets-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/e3/41/dc/logo-oficial-de-info.jpg?w=500&h=400&s=1,Info Tickets,539.,https://www.tripadvisor.com/Attraction_Review-g187497-d14106107-Reviews-Info_Tickets-Barcelona_Catalonia.html#REVIEWS,Visitor Centers,El Born / La Ribera
9,https://www.tripadvisor.com/Attraction_Review-g187497-d2531349-Reviews-Passeig_Ribes_Roges-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/b0/be/46/paseo-de-ribes-roges.jpg?w=500&h=400&s=1,Passeig Ribes Roges,540.,https://www.tripadvisor.com/Attraction_Review-g187497-d2531349-Reviews-Passeig_Ribes_Roges-Barcelona_Catalonia.html#REVIEWS,Points of Interest & Landmarks,
1,,,,,,17,18
10,https://www.tripadvisor.com/Attraction_Review-g187497-d8603562-Reviews-Hiroshima-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/a6/30/73/hiroshima.jpg?w=500&h=400&s=1,Hiroshima,541.,https://www.tripadvisor.com/Attraction_Review-g187497-d8603562-Reviews-Hiroshima-Barcelona_Catalonia.html#REVIEWS,Theaters,Sants-Montjuíc
2,https://www.tripadvisor.com/Attraction_Review-g187497-d12078570-Reviews-Miscelanea-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/3a/b4/17/getlstd-property-photo.jpg?w=500&h=400&s=1,Miscelanea,542.,https://www.tripadvisor.com/Attraction_Review-g187497-d12078570-Reviews-Miscelanea-Barcelona_Catalonia.html#REVIEWS,Art Galleries,El Raval
10,https://www.tripadvisor.com/Attraction_Review-g187497-d10311536-Reviews-Jardins_del_Viver_de_Can_Borni-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/ec/c5/5b/caption.jpg?w=500&h=-1&s=1,Jardins del Viver de Can Borni,543.,https://www.tripadvisor.com/Attraction_Review-g187497-d10311536-Reviews-Jardins_del_Viver_de_Can_Borni-Barcelona_Catalonia.html#REVIEWS,Parks • Gardens,Horta-Guinardó
8,https://www.tripadvisor.com/Attraction_Review-g187497-d10332744-Reviews-Jardins_de_Can_Mantega-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/86/57/29/jardins-de-can-mantega.jpg?w=500&h=-1&s=1,Jardins de Can Mantega,544.,https://www.tripadvisor.com/Attraction_Review-g187497-d10332744-Reviews-Jardins_de_Can_Mantega-Barcelona_Catalonia.html#REVIEWS,Parks,Sants
3,https://www.tripadvisor.com/Attraction_Review-g187497-d12392877-Reviews-La_Cervesera_del_Poblenou-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/25/c1/c0/getlstd-property-photo.jpg?w=500&h=400&s=1,La Cervesera del Poblenou,545.,https://www.tripadvisor.com/Attraction_Review-g187497-d12392877-Reviews-La_Cervesera_del_Poblenou-Barcelona_Catalonia.html#REVIEWS,Breweries,Sant Martí
8,https://www.tripadvisor.com/Attraction_Review-g187497-d10300417-Reviews-Edificio_Mutua_Universal-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/90/5d/b8/edificio-mutua-universal.jpg?w=500&h=-1&s=1,Edificio Mutua Universal,546.,https://www.tripadvisor.com/Attraction_Review-g187497-d10300417-Reviews-Edificio_Mutua_Universal-Barcelona_Catalonia.html#REVIEWS,Points of Interest & Landmarks • Architectural Buildings,Eixample
11,https://www.tripadvisor.com/Attraction_Review-g187497-d11930459-Reviews-Pastor_del_Aguila_de_Pablo_Gargallo-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/b2/70/07/pastor-de-l-aliga.jpg?w=500&h=400&s=1,Pastor del Águila de Pablo Gargallo,547.,https://www.tripadvisor.com/Attraction_Review-g187497-d11930459-Reviews-Pastor_del_Aguila_de_Pablo_Gargallo-Barcelona_Catalonia.html#REVIEWS,Monuments & Statues,El Congrés i els Indians
2,https://www.tripadvisor.com/Attraction_Review-g187497-d13980769-Reviews-Placa_De_L_Olivereta-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/b4/1d/3f/placa-de-l-olivereta.jpg?w=500&h=400&s=1,Placa De L'Olivereta,548.,https://www.tripadvisor.com/Attraction_Review-g187497-d13980769-Reviews-Placa_De_L_Olivereta-Barcelona_Catalonia.html#REVIEWS,Points of Interest & Landmarks,Sants-Montjuíc
6,https://www.tripadvisor.com/Attraction_Review-g187497-d17571285-Reviews-Mamut-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/40/e8/ac/20201029-122144-largejpg.jpg?w=500&h=400&s=1,Mamut,549.,https://www.tripadvisor.com/Attraction_Review-g187497-d17571285-Reviews-Mamut-Barcelona_Catalonia.html#REVIEWS,Points of Interest & Landmarks,El Guinardó
3,https://www.tripadvisor.com/Attraction_Review-g187497-d16851880-Reviews-Placa_Del_Duc_De_Medinaceli-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/f0/4f/76/placa-del-duc-de-medinaceli.jpg?w=500&h=400&s=1,Placa Del Duc De Medinaceli,550.,https://www.tripadvisor.com/Attraction_Review-g187497-d16851880-Reviews-Placa_Del_Duc_De_Medinaceli-Barcelona_Catalonia.html#REVIEWS,Parks,Barrio Gòtico (Barri Gòtic)
1,https://www.tripadvisor.com/Attraction_Review-g187497-d15279494-Reviews-Casa_Marsans-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/e6/40/98/casa-marsans.jpg?w=500&h=-1&s=1,Casa Marsans,551.,https://www.tripadvisor.com/Attraction_Review-g187497-d15279494-Reviews-Casa_Marsans-Barcelona_Catalonia.html#REVIEWS,Architectural Buildings,Vallcarca i els Penitents
5,https://www.tripadvisor.com/Attraction_Review-g187497-d17815415-Reviews-Statue_Of_Girona-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/9e/37/9d/img-20200111-141104-largejpg.jpg?w=500&h=400&s=1,Statue Of Girona,552.,https://www.tripadvisor.com/Attraction_Review-g187497-d17815415-Reviews-Statue_Of_Girona-Barcelona_Catalonia.html#REVIEWS,Monuments & Statues,El Congrés i els Indians
14,https://www.tripadvisor.com/Attraction_Review-g187497-d6073620-Reviews-Chocolate_Negro-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/37/26/bc/getlstd-property-photo.jpg?w=500&h=400&s=1,Chocolate Negro,553.,https://www.tripadvisor.com/Attraction_Review-g187497-d6073620-Reviews-Chocolate_Negro-Barcelona_Catalonia.html#REVIEWS,Other Food & Drink,Gracia
164,https://www.tripadvisor.com/Attraction_Review-g187497-d2358873-Reviews-Club_Coliseum-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/ae/27/5c/teatro-coliseum.jpg?w=500&h=-1&s=1,Club Coliseum,554.,https://www.tripadvisor.com/Attraction_Review-g187497-d2358873-Reviews-Club_Coliseum-Barcelona_Catalonia.html#REVIEWS,Theaters,Eixample
3,https://www.tripadvisor.com/Attraction_Review-g187497-d15837867-Reviews-Basilica_de_San_Jose_Oriol-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/5d/a8/c7/basilica-de-san-jose.jpg?w=500&h=400&s=1,Basilica de San Jose Oriol,555.,https://www.tripadvisor.com/Attraction_Review-g187497-d15837867-Reviews-Basilica_de_San_Jose_Oriol-Barcelona_Catalonia.html#REVIEWS,Churches & Cathedrals,Eixample
12,https://www.tripadvisor.com/Attraction_Review-g187497-d10332672-Reviews-Monumento_a_Santa_Eulalia-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/3e/2c/ad/monumento-a-santa-eulalia.jpg?w=500&h=400&s=1,Monumento a Santa Eulalia,556.,https://www.tripadvisor.com/Attraction_Review-g187497-d10332672-Reviews-Monumento_a_Santa_Eulalia-Barcelona_Catalonia.html#REVIEWS,Monuments & Statues,El Raval
5,https://www.tripadvisor.com/Attraction_Review-g187497-d2223645-Reviews-Museu_i_Centre_d_Estudis_de_l_Esport_Doctor_Melcior_Colet-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/0b/6f/ae/museu-i-centre-d-estudis.jpg?w=500&h=-1&s=1,Museu i Centre d'Estudis de l'Esport Doctor Melcior Colet,557.,https://www.tripadvisor.com/Attraction_Review-g187497-d2223645-Reviews-Museu_i_Centre_d_Estudis_de_l_Esport_Doctor_Melcior_Colet-Barcelona_Catalonia.html#REVIEWS,Speciality Museums,Eixample
2,https://www.tripadvisor.com/Attraction_Review-g187497-d17540434-Reviews-Placa_de_Masadas-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/ca/4b/6a/placa-de-masadas.jpg?w=500&h=400&s=1,Placa de Masadas,558.,https://www.tripadvisor.com/Attraction_Review-g187497-d17540434-Reviews-Placa_de_Masadas-Barcelona_Catalonia.html#REVIEWS,Points of Interest & Landmarks • Parks,Sant Andreu
1,https://www.tripadvisor.com/Attraction_Review-g187497-d15600826-Reviews-El_Carrer_De_Les_Bugaderes_D_Horta-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/bc/f9/f0/el-carrer-de-les-bugaderes.jpg?w=500&h=400&s=1,El Carrer De Les Bugaderes D'Horta,559.,https://www.tripadvisor.com/Attraction_Review-g187497-d15600826-Reviews-El_Carrer_De_Les_Bugaderes_D_Horta-Barcelona_Catalonia.html#REVIEWS,Points of Interest & Landmarks • Historic Walking Areas,Horta-Guinardó
2,https://www.tripadvisor.com/Attraction_Review-g187497-d15657687-Reviews-Parroquia_de_San_Cayetano-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/fa/65/b7/parroquia-de-san-cayetano.jpg?w=500&h=400&s=1,Parroquia de San Cayetano,560.,https://www.tripadvisor.com/Attraction_Review-g187497-d15657687-Reviews-Parroquia_de_San_Cayetano-Barcelona_Catalonia.html#REVIEWS,Churches & Cathedrals,Eixample
7,https://www.tripadvisor.com/Attraction_Review-g187497-d15364614-Reviews-Monument_a_Narcis_Monturiol-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/86/70/66/sculpture-by-josep-maria.jpg?w=500&h=-1&s=1,Monument a Narcis Monturiol,561.,https://www.tripadvisor.com/Attraction_Review-g187497-d15364614-Reviews-Monument_a_Narcis_Monturiol-Barcelona_Catalonia.html#REVIEWS,Points of Interest & Landmarks • Monuments & Statues,Eixample
6,https://www.tripadvisor.com/Attraction_Review-g187497-d11997337-Reviews-A_Josep_Anselm_Clave-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/5d/fe/44/detalle-pedestal.jpg?w=500&h=400&s=1,A Josep Anselm Clave,562.,https://www.tripadvisor.com/Attraction_Review-g187497-d11997337-Reviews-A_Josep_Anselm_Clave-Barcelona_Catalonia.html#REVIEWS,Monuments & Statues,El Camp d'en Grassot i Gràcia Nova
8,https://www.tripadvisor.com/Attraction_Review-g187497-d10001412-Reviews-Castell_D_Age-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/8c/39/d2/bike-natura-centre-canmasstate.jpg?w=500&h=400&s=1,Castell D'Age,563.,https://www.tripadvisor.com/Attraction_Review-g187497-d10001412-Reviews-Castell_D_Age-Barcelona_Catalonia.html#REVIEWS,Wineries & Vineyards • Farms,
9,https://www.tripadvisor.com/Attraction_Review-g187497-d10538503-Reviews-Casa_Doctor_Genove-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/07/b7/54/caption.jpg?w=500&h=400&s=1,Casa Doctor Genove,564.,https://www.tripadvisor.com/Attraction_Review-g187497-d10538503-Reviews-Casa_Doctor_Genove-Barcelona_Catalonia.html#REVIEWS,Points of Interest & Landmarks • Architectural Buildings,El Raval
18,https://www.tripadvisor.com/Attraction_Review-g187497-d8504898-Reviews-LandSailing_Bcn_Blokart_Track-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/d4/0e/f3/photo2jpg.jpg?w=500&h=-1&s=1,LandSailing Bcn  Blokart Track,565.,https://www.tripadvisor.com/Attraction_Review-g187497-d8504898-Reviews-LandSailing_Bcn_Blokart_Track-Barcelona_Catalonia.html#REVIEWS,Sports Camps & Clinics,Sant Martí
3,https://www.tripadvisor.com/Attraction_Review-g187497-d17624474-Reviews-Fuente_de_Diana-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/16/f9/d5/fuente-de-diana.jpg?w=500&h=400&s=1,Fuente de Diana,566.,https://www.tripadvisor.com/Attraction_Review-g187497-d17624474-Reviews-Fuente_de_Diana-Barcelona_Catalonia.html#REVIEWS,Monuments & Statues • Fountains,Eixample
6,https://www.tripadvisor.com/Attraction_Review-g187497-d19240908-Reviews-Font_dels_Tres_Mars-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/24/f5/9c/fuente-de-la-plaza-espana.jpg?w=500&h=400&s=1,Font dels Tres Mars,567.,https://www.tripadvisor.com/Attraction_Review-g187497-d19240908-Reviews-Font_dels_Tres_Mars-Barcelona_Catalonia.html#REVIEWS,Monuments & Statues,Sants-Montjuíc
1,https://www.tripadvisor.com/Attraction_Review-g187497-d13966178-Reviews-Casa_de_Rusia_en_Barcelona-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/51/96/c0/caption.jpg?w=500&h=400&s=1,Casa de Rusia en Barcelona,568.,https://www.tripadvisor.com/Attraction_Review-g187497-d13966178-Reviews-Casa_de_Rusia_en_Barcelona-Barcelona_Catalonia.html#REVIEWS,Art Galleries • Art Museums,Barrio Gòtico (Barri Gòtic)
2,https://www.tripadvisor.com/Attraction_Review-g187497-d15351037-Reviews-Jardines_de_la_Maternitat-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/75/dd/21/jardines-de-la-maternitat.jpg?w=500&h=400&s=1,Jardines de la Maternitat,569.,https://www.tripadvisor.com/Attraction_Review-g187497-d15351037-Reviews-Jardines_de_la_Maternitat-Barcelona_Catalonia.html#REVIEWS,Gardens,La Maternitat i Sant Ramon
2,https://www.tripadvisor.com/Attraction_Review-g187497-d15351049-Reviews-Jardins_de_Bacardi-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/75/dc/21/camp-nou-de-fondo.jpg?w=500&h=400&s=1,Jardins de Bacardi,570.,https://www.tripadvisor.com/Attraction_Review-g187497-d15351049-Reviews-Jardins_de_Bacardi-Barcelona_Catalonia.html#REVIEWS,Parks,La Maternitat i Sant Ramon
1,,,,,,18,19
20,https://www.tripadvisor.com/Attraction_Review-g187497-d10124291-Reviews-BlueMar_Ferries-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/70/b1/2c/el-barco-des-de-el-embarcadero.jpg?w=500&h=400&s=1,BlueMar Ferries,571.,https://www.tripadvisor.com/Attraction_Review-g187497-d10124291-Reviews-BlueMar_Ferries-Barcelona_Catalonia.html#REVIEWS,Ferries,Port Vell (Old Port)
5,https://www.tripadvisor.com/Attraction_Review-g187497-d17837295-Reviews-Monumento_A_Victor_Ochoa_Escultor-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/37/a0/ea/20201022-161347-largejpg.jpg?w=500&h=400&s=1,Monumento A Victor Ochoa Escultor,572.,https://www.tripadvisor.com/Attraction_Review-g187497-d17837295-Reviews-Monumento_A_Victor_Ochoa_Escultor-Barcelona_Catalonia.html#REVIEWS,Monuments & Statues,El Born / La Ribera
8,https://www.tripadvisor.com/Attraction_Review-g187497-d2223676-Reviews-Museu_Palmero_de_Barcelona-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/fa/71/a1/museu-palmero.jpg?w=500&h=400&s=1,Museu Palmero de Barcelona,573.,https://www.tripadvisor.com/Attraction_Review-g187497-d2223676-Reviews-Museu_Palmero_de_Barcelona-Barcelona_Catalonia.html#REVIEWS,Speciality Museums,Sant Genís dels Agudells
10,https://www.tripadvisor.com/Attraction_Review-g187497-d8134117-Reviews-MUHBA_Oliva_Artes-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/69/34/8d/muhba-oliva-artes.jpg?w=500&h=400&s=1,MUHBA Oliva Artes,574.,https://www.tripadvisor.com/Attraction_Review-g187497-d8134117-Reviews-MUHBA_Oliva_Artes-Barcelona_Catalonia.html#REVIEWS,History Museums,Provençals del Poblenou
5,https://www.tripadvisor.com/Attraction_Review-g187497-d11841131-Reviews-Sinagoga_Shlomo_Ben_Adret-Barcelona_Catalonia.html,,"sinagoga Shlomo Ben Adret,",575.,https://www.tripadvisor.com/Attraction_Review-g187497-d11841131-Reviews-Sinagoga_Shlomo_Ben_Adret-Barcelona_Catalonia.html#REVIEWS,Religious Sites,Barrio Gòtico (Barri Gòtic)
5,https://www.tripadvisor.com/Attraction_Review-g187497-d8638445-Reviews-Puente_Puerta_Europa-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/b2/f2/b6/portao-da-europa.jpg?w=300&h=200&s=1,Puente Puerta Europa,576.,https://www.tripadvisor.com/Attraction_Review-g187497-d8638445-Reviews-Puente_Puerta_Europa-Barcelona_Catalonia.html#REVIEWS,Points of Interest & Landmarks • Bridges,
3,https://www.tripadvisor.com/Attraction_Review-g187497-d12707948-Reviews-Mercat_de_Felip_II-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/a2/12/a6/felip-ii-118.jpg?w=500&h=-1&s=1,Mercat de Felip II,577.,https://www.tripadvisor.com/Attraction_Review-g187497-d12707948-Reviews-Mercat_de_Felip_II-Barcelona_Catalonia.html#REVIEWS,Farmers Markets,Sant Andreu
3,https://www.tripadvisor.com/Attraction_Review-g187497-d19220121-Reviews-Farmacia_Nadal-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/46/85/00/farmacia-nadal.jpg?w=500&h=400&s=1,Farmacia Nadal,578.,https://www.tripadvisor.com/Attraction_Review-g187497-d19220121-Reviews-Farmacia_Nadal-Barcelona_Catalonia.html#REVIEWS,Points of Interest & Landmarks,La Rambla
2,https://www.tripadvisor.com/Attraction_Review-g187497-d10354296-Reviews-Ana_Yael_Art_Gallery-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/5e/b4/c5/nustra-galleria.jpg?w=500&h=400&s=1,Ana Yael Art Gallery,579.,https://www.tripadvisor.com/Attraction_Review-g187497-d10354296-Reviews-Ana_Yael_Art_Gallery-Barcelona_Catalonia.html#REVIEWS,Art Galleries,El Born / La Ribera
5,https://www.tripadvisor.com/Attraction_Review-g187497-d8134873-Reviews-Galeria_Joan_Gaspar-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/fd/68/67/galeria-joan-gaspar.jpg?w=500&h=400&s=1,Galeria Joan Gaspar,580.,https://www.tripadvisor.com/Attraction_Review-g187497-d8134873-Reviews-Galeria_Joan_Gaspar-Barcelona_Catalonia.html#REVIEWS,Art Galleries,Eixample
58,https://www.tripadvisor.com/Attraction_Review-g187497-d4513758-Reviews-Asociacion_Raices_y_Cultura-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/04/3b/d3/c1/raices-y-cultura.jpg?w=500&h=400&s=1,Asociacion Raices y Cultura,581.,https://www.tripadvisor.com/Attraction_Review-g187497-d4513758-Reviews-Asociacion_Raices_y_Cultura-Barcelona_Catalonia.html#REVIEWS,Points of Interest & Landmarks,El Born / La Ribera
2,https://www.tripadvisor.com/Attraction_Review-g187497-d19244587-Reviews-Pau_Casals-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/25/01/5d/a-pau-casals.jpg?w=500&h=400&s=1,Pau Casals,582.,https://www.tripadvisor.com/Attraction_Review-g187497-d19244587-Reviews-Pau_Casals-Barcelona_Catalonia.html#REVIEWS,Points of Interest & Landmarks,Sant Gervasi-Galvany
4,https://www.tripadvisor.com/Attraction_Review-g187497-d13142259-Reviews-Sant_Antoni-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/76/8e/fd/sant-antoni.jpg?w=500&h=400&s=1,Sant Antoni,583.,https://www.tripadvisor.com/Attraction_Review-g187497-d13142259-Reviews-Sant_Antoni-Barcelona_Catalonia.html#REVIEWS,Neighborhoods,
3,https://www.tripadvisor.com/Attraction_Review-g187497-d14049317-Reviews-Jardins_del_Doctor_Fleming-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/c7/cd/85/the-playground.jpg?w=500&h=400&s=1,Jardins del Doctor Fleming,584.,https://www.tripadvisor.com/Attraction_Review-g187497-d14049317-Reviews-Jardins_del_Doctor_Fleming-Barcelona_Catalonia.html#REVIEWS,Playgrounds,El Raval
8,https://www.tripadvisor.com/Attraction_Review-g187497-d10538436-Reviews-Mural_de_l_Aeroport_de_Barcelona-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/f6/00/ae/mural-de-l-aeroport-de.jpg?w=500&h=400&s=1,Mural de l'Aeroport de Barcelona,585.,https://www.tripadvisor.com/Attraction_Review-g187497-d10538436-Reviews-Mural_de_l_Aeroport_de_Barcelona-Barcelona_Catalonia.html#REVIEWS,Points of Interest & Landmarks,
7,https://www.tripadvisor.com/Attraction_Review-g187497-d9884942-Reviews-Jardins_de_Llucmajor-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/97/20/0a/parc-de-la-guineueta.jpg?w=500&h=-1&s=1,Jardins de Llucmajor,586.,https://www.tripadvisor.com/Attraction_Review-g187497-d9884942-Reviews-Jardins_de_Llucmajor-Barcelona_Catalonia.html#REVIEWS,Parks • Gardens,Nou Barris
2,https://www.tripadvisor.com/Attraction_Review-g187497-d17780993-Reviews-Edificio_Alhambra-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/19/f7/d4/edificio-alhambra.jpg?w=500&h=400&s=1,Edificio Alhambra,587.,https://www.tripadvisor.com/Attraction_Review-g187497-d17780993-Reviews-Edificio_Alhambra-Barcelona_Catalonia.html#REVIEWS,Points of Interest & Landmarks • Architectural Buildings,Sant Gervasi-Galvany
3,https://www.tripadvisor.com/Attraction_Review-g187497-d10544276-Reviews-Fundacio_Brafa-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/49/4b/1a/fundacio-brafa.jpg?w=500&h=400&s=1,Fundacio Brafa,588.,https://www.tripadvisor.com/Attraction_Review-g187497-d10544276-Reviews-Fundacio_Brafa-Barcelona_Catalonia.html#REVIEWS,Playgrounds,Les Roquetes
2,https://www.tripadvisor.com/Attraction_Review-g187497-d19221002-Reviews-La_Magoria-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/24/fb/58/la-magoria.jpg?w=500&h=400&s=1,La Magoria,589.,https://www.tripadvisor.com/Attraction_Review-g187497-d19221002-Reviews-La_Magoria-Barcelona_Catalonia.html#REVIEWS,Points of Interest & Landmarks,La Bordeta
3,https://www.tripadvisor.com/Attraction_Review-g187497-d10426620-Reviews-Nauart_Espacio_de_Creacion-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/96/c8/86/getlstd-property-photo.jpg?w=500&h=-1&s=1,Nauart Espacio de Creacion,590.,https://www.tripadvisor.com/Attraction_Review-g187497-d10426620-Reviews-Nauart_Espacio_de_Creacion-Barcelona_Catalonia.html#REVIEWS,Art Galleries,Provençals del Poblenou
3,https://www.tripadvisor.com/Attraction_Review-g187497-d15683526-Reviews-Placa_de_l_Ictineo-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/fa/61/ee/placa-de-l-ictineo.jpg?w=500&h=400&s=1,Placa de l'Ictineo,591.,https://www.tripadvisor.com/Attraction_Review-g187497-d15683526-Reviews-Placa_de_l_Ictineo-Barcelona_Catalonia.html#REVIEWS,Parks,Port Vell (Old Port)
11,https://www.tripadvisor.com/Attraction_Review-g187497-d8692642-Reviews-Casa_Carreras-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/33/83/d2/casa-carreras.jpg?w=500&h=400&s=1,Casa Carreras,592.,https://www.tripadvisor.com/Attraction_Review-g187497-d8692642-Reviews-Casa_Carreras-Barcelona_Catalonia.html#REVIEWS,Points of Interest & Landmarks • Architectural Buildings,Barrio Gòtico (Barri Gòtic)
4,https://www.tripadvisor.com/Attraction_Review-g187497-d15813285-Reviews-Parroquia_San_Vicente_de_Sarria-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/34/c0/f3/parroquia-san-vicente.jpg?w=500&h=400&s=1,Parroquia San Vicente de Sarria,593.,https://www.tripadvisor.com/Attraction_Review-g187497-d15813285-Reviews-Parroquia_San_Vicente_de_Sarria-Barcelona_Catalonia.html#REVIEWS,Churches & Cathedrals,Sarrià
